ClassID	ClassName	Comeback	Continuable	Direct	Instance	Layer	MapImage	MapName	MaxAlliance	MaxPlayer	MaxSlotCount	MinPlayer	MissionInfo	MissionResult	MissionRoom	Name	Resurrection	Script	ShowLevel	Tip	ToWin	UniqueRoom
1	mission_hostage	FALSE	NO	FALSE	mission_instance	0	btl_bst01.jpg	mission_hostage	1	10	10	1	mi1a10	mr10	mwr1a10	<$>90521</>	TRUE	mission_hostage	FALSE	<$>90542</>	<$>90541</>	NO
2	mission_bst_comebackhome	FALSE	NO	TRUE	mission_instance	0	mission_fivetwins.jpg	mission_bst_comebackhome	1	1	10	1	mi1a10	mr10	mwr1a102	<$>90522</>	TRUE	mission_bst_comebackhome	FALSE	None	None	NO
3	mission_bst_questioned	FALSE	NO	TRUE	mission_instance	0	mission_fivetwins.jpg	mission_bst_questioned	1	1	10	1	mi1a10	mr10	mwr1a102	<$>90523</>	TRUE	mission_bst_questioned	FALSE	None	None	NO
4	test_zone	FALSE	NO	FALSE	mission_instance	0	mission_liberty.jpg	test_zone	2	15	30	1	cliquegauge_1	mr15	mwr2a15	<$>110844</>	TRUE	mission_test_zone	FALSE	<$>48070</>	<$>48069</>	NO
5	mission_encounter	FALSE	NO	TRUE	mission_instance	0	btl_bst01.jpg	mission_encounter	1	10	10	1	mi1a10	mr10	mwr1a10	<$>90524</>	TRUE	mission_encounter	TRUE	None	None	NO
6	mission_brutal_truth	FALSE	NO	TRUE	mission_instance	0	btl_bst01.jpg	mission_brutal_truth	1	10	10	1	mi1a10	mr10	mwr1a10	<$>90525</>	TRUE	mission_brutal_truth	TRUE	None	None	NO
8	mission_valentine2013	FALSE	NO	TRUE	mission_instance	0	None	mission_valentine2013	1	1	1	1	miboss	mr30	mwr1a30	<$>91600</>	TRUE	mission_valentine2013	FALSE	<$>48128</>	<$>48128</>	NO
9	mission_event_lieday	FALSE	NO	TRUE	mission_instance	0	None	mission_event_lieday	1	1	1	1	miboss	mr10	mwr1a12	<$>94807</>	TRUE	mission_event_lieday	FALSE	<$>48128</>	<$>48128</>	NO
11109	mission_rumblefight	FALSE	NO	FALSE	mission_instance	0	None	mission_rumblefight	1	6	6	1	mi1a10	mr10	mwr1a10	<$>118657</>	TRUE	mission_rumblefight	FALSE	<$>48128</>	<$>110845</>	NO
11110	mission_rumblefight1	FALSE	NO	FALSE	mission_instance	0	None	mission_rumblefight1	1	6	6	1	mi1a10	mr10	mwr1a10	<$>118658</>	TRUE	mission_rumblefight1	FALSE	<$>48128</>	<$>110845</>	NO
11111	mission_liberty	FALSE	NO	FALSE	mission_instance	0	mission_liberty.jpg	mission_liberty	2	15	30	1	mi2a15	mr15	mwr2a15	<$>47557</>	TRUE	mission_liberty	FALSE	<$>48070</>	<$>48069</>	NO
11112	mission_tournament	FALSE	NO	FALSE	mission_instance	0	mission_liberty.jpg	mission_tournament	2	15	30	1	mi2a15	mr15	None	<$>47558</>	TRUE	mission_tournament	FALSE	<$>48128</>	<$>98192</>	NO
11113	mission_farm_magicbean2	FALSE	NO	TRUE	mission_instance	0	mission_alq_treasure.jpg	mission_farm_magicbean2	1	1	10	1	mi1a10	mr10	mwr1a10	<$>150743</>	TRUE	mission_farm_magicbean2	FALSE	<$>48128</>	<$>48128</>	NO
11121	mission_poisonyard	FALSE	NO	FALSE	mission_instance	0	mission_poisonyard.jpg	mission_poisonyard	2	15	30	1	mi2a15	mr15	mwr2a15	<$>47547</>	TRUE	mission_poisonyard	FALSE	<$>48128</>	<$>48072</>	NO
11141	mission_ramiro	FALSE	NO	TRUE	mission_instance	0	mission_ramiro.jpg	mission_ramiro	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47559</>	TRUE	mission_ramiro	FALSE	<$>48075</>	<$>48074</>	NO
11143	mission_arbremon_H	FALSE	NO	FALSE	mission_instance	16	mission_arbremon.jpg	mission_arbremon_H	1	12	12	1	miboss	mr30	mwr1a30	<$>201473</>	TRUE	mission_arbremon_H	FALSE	<$>48128</>	<$>98246</>	NO
11145	mission_darkpriest_H	FALSE	NO	FALSE	mission_instance	0	dun_arm01.jpg	mission_darkpriest_H	1	12	12	3	mi1a10	mr10	mwr1a12	<$>201474</>	TRUE	mission_darkpriest_H	TRUE	<$>110848</>	<$>110847</>	NO
11261	mission_alq_boss_a	FALSE	NO	TRUE	mission_instance	0	mission_alq_boss.jpg	mission_alq_boss_a	1	1	10	1	mi1a10	mr10	mwr1a10	<$>29425</>	TRUE	mission_alq_boss_a	FALSE	<$>98194</>	<$>98193</>	NO
11264	mission_latem	FALSE	NO	TRUE	mission_instance	0	mission_latem.jpg	mission_latem	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13687</>	TRUE	mission_latem	FALSE	<$>48079</>	<$>48078</>	NO
11271	mission_ttr_boss_a	FALSE	NO	TRUE	mission_instance	0	mission_ttr_boss.jpg	mission_ttr_boss_a	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47562</>	TRUE	mission_ttr_boss_a	FALSE	<$>48081</>	<$>98195</>	NO
11272	mission_mayevent	FALSE	NO	TRUE	mission_instance	0	mission_alq_treasure.jpg	mission_mayevent	1	1	10	1	mi1a10	mr10	mwr1a10	<$>123708</>	TRUE	mission_mayevent	FALSE	<$>48128</>	<$>48128</>	NO
11281	mission_ptv_boss_a	FALSE	NO	FALSE	mission_instance	0	mission_ptv_boss.jpg	mission_ptv_boss_a	1	30	30	1	miboss	mr30	mwr1a30	<$>47469</>	TRUE	mission_ptv_boss_a	FALSE	<$>98197</>	<$>98196</>	NO
11291	mission_lostship	FALSE	NO	TRUE	mission_instance	0	mission_lostship.jpg	mission_lostship	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47565</>	TRUE	mission_lostship	FALSE	<$>48086</>	<$>98198</>	NO
11301	mission_quarry	FALSE	NO	TRUE	mission_instance	0	mission_quarry.jpg	mission_quarry	1	1	10	1	mi1a10	mr10	mwr1a10	<$>48087</>	TRUE	mission_quarry	FALSE	<$>48089</>	<$>48088</>	NO
11311	mission_rebwepshop	FALSE	NO	TRUE	mission_instance	0	mission_wepshop.jpg	mission_rebwepshop	1	1	10	1	mi1a10	mr10	mwr1a10	<$>48090</>	TRUE	mission_rebwepshop	FALSE	<$>48092</>	<$>48091</>	NO
11312	mission_grace	FALSE	NO	TRUE	mission_instance	0	mission_wepshop.jpg	mission_grace	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13164</>	TRUE	mission_grace	FALSE	<$>48094</>	<$>48093</>	NO
11321	mission_versus	TRUE	NO	FALSE	mission_instance	0	mission_versus.jpg	mission_versus	2	1	2	1	None	mr10	mwr2a1	<$>47569</>	TRUE	mission_versus	FALSE	<$>48096</>	<$>98199</>	NO
11322	mission_yageneh	FALSE	NO	TRUE	mission_instance	0	mission_yeganeh.jpg	mission_yageneh	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47570</>	TRUE	mission_yageneh	FALSE	<$>48098</>	<$>48097</>	NO
11323	mission_triple	FALSE	NO	FALSE	mission_instance	0	mission_versus.jpg	mission_triple	2	3	6	1	mi2a15	mr10	mwr2a3	<$>47571</>	TRUE	mission_triple	FALSE	<$>48099</>	<$>98199</>	NO
11342	mission_mboma	FALSE	NO	TRUE	mission_instance	0	mission_mboma.jpg	mission_mboma	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47573</>	TRUE	mission_mboma	FALSE	<$>48101</>	<$>48100</>	NO
11343	mission_jose	FALSE	NO	TRUE	mission_instance	0	mission_jose.jpg	mission_jose	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13055</>	TRUE	mission_jose	FALSE	<$>48103</>	<$>48102</>	NO
11344	mission_npc	FALSE	NO	TRUE	mission_instance	0	mission_npc.jpg	mission_npc	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47574</>	TRUE	mission_npc	FALSE	<$>48105</>	<$>48104</>	NO
11345	mission_jose_mboma	FALSE	NO	TRUE	mission_instance	0	mission_jose.jpg	mission_jose_mboma	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13056</>	TRUE	mission_jose_mboma	FALSE	<$>48106</>	<$>48102</>	NO
11346	mission_framed_mboma	FALSE	NO	TRUE	mission_instance	0	mission_find_keep.jpg	mission_framed_mboma	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47576</>	TRUE	mission_framed_mboma	FALSE	<$>48108</>	<$>48107</>	NO
