AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CASTINC	CRT	CRTATK	CRTATK_Opt	CRTDEF	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DblAttach	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HidePart	HumanBane	IGN_DEF	IGN_DEFCOUNT	IGN_REG	IGN_REGDEF	IGN_RSTAT	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncHeal	IncINT	IncLegend	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	IncSklATK	InfoView	IntegralSpot	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSAtk	MSAtk_Opt	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MediumBane	MetalBane	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	Option4ID	Option4MaxValue	Option4MinValue	OptionGroup	PCAtk	PCAtk_Opt	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMAG_Opt	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SKL_COOL	SKL_HEAL	SOCKETWEIGHT	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	SoftBane	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseAnim	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	12	0	0	None	hit_fist1.ogg	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42000	NoCostume	None	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>13438</>	0	0	0	0	None	None	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	NoCostume	COSTUME	None	None	2147483647	0	FALSE	None	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	None	<$>13438</>	SYS_item_column_red	0	<$>13438</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	1	42000	1	None	0	0	0	None	0	None	_NO	None	FALSE	0	None	TRUE	None	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42001	LyndonCoat	CosMUS	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34085</>	0	0	0	0	None	None	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Lyndon's coat	COSTUME	None	None	2147483647	0	FALSE	it_c_lyndoncoat	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28847</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34738</>	0	0	0	1	42001	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42002	BearSuit	CosALL	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34087</>	0	0	0	0	None	None	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Bear suit	COSTUME	None	None	2147483647	0	FALSE	it_c_bearsuit	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28848</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>135628</>	0	0	0	1	42002	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	Bearsuit	TRUE	None	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42003	CrocSuit	CosALL	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34088</>	0	0	0	0	None	None	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Croc suit	COSTUME	None	None	2147483647	0	FALSE	it_c_crocsuit	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28849</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>135628</>	0	0	0	1	42003	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	Crocsuit	TRUE	None	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42004	FighterJacketM	CosFGT	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34089</>	0	0	0	0	None	None	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Fighter's jacket for male	COSTUME	equip_coat.ogg	None	2147483647	0	FALSE	it_c_fighterjacketmale	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28850</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34821</>	0	0	0	1	42004	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	None	TRUE	None	Male	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42005	FighterJacketF	CosFGT	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34091</>	0	0	0	0	None	None	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Fighter's jacket for female	COSTUME	equip_coat.ogg	None	2147483647	0	FALSE	it_c_fighterjacketfemale	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28851</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>90247</>	0	0	0	1	42005	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	None	TRUE	None	Female	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42006	WizardCoatM	CosWIZ	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34093</>	0	0	0	0	None	None	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Wizard's coat for male	COSTUME	equip_coat.ogg	None	2147483647	0	FALSE	it_c_wizardcoatmale	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28852</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>135629</>	0	0	0	1	42006	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	None	TRUE	None	Male	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42007	WizardCoatF	CosWIZ	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34095</>	0	0	0	0	None	None	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Wizard's coat for female	COSTUME	equip_coat.ogg	None	2147483647	0	FALSE	it_c_wizardcoatfemale	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28853</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34844</>	0	0	0	1	42007	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	None	TRUE	None	Female	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42008	ScoutSuitM	CosSCT	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34097</>	0	0	0	0	None	None	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Scout's suit for male	COSTUME	equip_coat.ogg	None	2147483647	0	FALSE	it_c_scoutsuitmale	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28854</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34369</>	0	0	0	1	42008	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	None	TRUE	None	Male	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	0	0	0	0	Costume	<$>27297</>	Costume_Body	<$>34084</>	42009	ScoutSuitF	CosSCT	NO	0	0	FALSE	1	0	0	COSTUME	0	<$>34099</>	0	0	0	0	None	None	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Scout's suit for female	COSTUME	equip_coat.ogg	None	2147483647	0	FALSE	it_c_scoutsuitfemale	0	0	0	0	0	Costume	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	None	<$>34084</>	SYS_item_column_red	0	<$>28855</>	None	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>90248</>	0	0	0	1	42009	1	None	0	0	0	Costume	0	None	_NO	None	TRUE	0	None	TRUE	None	Female	TRUE	TRUE	1	TRUE	0	None	0	0	0
