ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
2	NPC_FALLENROCK	NPC_FALLENROCK	0	FALSE	None	None	None	2204	-18009	-1418	NPC_NONCHAR	None
3	NPC_UST_FLD04WATERFALL1	TutorialTrigger_Gray_3m	0	FALSE	None	None	None	2868	-18411	-1444	NPC_UST_FLD04WATERFALL	None
4	NPC_UST_FLD04WATERFALL2	TutorialTrigger_Gray_3m	0	FALSE	None	None	None	1523	-17519	-1402	NPC_UST_FLD04WATERFALL	None
5	npc_ferru_big01	npc_ferru_big	182	FALSE	minimap_mission.bmp	<$>64617</>	<$>64617</>	10429	9007	-3281	PIONEER_NOTICE	None
9	npc_ferru_big02	npc_ferru_big	6	FALSE	minimap_mission.bmp	<$>64617</>	<$>64617</>	-14404	30402	-3458	PIONEER_NOTICE	None
13	npc_ferru_big03	npc_ferru_big	64	FALSE	minimap_mission.bmp	<$>64617</>	<$>64617</>	2412	-8574	-1963	PIONEER_NOTICE	None
17	npc_blackwater16	NPC_FALLENROCK	0	FALSE	None	None	None	-705	3184	-3224	TR_BLACKWATER	None
18	npc_blackwater17	NPC_FALLENROCK	0	FALSE	None	None	None	-27904	15430	-2508	TR_BLACKWATER	None
19	npc_blackwater18	NPC_FALLENROCK	0	FALSE	None	None	None	-14826	34402	-3573	TR_BLACKWATER	None
20	npc_blackwater19	NPC_FALLENROCK	0	FALSE	None	None	None	1667	-9764	-1751	TR_BLACKWATER	None
21	npc_blackwater20	NPC_FALLENROCK	0	FALSE	None	None	None	8971	7297	-3153	TR_BLACKWATER	None
23	PART_TIME_EGG_MANAGER	Trigger_Black_None	321	FALSE	None	None	None	-27007	14932	-2504	PART_TIME_EGG_MANAGER	None
