ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	MapWarp	Name	PosX	PosY	PosZ	Script	ShopName
1	arm_bota	arm_bota	0	FALSE	None	None	None	None	0	8146	-39	NPC_ARM_BOTA	None
2	arm_casket	arm_casket	90	FALSE	None	None	None	None	-2535	1854	4	NPC_ARM_CASKET	None
3	C1_ARM_BEGA	arm_cardinal1	360	FALSE	minimap_npc.bmp	<$>110887</>	None	<$>110887</>	-6245	5403	110	C1_ARM_BEGA	None
4	C1_ARM_LENON	arm_cardinal2	180	FALSE	minimap_npc.bmp	<$>110886</>	None	<$>110886</>	6316	5440	110	C1_ARM_LENON	None
5	C1_ARM_SERIOUS	arm_serious	360	FALSE	minimap_npc.bmp	<$>112332</>	None	<$>112332</>	-1370	7280	5	C1_ARM_SERIOUS	None
6	C1_ARM_ANIES	arm_anies	270	FALSE	minimap_npc.bmp	<$>112333</>	None	<$>112333</>	10	7724	-5	C1_ARM_ANIES	None
7	arm_priest1	arm_cardinal3	180	FALSE	minimap_npc.bmp	None	None	<$>112334</>	1671	6193	5	FLD_ARM_PRIEST1	None
8	arm_priest2	arm_cardinal3	0	FALSE	minimap_npc.bmp	None	None	<$>112335</>	-1791	4452	5	FLD_ARM_PRIEST2	None
9	arm_priest3	arm_cardinal3	0	FALSE	minimap_npc.bmp	<$>112336</>	None	<$>112336</>	-2745	-4426	5	ARM_PURIFICATION	None
10	arm_priest4	arm_cardinal3	185	FALSE	minimap_npc.bmp	<$>112337</>	None	<$>112337</>	2797	-4421	5	ARM_GOODSHOP	None
11	arm_priest5	arm_cardinal3	185	FALSE	minimap_npc.bmp	<$>112338</>	None	<$>112338</>	2530	-656	5	ARM_RICIPESHOP	None
12	C1_ARM_ROMAN	arm_cardinal3	178	FALSE	minimap_npc.bmp	<$>119583</>	None	<$>119583</>	2851	1852	5	C1_ARM_ROMAN	None
13	C1_ARM_JUDITH	arm_judith_white	101	FALSE	minimap_npc.bmp	<$>156010</>	None	<$>156010</>	-8	-14038	150	C1_ARM_JUDITH	None
14	C1_ARM_HILDEGARD	npc_alt_hildegard	184	FALSE	minimap_npc.bmp	<$>215587</>	None	<$>215587</>	1267	7628	-16	C1_ARM_HILDEGARD	None
50	tr_armmain17	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>112339</>	-72	8930	55	TR_MAINQUEST_ARM17	None
51	tr_armmain18	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>112340</>	-2062	-2852	5	TR_MAINQUEST_ARM18	None
52	tr_serious02	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>112341</>	-8	8542	-5	TR_SERIOUSSCOUT_02	None
53	SHOP_PAPA	arm_papa	270	FALSE	minimap_npc.bmp	<$>112342</>	None	<$>112342</>	12	9581	113	ARM_PAPA	None
54	tr_laura48	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>119584</>	-9	-11606	-16	TR_LAURASCOUT_48	None
55	tr_armmain99	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>126608</>	-4542	5559	71	TR_MAINQUEST_ARM99	None
56	tr_armmain102	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>126609</>	-5	-14668	435	TR_MAINQUEST_ARM102	None
57	tr_berthe02	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>126610</>	5	5388	2	TR_BERTHE02	None
58	tr_berthe06	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>126611</>	87	-10103	-16	TR_BERTHE06	None
59	tr_berthe07	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>126612</>	2503	-4404	5	TR_BERTHE07	None
60	tr_berthe08	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>126613</>	-5974	6417	99	TR_BERTHE08	None
61	tr_berthe09	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>126614</>	6114	5026	99	TR_BERTHE09	None
62	tr_berthe10	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>126615</>	25	7601	-16	TR_BERTHE10	None
63	tr_armmain125	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>133637</>	12	8456	-30	TR_MAINQUEST_ARM125	None
64	tr_anies03	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>133638</>	-2498	-8193	5	TR_ANIES01	None
65	tr_anies08	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>133639</>	8	1266	-16	TR_ANIES03	None
66	tr_vanscout04	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>133640</>	-50	6991	-16	TR_ARM_VAN04	None
67	tr_vanscout08	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>133641</>	-19	6463	2	TR_ARM_VAN08	None
68	TR_JUDITH_SCOUT_7	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>156011</>	2568	-8192	5	TR_JUDITH_SCOUT_7	None
100	PRAY_BUFF	Trigger_Black_None	0	FALSE	None	None	None	<$>112331</>	10	7724	-5	NPC_PRAY_BUFF_MANAGER	None
101	PRAY_EFFECT	Trigger_Black_None	0	FALSE	None	None	None	<$>112343</>	10	7724	-5	NPC_PRAY_BUFF_MANAGER_EFFECT	None
200	TR_MAINQUEST_IFARM_01_3	TutorialTrigger_Black_3m	0	FALSE	None	None	None	<$>225461</>	2	-13720	150	TR_MAINQUEST_IFARM01_3	None
