ClassID	ClassName	ItemName
15201	Slyneck_HoneySpider	<$>38743</>
15202	Slyneck_ZebraEater	<$>38747</>
15203	Slyneck_Mandradora	<$>38749</>
15204	Slyneck_Hornet	<$>38751</>
15205	Slyneck_SaberBoar	<$>38753</>
15206	Slyneck_VedanobahKnife	<$>38755</>
15207	Slyneck_FlyingSickle	<$>38757</>
15208	Slyneck_Marcurse	<$>38759</>
15209	Slyneck_LeafingCroc	<$>38761</>
15210	Slyneck_Zealot	<$>38763</>
15211	Slyneck_Heretic	<$>38765</>
15212	Slyneck_Fanatic	<$>38767</>
15213	Slyneck_Frenzy	<$>38769</>
15214	Slyneck_StoneGargoyle	<$>38771</>
15215	Slyneck_Masquerader	<$>38773</>
15216	Slyneck_JaquinComodo	<$>38775</>
15217	Slyneck_CockatriesFlame	<$>38777</>
15218	Slyneck_Graywolf	<$>38779</>
15219	Slyneck_PhobitanMask	<$>38781</>
15220	Slyneck_DandSwampMon	<$>38783</>
15221	Slyneck_RufusFaux	<$>38785</>
15222	Slyneck_LazimLam	<$>38787</>
15223	Slyneck_JumeauPlaqueRouge	<$>38789</>
15224	Slyneck_Nevare	<$>38791</>
15225	Slyneck_VisageRouge	<$>38793</>
15226	Slyneck_GrayBuffalo	<$>38795</>
15227	Slyneck_JacquinBear	<$>38797</>
15228	Slyneck_KingOctopus	<$>38799</>
15229	Slyneck_ArmedTortoise	<$>38801</>
15230	Slyneck_ScarletClaw	<$>38803</>
15231	Slyneck_DreadAnchor	<$>38805</>
15232	Slyneck_MermanChieftain	<$>38807</>
15233	Slyneck_Imanon	<$>38809</>
15234	Slyneck_Dumanon	<$>38811</>
15235	Slyneck_ZaviDiGavi	<$>38813</>
15236	Slyneck_MusescargotA	<$>38815</>
15237	Slyneck_TwinHeaded	<$>38817</>
15238	Slyneck_Jabberwock	<$>38819</>
15239	Slyneck_Ironmaiden	<$>38821</>
15240	Slyneck_GhostlyFather	<$>38823</>
15241	Slyneck_EigleschivarlierAttacker	<$>38825</>
15242	Slyneck_Pasiar	<$>38827</>
15243	Slyneck_Nosiar	<$>38829</>
15244	Slyneck_JaquinWildDog	<$>38831</>
15245	Slyneck_Gehcos	<$>38833</>
15246	Slyneck_Walter	<$>38835</>
15247	Slyneck_Lloyd	<$>38837</>
15248	Slyneck_HollowFootman	<$>38839</>
15249	Slyneck_Sasha	<$>38841</>
15250	Slyneck_DoggyPanzer	<$>38843</>
15251	Slyneck_Cerbera	<$>38845</>
15252	Slyneck_NesthairHuganoid	<$>38847</>
15253	Slyneck_PhobitanChieftain	<$>38849</>
15254	Slyneck_Pollux	<$>38851</>
15255	Slyneck_Castor	<$>38853</>
15256	Slyneck_Wahlanche	<$>38855</>
15257	Slyneck_EscudoPecher	<$>38857</>
15258	Slyneck_Vladimir	<$>38859</>
15259	Slyneck_WeirdKnight	<$>38861</>
15260	Slyneck_Victor	<$>38863</>
15270	Slyneck_GrimRipperScavenger	<$>38865</>
15271	Norneck_Furcomforter	<$>38867</>
16001	Ring_Provoke_1	<$>41381</>
16002	Ring_Reflection_1	<$>86866</>
16003	Ring_HealingAuto_1	<$>41388</>
16004	Ring_Concentrate_1	<$>41391</>
16005	Ring_ManaActivation_1	<$>41394</>
16006	Ring_TornadoVortex_1	<$>41397</>
16007	Ring_DragonKick_1	<$>41400</>
16008	Ring_AtomicCrazyRush_1	<$>41403</>
16009	Ring_DeepStraight_1	<$>41406</>
16010	Ring_Earthtremor_1	<$>41409</>
16011	Ring_PentaTrain_1	<$>41412</>
16012	Ring_Vortexlash_1	<$>41415</>
16013	Ring_SlashDown_1	<$>41418</>
16014	Ring_Guardian_1	<$>41421</>
16015	Ring_PommelBeat_1	<$>41423</>
16016	Ring_StunningSkewer_1	<$>41426</>
16017	Ring_HexenDropper_1	<$>41429</>
16018	Ring_DustDevil_1	<$>41432</>
16019	Ring_GladiatorsBane_1	<$>41435</>
16020	Ring_ViolenceShootingstar_1	<$>41438</>
16021	Ring_Fente_1	<$>41440</>
16022	Ring_SeptEtoile_1	<$>41444</>
16023	Ring_BalestraFente_1	<$>41446</>
16024	Ring_CentEnnuyer_1	<$>41449</>
16025	Ring_Tete_1	<$>41452</>
16026	Ring_Evasion_1	<$>41456</>
16027	Ring_AttaqueComposee_1	<$>41459</>
16028	Ring_EsquiveTouch_1	<$>41462</>
16029	Ring_Eclabousser_1	<$>41465</>
16030	Ring_LArcEnCiel_1	<$>41469</>
16031	Ring_ParadeRiposte_1	<$>41472</>
16032	Ring_CrescentMoon_1	<$>41474</>
16033	Ring_GrindCutter_1	<$>41477</>
16034	Ring_Assassinate_1	<$>41479</>
16035	Ring_CrossPenetration_1	<$>41481</>
16036	Ring_Charge_1	<$>41484</>
16037	Ring_VerticalSlash_1	<$>41487</>
16038	Ring_Skyliner_1	<$>41490</>
16039	Ring_SweetDreamer_1	<$>41492</>
16040	Ring_ArmorCrasher_1	<$>41495</>
16041	Ring_Brandish_1	<$>41497</>
16042	Ring_QuartoTaglio_1	<$>41499</>
16043	Ring_DreadWorm_1	<$>41501</>
16044	Ring_Genocide_1	<$>41504</>
16045	Ring_Fury_1	<$>41506</>
16046	Ring_BlandirCadena_1	<$>41508</>
16047	Ring_GiganteMarcha_1	<$>41511</>
16048	Ring_TierraChoque_1	<$>41513</>
16049	Ring_Arpon_1	<$>41516</>
16050	Ring_PalanxLocura_1	<$>41519</>
16051	Ring_CientoPenetrar_1	<$>41521</>
16052	Ring_RajarenRecta_1	<$>41523</>
16053	Ring_DagaVenenosa_1	<$>41526</>
16054	Ring_BaileSoleares_1	<$>41528</>
16055	Ring_LigeraVentaja_1	<$>41530</>
16056	Ring_IlimitadaSierra_1	<$>41532</>
16057	Ring_AttaqueDevolver_1	<$>41534</>
16058	Ring_VientoIncierta_1	<$>41537</>
16059	Ring_GuerraDeBaile_1	<$>41539</>
16060	Ring_MiembroFantasma_1	<$>41541</>
16061	Ring_PistolShot_1	<$>41543</>
16062	Ring_DeadlyInfinitum_1	<$>41546</>
