ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	DOTTED_LINE	DOTTED_LINE	178	FALSE	None	None	None	6952	14371	0	DOOR2	None
2	DOTTED_LINE1	DOTTED_LINE	179	FALSE	None	None	None	6954	13952	0	DOOR2	None
3	DOTTED_LINE2	DOTTED_LINE	267	FALSE	None	None	None	19877	19647	0	DOOR2	None
4	DOTTED_LINE3	DOTTED_LINE	268	FALSE	None	None	None	20229	19631	0	DOOR2	None
5	DOTTED_LINE4	DOTTED_LINE	358	FALSE	None	None	None	14422	33954	0	DOOR2	None
6	DOTTED_LINE5	DOTTED_LINE	0	FALSE	None	None	None	14423	34363	0	DOOR2	None
7	DOTTED_LINE6	DOTTED_LINE	359	FALSE	None	None	None	-4419	34163	0	DOOR2	None
8	DOTTED_LINE7	DOTTED_LINE	177	FALSE	None	None	None	-11516	34176	0	DOOR2	None
9	DOTTED_LINE8	DOTTED_LINE	182	FALSE	None	None	None	-31462	34363	0	DOOR2	None
10	DOTTED_LINE9	DOTTED_LINE	181	FALSE	None	None	None	-31463	33973	0	DOOR2	None
11	DOTTED_LINE10	DOTTED_LINE	273	FALSE	None	None	None	-37133	20326	0	DOOR2	None
12	DOTTED_LINE11	DOTTED_LINE	268	FALSE	None	None	None	-36798	20326	0	DOOR2	None
13	DOTTED_LINE12	DOTTED_LINE	2	FALSE	None	None	None	-21055	18022	0	DOOR2	None
14	DOTTED_LINE13	DOTTED_LINE	1	FALSE	None	None	None	-21057	18358	0	DOOR2	None
15	DOTTED_LINE14	DOTTED_LINE	270	FALSE	None	None	None	-16132	8128	0	DOOR2	None
16	DOTTED_LINE15	DOTTED_LINE	270	FALSE	None	None	None	-15823	8120	0	DOOR2	None
17	DOTTED_LINE16	DOTTED_LINE	270	FALSE	None	None	None	4279	6228	0	DOOR2	None
18	DOTTED_LINE17	DOTTED_LINE	270	FALSE	None	None	None	3898	6223	0	DOOR2	None
19	DOTTED_LINE18	DOTTED_LINE	180	FALSE	None	None	None	3706	6402	0	DOOR2	None
