ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	TR_MISSION_TAYLOR24	COIM_MER	277	FALSE	None	None	None	-7508	-4963	-450	TR_MISSION_TAYLOR	None
2	TR_MISSION_TAYLOR23	COM_GIRLa1	128	FALSE	None	None	None	-5922	-7380	-493	TR_MISSION_TAYLOR	None
3	TR_MISSION_TAYLOR22	COM_GIRLa2	264	FALSE	None	None	None	-6237	-5300	-485	TR_MISSION_TAYLOR	None
4	TR_MISSION_TAYLOR21	COM_BOYa1	271	FALSE	None	None	None	-6465	-5268	-481	TR_MISSION_TAYLOR	None
5	TR_MISSION_TAYLOR20	COM_BOYa2	131	FALSE	None	None	None	-6077	-7510	-490	TR_MISSION_TAYLOR	None
6	TR_MISSION_TAYLOR19	COM_OLDMANa	111	FALSE	None	None	None	-6257	-7654	-485	TR_MISSION_TAYLOR	None
7	TR_MISSION_TAYLOR18	COM_JOHNNY	264	FALSE	None	None	None	-6693	-5051	-482	TR_MISSION_TAYLOR	None
8	TR_MISSION_TAYLOR17	COM_SELDEN	121	FALSE	None	None	None	-6363	-7804	-466	TR_MISSION_TAYLOR	None
9	TR_MISSION_TAYLOR16	COM_JACK	252	FALSE	None	None	None	-7168	-4989	-472	TR_MISSION_TAYLOR	None
10	TR_MISSION_TAYLOR15	COM_YEGANEH	262	FALSE	None	None	None	-6916	-4987	-474	TR_MISSION_TAYLOR	None
11	TR_MISSION_TAYLOR14	REB_AUCTION	121	FALSE	None	None	None	-6553	-7938	-472	TR_MISSION_TAYLOR	None
12	TR_MISSION_TAYLOR12	REB_COOK	119	FALSE	None	None	None	-6904	-7995	-462	TR_MISSION_TAYLOR	None
13	TR_MISSION_TAYLOR10	REB_HOUSE	160	FALSE	None	None	None	-5846	-7078	-492	TR_MISSION_TAYLOR	None
14	TR_MISSION_TAYLOR09	COM_GIRLa2_1	82	FALSE	None	None	None	-7183	-8047	-462	TR_MISSION_TAYLOR	None
15	TR_MISSION_TAYLOR08	REB_PEOP4	68	FALSE	None	None	None	-7457	-8040	-455	TR_MISSION_TAYLOR	None
16	TR_MISSION_TAYLOR07	REB_SMITH	303	FALSE	None	None	None	-7880	-5023	-448	TR_MISSION_TAYLOR	None
17	TR_MISSION_TAYLOR06	REB_SERM	78	FALSE	None	None	None	-7758	-7970	-441	TR_MISSION_TAYLOR	None
18	TR_MISSION_TAYLOR05	REB_WEP	314	FALSE	None	None	None	-8029	-5359	-462	TR_MISSION_TAYLOR	None
19	TR_MISSION_TAYLOR04	REB_BANK	48	FALSE	None	None	None	-8207	-7078	-462	TR_MISSION_TAYLOR	None
20	TR_MISSION_TAYLOR03	COIM_WOMAN3	27	FALSE	None	None	None	-8204	-7632	-451	TR_MISSION_TAYLOR	None
21	TR_MISSION_TAYLOR02	REB_MANa	321	FALSE	None	None	None	-8090	-5722	-463	TR_MISSION_TAYLOR	None
22	TR_MISSION_TAYLOR01	COIM_GIRLb1	18	FALSE	None	None	None	-8264	-7333	-450	TR_MISSION_TAYLOR	None
