ADDDam_BM	ADDMHP_BM	ALv_BM	AR_BM	ASPD	ASPD_BM	ATK_BM	Action	Arm	AtkLayer	AtkLayer_BM	AtkMedium	AtkMetal	AtkSoft	AtkType	BLK_BM	BLOCK	BlkType	Buff	BuffATK	BuffATKKFrq	BuffATKLv	BuffFreq	BuffMidOffset	BuffTopOffset	CON	MON_ALv	MON_AR	MON_ASPD	MON_AtkLayer	MON_BLK	MON_CRT	MON_DAM	MON_DEF	MON_DLv	MON_DR	MON_DefIP	MON_DefLayer	MON_FireIP	MON_HR	MON_IMP	MON_IceIP	MON_KDRank	MON_LgtIP	MON_MHP	MON_MKP	MON_MSPD	MON_PR	MON_PsyIP	MON_RFIRE	MON_RICE	MON_RLGHT	MON_RPSY	MON_RSTAT	MON_Reflection	MonDam	PCDam	CRTATK	CRTDEF	CRT_BM	ClassID	ClassName	ClassType	Count	DBSave	DEFHYB_BM	DEFMAG_BM	DEFMEL_BM	DEFPER_BM	DEFSHO_BM	DEF_BM	DLv_BM	DOT_BM	DR_BM	DamageInfoType	DamageOffset	DefIP_BM	DefLayer	DefLayer_BM	DefType	Drop1ID	Drop1Name	Drop1Per	Drop1Quant	Drop2ID	Drop2Name	Drop2Per	Drop2Quant	Drop3ID	Drop3Name	Drop3Per	Drop3Quant	Drop4ID	Drop4Name	Drop4Per	Drop4Quant	Drop5ID	Drop5Name	Drop5Per	Drop5Quant	Drop6ID	Drop6Name	Drop6Per	Drop6Quant	DropAccFreq	DropCrystalCount	DropCrystalFreq	DropEliteEqpFreq	DropEtcFreq	DropInstFreq	DropNormEqpFreq	DropOldEqpFreq	DropRecipeFreq	EXP	ElemType	EngName	FamilyName	FireIP_BM	Grade	HITDam_BM	HP	HR_BM	HeightOffset1	HeightOffset2	HideInfo	HitOffset	HitProof	Hittable	IMP_BM	IceIP_BM	IsRaidMonster	IsTypeBoss	KDRank	KDownPower	KDownVAngle	KP	KbProof	LODDist	LgtIP_BM	LifeTime	Lv	MAGDam_BM	MELDam_BM	MHPFix	MHP_BM	MKP_BM	MSPD	MSPDFix	MSPD_BM	MSP_BM	MagicDefiance	MartialDefiance	MaterialSet	MaxR	MeleeDefiance	MinR	MinionCondition	MinionCount	MinionID	MinionID2	MinionID3	MinionID4	MinionID5	MobRank	MonBuffATKKFrq	MonClassKey	MonDam_BM	MonValue1	MonValue2	MonValue3	MonValue4	MonValue5	MonValue6	Name	PCDam_BM	PR_BM	PsyIP_BM	RFIRE	RFIRE_BM	RHP	RHP_BM	RICE	RICE_BM	RLGHT	RLGHT_BM	RPSY	RPSY_BM	RSPD	RSP_BM	RSTAT	RSTAT_BM	RaceType	Ratio	Reflection	Reflection_BM	Res	Rotate	SHTDam_BM	SPDBM	STR	Scale	SelectFilter	ShadowScale	Shape	ShootDefiance	ShowName	Size	SizeType	SkillArg1	SkillArg2	SkillArg3	SkillArg4	SkillCondition1	SkillCondition2	SkillCondition3	SkillCondition4	SkillFreq1	SkillFreq2	SkillFreq3	SkillFreq4	SkillID1	SkillID2	SkillID3	SkillID4	SplDam	SplLimit	SplRange	SplType	StartID	State_BM	Tactics	TotAbl	ViewInvi	Visible	WSPD	Wpn	WpnType
0	0	0	0	4000	0	0	0	24	1	0	0	0	0	Splash	0	0	None	None	none	0	0	0	163	260	93.5	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80000	Mission_JacquinScavenger	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	196	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Grizzly Scavenger	None	0	2	0	0	0	0	250	0	163	NO	YES	0	0	FALSE	FALSE	100	112	45	0	NO	1400	0	0	105	0	0	0	0	0	505	0	0	0	100	100	None	80	100	2	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>50252</>	0	0	0	52	0	0	0	52	0	52	0	31	0	388	0	30	0	Creature	1	0	0	9	YES	0	0	14	1	MonAndPC	1	Mission_JacquinScavenger	100	YES	M	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	3	75	Circle	0	0	MON_SCAVENGER	132.5	FALSE	YES	388	60	CTYPE
0	0	0	0	2593	0	0	0	12	2	0	0	0	0	Single	0	0	None	None	none	0	0	0	375	435	43.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80001	Mission_GrimRipperScavenger	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	450	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Grim-ripper Scavenger	None	0	1	0	0	0	0	250	0	375	NO	YES	0	0	FALSE	FALSE	100	112	45	0	NO	2100	0	0	100	0	0	0	0	0	204	0	0	0	100	100	None	188	100	0	None	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	<$>48849</>	0	0	0	30	0	0	0	30	0	30	0	30	0	415	0	100	0	Undead	1	0	0	8	YES	0	86	14.8	1.5	PC	1	Mission_GrimRipperScavenger	100	YES	S	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	3	75	Circle	0	0	MON_SCAVENGER	79.1	FALSE	YES	186	61	CTYPE
0	0	0	0	3457	0	0	0	12	2	0	0	0	0	Splash	0	0	None	None	none	0	0	0	555	660	35.8	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80002	Mission_GrimRipperBlack	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	666	0	2	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Grim-ripper	None	0	1	0	0	0	-300	0	0	555	NO	YES	0	0	FALSE	FALSE	100	112	45	0	NO	2100	0	900000	100	0	0	0	0	0	204	0	0	0	100	100	None	188	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49066</>	0	0	0	30	0	0	0	30	0	30	0	30	0	415	0	100	0	Undead	1	0	0	8	YES	0	86	7.4	1.5	PC	1	Mission_GrimRipperBlack	100	YES	S	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	4	300	Circle	0	0	MON_AGGRESSIVE	63.2	FALSE	YES	186	61	CTYPE
0	0	0	0	3457	0	0	0	12	2	0	0	0	0	Splash	0	0	None	None	none	0	0	0	555	660	35.8	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80003	Mission_GrimRipperWhite	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	666	0	2	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Grim-ripper	None	0	1	0	0	0	-300	0	0	555	NO	YES	0	0	FALSE	FALSE	100	112	45	0	NO	2100	0	0	100	0	0	0	0	0	204	0	0	0	100	100	None	188	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>49066</>	0	0	0	30	0	0	0	30	0	30	0	30	0	415	0	100	0	Undead	1	0	0	8	YES	0	86	7.4	1.5	PC	1	Mission_GrimRipperWhite	100	YES	S	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	4	300	Circle	0	0	MON_AGGRESSIVE	63.2	FALSE	YES	186	61	CTYPE
0	0	0	0	1233	0	0	0	30	2	0	0	0	0	Splash	0	0	None	CriticalWound	none	0	0	5	163	260	400	SCR_Get_MON_ALv	SCR_Get_MON_SAR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_SDR	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_DefLayer	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_HR	SCR_Get_EXTURRET_IMP	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_KDRank	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80004	Monster_SesilWolf	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	196	20	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Gray	None	0	1	0	0	0	0	250	0	163	YES	YES	10	0	FALSE	FALSE	5	112	45	0	YES	1400	0	600000	135	0	0	0	0	0	81	0	0	0	100	100	None	100	100	1	None	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	<$>118718</>	0	0	0	65	0	0	0	75	0	70	0	90	0	930	0	99	0	Creature	1	0	0	8	YES	0	733	45	1	MonAndPC	1	Monster_SesilWolf	100	YES	M	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0.7	2	100	Circle	0	0	MON_SESILWOLF	600	TRUE	YES	62	40	ATYPE
0	0	0	3	1666	0	0	0	16	2	0	0	0	0	Ground	0	0	None	None	none	0	0	0	95	140	300	SCR_Get_MON_ALv	SCR_Get_MON_SAR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_SDR	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_DefLayer	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_HR	SCR_Get_EXTURRET_IMP	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_KDRank	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80005	Monster_Ballista	SHOOT	0	100	0	0	0	0	0	0	0	0	0	None	114	20	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Ballista	None	0	1	0	0	0	0	250	0	95	YES	NO	20	0	FALSE	FALSE	10	112	45	0	YES	1400	0	240000	108	0	0	0	0	0	0	0	0	0	100	100	None	2000	100	0	None	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	<$>118719</>	0	0	0	50	0	0	0	50	0	50	0	50	0	0	0	50	0	Structure	1	0	0	5	YES	0	0	30	1	MonAndPC	1	Monster_Ballista	100	YES	M	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_SESILBALLISTA	348	TRUE	YES	0	30	ATYPE
0	0	0	0	1666	0	0	0	16	1	0	0	0	0	Ground	0	0	None	None	none	0	0	0	95	140	300	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80007	Monster_Ballista_Stand	SHOOT	0	100	0	0	0	0	0	0	0	0	0	None	114	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Ballista Stand	None	0	1	0	0	0	0	250	0	95	YES	NO	0	0	FALSE	FALSE	10	112	45	0	YES	1400	0	30000	108	0	0	0	0	0	0	0	0	0	100	100	None	2000	100	0	None	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	<$>118720</>	0	0	0	50	0	0	0	50	0	50	0	50	0	0	0	50	0	Structure	1	0	0	5	YES	0	0	30	1	MonAndPC	1	Monster_Ballista_Stand	100	YES	M	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_MISSION_84	348	TRUE	YES	0	30	ATYPE
0	0	0	0	1666	0	0	0	16	1	0	0	0	0	Ground	0	0	None	None	none	0	0	0	95	140	300	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80008	Summon_easel01	SHOOT	0	100	0	0	0	0	0	0	0	0	0	None	114	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Easel	None	0	1	0	0	0	0	250	1	95	YES	NO	0	0	FALSE	FALSE	10	112	45	0	YES	1400	0	0	100	0	0	0	0	0	0	0	0	0	100	100	None	2000	100	0	None	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	<$>128320</>	0	0	0	50	0	0	0	50	0	50	0	50	0	0	0	50	0	Structure	1	0	0	5	YES	0	0	30	1	MonAndPC	1	Summon_easel01	100	YES	M	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_MISSION_84	348	TRUE	YES	0	30	ATYPE
0	0	0	0	1666	0	0	0	16	1	0	0	0	0	Ground	0	0	None	None	none	0	0	0	95	140	300	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80009	Summon_easel02	SHOOT	0	100	0	0	0	0	0	0	0	0	0	None	114	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Easel	None	0	1	0	0	0	0	250	1	95	YES	NO	0	0	FALSE	FALSE	10	112	45	0	YES	1400	0	0	100	0	0	0	0	0	0	0	0	0	100	100	None	2000	100	0	None	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	<$>128321</>	0	0	0	50	0	0	0	50	0	50	0	50	0	0	0	50	0	Structure	1	0	0	5	YES	0	0	30	1	MonAndPC	1	Summon_easel02	100	YES	M	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_MISSION_84	348	TRUE	YES	0	30	ATYPE
0	0	0	0	1666	0	0	0	16	1	0	0	0	0	Ground	0	0	None	None	none	0	0	0	95	140	300	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	80010	Summon_easel03	SHOOT	0	100	0	0	0	0	0	0	0	0	0	None	114	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Easel	None	0	1	0	0	0	0	250	1	95	YES	NO	0	0	FALSE	FALSE	10	112	45	0	YES	1400	0	0	100	0	0	0	0	0	0	0	0	0	100	100	None	2000	100	0	None	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	<$>128322</>	0	0	0	50	0	0	0	50	0	50	0	50	0	0	0	50	0	Structure	1	0	0	5	YES	0	0	30	1	MonAndPC	1	Summon_easel03	100	YES	M	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_MISSION_84	348	TRUE	YES	0	30	ATYPE
