AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DEF_Opt	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IMP_Opt	IceATK	IceIP	ImgName	IncAGI	IncAGI_Opt	IncCHA	IncCHA_Opt	IncCON	IncCON_Opt	IncDEX	IncDEX_Opt	IncINT	IncINT_Opt	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	IncSTR_Opt	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PCAtk	PCDef	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	12	0	0	None	hit_fist1.ogg	0	None	None	0	None	0	Armor	<$>31452</>	Armor_None	<$>13438</>	45000	NoBelt	None	NO	0	0	FALSE	1	0	RH	0	<$>13438</>	0	10	0	0	None	None	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	NoBelt	SH	None	None	0	0	FALSE	None	0	0	0	Belt	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	<$>13438</>	SYS_item_column_red	0	<$>13438</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	45000	1.6	None	0	0	0	None	None	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt1	<$>168473</>	45001	Belt	Belt	NO	2	0	FALSE	1	0	BELT	0	<$>140778</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Belt	BELT	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_belt	0	0	0	Belt	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>27301</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	40012	5	5	0	0	0	0	0	0	BELT	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32310</>	1	45001	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt2	<$>176894</>	45002	LeatherBelt	LBelt	NO	3	0	FALSE	1	0	BELT	0	<$>140779</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Leather belt	BELT	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_leatherbelt	0	0	0	Belt	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32312</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	40012	5	5	0	0	0	0	0	0	BELT	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32314</>	1	45002	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt3	<$>176895</>	45003	MetalBelt	MBelt	NO	5	0	FALSE	1	0	BELT	0	<$>140780</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Metal belt	BELT	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_metalbelt	0	0	0	Belt	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32316</>	None	0	1000	0	0	No	0	0	0	0	0.95	0	None	0	0	0	1	0	40012	5	5	0	0	0	0	0	0	BELT	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	45003	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt2	<$>176894</>	45004	DrangonBelt	LBelt	NO	5	0	FALSE	1	0	BELT	0	<$>140781</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Jormongand belt	BELT	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_leatherbelt	0	0	0	Belt	0	0	0	5	0	0	0	None	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32319</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BELT4	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32314</>	1	45004	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt1	<$>168473</>	45005	CrudelyBelt	Belt	NO	0	0	FALSE	1	0	BELT	0	<$>140782</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Crudely Belt	BELT	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_belt	0	0	0	Belt	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32321</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	42010	3	3	0	0	0	0	0	0	BELT	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32310</>	1	45005	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt2	<$>176894</>	45006	CrudelyLeatherBelt	LBelt	NO	0	0	FALSE	1	0	BELT	0	<$>140783</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Crudely Leather belt	BELT	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_leatherbelt	0	0	0	Belt	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32323</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	42010	5	5	0	0	0	0	0	0	BELT	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32314</>	1	45006	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt1	<$>168473</>	45007	Belt_VeteranSoft	Belt	NO	3	0	FALSE	1	0	BELT	0	<$>140784</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	96	Qualified Belt	BELT	drop_clothe.ogg	None	2147483647	0	FALSE	it_m_belt	0	0	0	Belt	0	0	0	6	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32325</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BELT1	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32310</>	1	45007	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	96	TRUE	24	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt2	<$>176894</>	45008	Belt_VeteranLeather	LBelt	NO	4	0	FALSE	1	0	BELT	0	<$>140785</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	96	Qualified Leather Belt	BELT	drop_leather.ogg	None	2147483647	0	FALSE	it_m_leatherbelt	0	0	0	Belt	0	0	0	6	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32327</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BELT1	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32314</>	1	45008	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	96	TRUE	24	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt3	<$>176895</>	45009	Belt_VeteranMetal	MBelt	NO	5	0	FALSE	1	0	BELT	0	<$>140786</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	96	Qualified Metal Belt	BELT	drop_metalarmor2.ogg	None	2147483647	0	FALSE	it_m_metalbelt	0	0	0	Belt	0	0	0	6	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32329</>	None	0	1000	0	0	No	0	0	0	0	0.95	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BELT1	0	0	0	NO	1	None	9000000	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	45009	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	96	TRUE	24	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt1	<$>168473</>	45010	Belt_ExpertSoft	Belt	NO	4	0	FALSE	1	0	BELT	0	<$>140787</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Artisan's Belt	BELT	drop_clothe.ogg	None	2147483647	0	FALSE	it_m_belt	0	0	0	Belt	0	0	0	8	0	0	0	it_m_expertbelt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32331</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BELT2	0	0	0	NO	1	None	9000000	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	45010	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Belt2	<$>176894</>	45011	Belt_ExpertLeather	LBelt	NO	5	0	FALSE	1	0	BELT	0	<$>140788</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Artisan's Leather Belt	BELT	drop_leather.ogg	None	2147483647	0	FALSE	it_m_leatherbelt	0	0	0	Belt	0	0	0	8	0	0	0	it_m_expertleatherbelt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>168473</>	SYS_item_column_red	0	<$>32334</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BELT2	0	0	0	NO	1	None	9000000	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32336</>	1	45011	1.6	None	165000	0	0	None	<$>168475</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
