ADDDam_BM	ADDMHP_BM	ALv_BM	AR_BM	ASPD	ASPD_BM	ATK_BM	Action	Arm	AtkLayer	AtkLayer_BM	AtkMedium	AtkMetal	AtkSoft	AtkType	BLK_BM	BLOCK	BlkType	Buff	BuffATK	BuffATKKFrq	BuffATKLv	BuffFreq	BuffMidOffset	BuffTopOffset	CON	MON_ALv	MON_AR	MON_ASPD	MON_AtkLayer	MON_BLK	MON_CRT	MON_DAM	MON_DEF	MON_DLv	MON_DR	MON_DefIP	MON_DefLayer	MON_FireIP	MON_HR	MON_IMP	MON_IceIP	MON_KDRank	MON_LgtIP	MON_MHP	MON_MKP	MON_MSPD	MON_PR	MON_PsyIP	MON_RFIRE	MON_RICE	MON_RLGHT	MON_RPSY	MON_RSTAT	MON_Reflection	MonDam	PCDam	CRTATK	CRTDEF	CRT_BM	ClassID	ClassName	ClassType	Count	DBSave	DEFHYB_BM	DEFMAG_BM	DEFMEL_BM	DEFPER_BM	DEFSHO_BM	DEF_BM	DLv_BM	DOT_BM	DR_BM	DamageInfoType	DamageOffset	DefIP_BM	DefLayer	DefLayer_BM	DefType	Drop1ID	Drop1Name	Drop1Per	Drop1Quant	Drop2ID	Drop2Name	Drop2Per	Drop2Quant	Drop3ID	Drop3Name	Drop3Per	Drop3Quant	Drop4ID	Drop4Name	Drop4Per	Drop4Quant	Drop5ID	Drop5Name	Drop5Per	Drop5Quant	Drop6ID	Drop6Name	Drop6Per	Drop6Quant	DropAccFreq	DropCrystalCount	DropCrystalFreq	DropEliteEqpFreq	DropEtcFreq	DropInstFreq	DropNormEqpFreq	DropOldEqpFreq	DropRecipeFreq	EXP	ElemType	EngName	FamilyName	FireIP_BM	Grade	HITDam_BM	HP	HR_BM	HeightOffset1	HeightOffset2	HideInfo	HitOffset	HitProof	Hittable	IMP_BM	IceIP_BM	IsAllAttackerQuestMonster	IsRaidMonster	IsTypeBoss	KDRank	KDownPower	KDownVAngle	KP	KbProof	LODDist	LgtIP_BM	LifeTime	Lv	MAGDam_BM	MELDam_BM	MHPFix	MHP_BM	MKP_BM	MSPD	MSPDFix	MSPD_BM	MSP_BM	MagicDefiance	MartialDefiance	MaterialSet	MaxR	MeleeDefiance	MinR	MinionCondition	MinionCount	MinionID	MinionID2	MinionID3	MinionID4	MinionID5	MobRank	MonBuffATKKFrq	MonClassKey	MonDam_BM	MonValue1	MonValue2	MonValue3	MonValue4	MonValue5	MonValue6	Name	PCDam_BM	PR_BM	PsyIP_BM	RFIRE	RFIRE_BM	RHP	RHP_BM	RICE	RICE_BM	RLGHT	RLGHT_BM	RPSY	RPSY_BM	RSPD	RSP_BM	RSTAT	RSTAT_BM	RaceType	Ratio	Reflection	Reflection_BM	Res	Rotate	SHTDam_BM	SPDBM	STR	Scale	SelectFilter	ShadowScale	Shape	ShootDefiance	ShowName	Size	SizeType	SkillArg1	SkillArg2	SkillArg3	SkillArg4	SkillCondition1	SkillCondition2	SkillCondition3	SkillCondition4	SkillFreq1	SkillFreq2	SkillFreq3	SkillFreq4	SkillID1	SkillID2	SkillID3	SkillID4	SplDam	SplLimit	SplRange	SplType	StartID	State_BM	Tactics	TotAbl	ViewInvi	Visible	WSPD	Wpn	WpnType
0	0	0	0	2667	0	0	0	16	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	109	176	37	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10	GM_GameQueen	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	131	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	8013	1	59	813	8	35	42	325	0	4.403	NEUTRAL	Gamemaster Queen	None	0	1	0	0	0	0	250	0	109	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	1260	0	0	1	0	0	0	0	0	456	0	0	0	100	100	None	135	100	45	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>26131</>	0	0	0	6	0	0	0	6	0	6	0	6	0	415	0	6	0	None	1	0	0	5	YES	0	0	4.1	1	PC	1	GM_GameQueen	100	YES	M	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_STANDING	57.1	FALSE	YES	415	40	ATYPE
0	0	0	0	2000	0	0	0	13	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	128	320	39	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10000	Mission_HoneySpider	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	154	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	16026	1	336	10438	16	48	63	4175	0	4.633	NEUTRAL	Honey Spider	None	0	1	0	0	0	0	250	0	128	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	3000	0	0	1	0	0	0	0	0	155	0	0	0	100	100	None	144	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48547</>	0	0	0	15	0	0	0	15	0	15	0	15	0	259	0	15	0	Creature	1	0	0	5	YES	0	58	3.8	0.8	PC	1	Mission_HoneySpider	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_PASSIVE	55.8	TRUE	YES	141	30	ATYPE
0	0	0	0	2000	0	0	0	13	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	128	320	41.4	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10001	Monster_HoneySpider	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	154	0	1	0	SOFT	20401	Spinel_HoneySpider	5000	1	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	8013	1	59	813	8	32	42	325	0	4.947	NEUTRAL	Honey Spider	DP_HoneySpider	0	2	0	0	0	0	250	0	128	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	3000	0	0	1	0	0	0	0	0	155	0	0	0	100	100	None	144	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48548</>	0	0	0	15	0	0	0	15	0	15	0	15	0	259	0	15	0	Creature	1	0	0	5	YES	0	58	3.8	0.8	PC	1	Monster_HoneySpider	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_PASSIVE	58.2	TRUE	YES	141	30	ATYPE
0	0	0	0	2000	0	0	0	15	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	160	400	53.4	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10002	Monster_HoneySpider_Elite	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	192	0	1	0	SOFT	20401	Spinel_HoneySpider	2500	1	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	4007	1	23	271	3	6	30	108	0	15.452	NEUTRAL	Honey Spider Elite	DP_HoneySpider	0	2	0	0	0	0	250	0	160	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	3000	0	0	1	0	0	0	0	0	194	0	0	0	100	100	None	180	100	0	TS_BATTLE	2	10001	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48549</>	0	0	0	35	0	0	0	35	0	35	0	35	0	323	0	45	0	Creature	1	0	0	7	YES	0	58	4.7	1	PC	1	Monster_HoneySpider_Elite	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_ELITE	73.1	TRUE	YES	176	30	ATYPE
0	0	0	0	2000	0	0	0	13	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	96	240	23.4	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10009	Monster_HoneySpider_Amber	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	115	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	2.413	NEUTRAL	Honey Spider	None	0	1	0	0	0	0	250	0	96	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	3000	0	900000	1	0	0	0	0	0	116	0	0	0	100	100	None	108	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48548</>	0	0	0	15	0	0	0	15	0	15	0	15	0	194	0	15	0	Creature	1	0	0	5	YES	0	58	2.4	0.6	MonAndPC	1	Monster_HoneySpider_Amber	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_AMBERMONSTER	38.8	TRUE	YES	106	30	ATYPE
0	0	0	0	3733	0	0	0	13	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	120	140	39	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10010	Mission_LittleHorn	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	144	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	9616	1	336	10438	9	39	46	4175	0	4.633	NEUTRAL	Little Horn	None	0	1	0	0	0	0	250	0	120	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	1120	0	0	1	0	0	0	0	0	138	0	0	0	100	100	None	20	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48550</>	0	0	0	15	0	0	0	15	0	15	0	15	0	234	0	15	0	Creature	1	0	0	5	YES	0	60	3.8	0.8	PC	1	Mission_LittleHorn	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_PASSIVERUN	55.8	FALSE	YES	125	56	ATYPE
0	0	0	0	3733	0	0	0	13	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	120	140	41.4	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10011	Monster_LittleHorn	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	144	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	4808	1	59	813	5	26	33	325	0	4.947	NEUTRAL	Little Horn	DP_LittelHorn	0	1	0	0	0	0	250	0	120	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	1120	0	0	1	0	0	0	0	0	138	0	0	0	100	100	None	20	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48551</>	0	0	0	15	0	0	0	15	0	15	0	15	0	234	0	15	0	Creature	1	0	0	5	YES	0	60	3.8	0.8	PC	1	Monster_LittleHorn	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_PASSIVERUN	58.2	FALSE	YES	125	56	ATYPE
0	0	0	0	3733	0	0	0	15	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	150	175	53.4	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10012	Monster_LittleHorn_Elite	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	180	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	2404	1	23	271	2	5	26	108	0	15.452	NEUTRAL	Little Horn Elite	DP_LittelHorn	0	2	0	0	0	0	250	0	150	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	1400	0	0	1	0	0	0	0	0	172	0	0	0	100	100	None	25	100	0	TS_BATTLE	2	10011	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48552</>	0	0	0	35	0	0	0	35	0	35	0	35	0	294	0	45	0	Creature	1	0	0	7	YES	0	61	4.7	1	PC	1	Monster_LittleHorn_Elite	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_ELITE	73.1	FALSE	YES	156	56	ATYPE
0	0	0	0	3733	0	0	0	13	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	90	105	23.4	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10019	Monster_LittleHorn_Amber	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	108	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	2.413	NEUTRAL	Little Horn	None	0	1	0	0	0	0	250	0	90	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	840	0	900000	1	0	0	0	0	0	103	0	0	0	100	100	None	15	100	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48551</>	0	0	0	15	0	0	0	15	0	15	0	15	0	176	0	15	0	Creature	1	0	0	5	YES	0	61	2.4	0.6	MonAndPC	1	Monster_LittleHorn_Amber	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_AMBERMONSTER	38.8	FALSE	YES	94	56	ATYPE
0	0	0	0	2267	0	0	0	13	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	78	120	38	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10020	Mission_LittleCroc	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	94	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	9673	1	366	13250	9	38	46	5300	0	4.902	NEUTRAL	Little croc	None	0	1	0	0	0	0	250	0	78	NO	YES	0	0	None	FALSE	FALSE	10	112	45	0	NO	1680	0	0	4	0	0	0	0	0	369	0	0	0	100	100	None	90	100	1	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	<$>48553</>	0	0	0	16	0	0	0	16	0	16	0	15	0	336	0	15	0	Creature	1	0	0	5	YES	0	0	3.9	1.2	PC	1	Mission_LittleCroc	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVERUN	54.9	FALSE	YES	336	34	ATYPE
