ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	TUTO_COIM_AIDE	COIM_SOLM2	46	FALSE	None	<$>64652</>	<$>64652</>	4962	14650	-1090	TUTO_COIM_AIDE	None
2	C1_COIM_CARLOS	COIM_FISHb	222	FALSE	None	<$>51813</>	<$>51813</>	3329	17305	-1089	TUTO_CARLOS	None
3	COIM_BOARD	ETC_Board	225	FALSE	None	<$>63823</>	<$>63823</>	3893	16685	-1089	COIM_BOARD	None
4	C1_COIM_NUNEZ	COM_NUNEZ	46	FALSE	None	<$>51616</>	<$>51616</>	2095	14562	-1028	TUTO_NUNEZ	None
5	C1_COIM_ALEJANDRO	COIM_FISHa	210	FALSE	None	<$>11090</>	<$>11090</>	3486	17079	-1089	TUTO_ALEJANDRO	None
6	ESP_T01_OFFICER	TUTO_WARP_01	329	FALSE	None	<$>64415</>	<$>64415</>	3900	15256	-1127	ESP_T01_OFFICER	None
7	horse_coim	npc_leo_wagon	210	FALSE	None	None	None	2995	17664	-1089	NONE	None
8	SHOP_MARKET	REB_AUCTION	349	FALSE	None	<$>64453</>	<$>64453</>	3986	15472	-1127	TUTO_MARKET	None
9	TR_TUTO_COIM4	TutorialTrigger_Gray_3m	17	FALSE	None	None	None	5282	15277	-1089	TR_TUTO_COIM	None
10	TR_TUTO_COIM3	TutorialTrigger_Gray_3m	322	FALSE	None	None	None	5259	14911	-1089	TR_TUTO_COIM	None
11	TR_TUTO_COIM2	TutorialTrigger_Gray_3m	231	FALSE	None	None	None	4774	15002	-1110	TR_TUTO_COIM	None
12	TR_TUTO_COIM1	TutorialTrigger_Gray_3m	356	FALSE	None	None	None	4959	15468	-1090	TR_TUTO_COIM	None
13	missionbuff	COIM_SOLM2	130	FALSE	None	<$>64653</>	<$>64653</>	4261	14215	-1090	TUTO_REB_SOL	None
14	TUTO_SHOP	COIM_SOLM2	51	FALSE	None	<$>64654</>	<$>64654</>	3248	14195	-1090	TUTO_SHOP	None
15	TUTO_HELP	COIM_SOLM2	51	FALSE	None	<$>64417</>	<$>64417</>	2384	14903	-1089	TUTO_HELP	None
16	Arrow5	TutorialArrow_01	256	FALSE	None	None	None	5095	15159	-1090	NONE	None
17	Arrow4	TutorialArrow_01	140	FALSE	None	None	None	2961	14593	-1082	NONE	None
18	Arrow3	TutorialArrow_01	181	FALSE	None	None	None	3773	14253	-1096	NONE	None
19	Arrow2	TutorialArrow_01	209	FALSE	None	None	None	4582	14491	-1082	NONE	None
20	Arrow1	TutorialArrow_01	229	FALSE	None	None	None	2270	14792	-1088	NONE	None
