AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EnchantType	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	InfoView	IsConfirmUseItem	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Tools	<$>163984</>	21001	MegaPhone	Etc	NO	0	FALSE	1	0	None	0	<$>34916</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Mega phone	None	None	None	2147483647	0	FALSE	it_e_megaphone	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34915</>	SYS_item_column_blue	0	<$>34914</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	450	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34917</>	1	21001	1	None	138	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	19	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Tools	<$>163984</>	21002	MicroPhone	Etc	NO	0	FALSE	1	0	None	0	<$>34919</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Microphone	None	None	None	2147483647	0	FALSE	it_e_megaphone	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>34915</>	SYS_item_column_blue	0	<$>34918</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	1800	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34920</>	1	21002	1	None	550	0	None	<$>34921</>	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	20	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Ore	<$>34922</>	21003	Afrinium	Etc	NO	0	FALSE	1	0	None	0	<$>34923</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Afrinum	None	None	None	2147483647	0	FALSE	it_e_aidanium	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>34922</>	SYS_item_column_blue	0	<$>27505</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21003	1	None	8	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Ore	<$>34922</>	21004	Jezebelium	Etc	NO	0	FALSE	1	0	None	0	<$>34924</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Jezebelium	None	None	None	2147483647	0	FALSE	it_e_etretanium	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>34922</>	SYS_item_column_blue	0	<$>27506</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	58	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21004	1	None	18	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Etc	<$>162017</>	21005	DeclarationLetter	Etc	NO	0	FALSE	1	0	None	0	<$>34926</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Declaration letter	None	None	None	2147483647	0	FALSE	it_e_testerslicense	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>27429</>	SYS_item_column_blue	0	<$>34925</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	200000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21005	1	None	200000	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Tools	<$>163984</>	21006	WarpScroll	Etc	NO	0	FALSE	1	0	None	0	<$>92622</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Warp scroll	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>34915</>	SYS_item_column_blue	0	<$>34927</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	450	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>140920</>	1	21006	1	None	138	0	None	<$>34028</>	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Tools	<$>163984</>	21007	BarrackSlot	Etc	NO	0	FALSE	1	0	None	0	<$>213856</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Barrack slot increase permission	None	None	None	100000	0	FALSE	it_e_testerslicense	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>34915</>	SYS_item_column_blue	0	<$>30515</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	180000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21007	1	None	55000	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Etc	<$>162017</>	21008	Indulgence	Etc	NO	0	FALSE	1	0	None	0	<$>34933</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Indulgence	None	None	None	2147483647	0	FALSE	it_e_testerslicense	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>27429</>	SYS_item_column_blue	0	<$>34932</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	180000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21008	1	None	55000	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Etc	<$>162017</>	21009	WarpSlot	Etc	NO	0	FALSE	1	0	None	0	<$>34935</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Warp slot increase permission	None	None	None	2147483647	0	FALSE	it_e_testerslicense	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>27429</>	SYS_item_column_blue	0	<$>34934</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	180000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21009	1	None	55000	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Etc	<$>162017</>	21010	ThxGvng_bo	Etc	NO	0	FALSE	1	0	None	0	<$>126058</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_bellembox	0	0	0	Etc	0	0	0	0	0	0	it_e_presetdrill	0	0	0	0	0	0	FALSE	FALSE	<$>27429</>	SYS_item_column_blue	0	<$>140921</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	540	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>126059</>	1	21010	1	None	0	0	None	<$>126060</>	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21011	ThxGvng_rum	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_rum	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34938</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21011	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21012	ThxGvng_dal	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_dal	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34939</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21012	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21013	ThxGvng_to	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_to	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34940</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21013	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21014	ThxGvng_kki	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_kki	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34941</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21014	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21015	ThxGvng_han	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_han	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34942</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21015	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21016	ThxGvng_ga	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_ga	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34943</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21016	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21017	ThxGvng_wi	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_wi	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34944</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21017	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21018	ThxGvng_song	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_song	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34945</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21018	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Event	<$>34936</>	21019	ThxGvng_pyeon	Etc	NO	0	FALSE	1	0	None	0	<$>34937</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	None	None	None	None	2147483647	0	FALSE	it_e_thxgvng_pyeon	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>34936</>	SYS_item_column_blue	0	<$>34946</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21019	1	None	1	0	None	None	_NO	None	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>27429</>	Etc_Etc	<$>162017</>	21020	ShopSlot	Etc	NO	0	FALSE	1	0	None	0	<$>34948</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	1	None	Shop slot increase permission	None	None	None	2147483647	0	FALSE	it_e_testerslicense	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>27429</>	SYS_item_column_blue	0	<$>34947</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	180000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	21020	1	None	55000	0	None	None	_NO	None	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
