ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	None1	DOTTED_LINE	85	FALSE	None	None	None	-6239	15018	4719	NONE	None
2	None2	DOTTED_LINE	85	FALSE	None	None	None	-6896	15151	4700	NONE	None
3	None3	DOTTED_LINE	78	FALSE	None	None	None	-6608	15105	4721	NONE	None
4	None4	DOTTED_LINE	92	FALSE	None	None	None	-7546	15198	4629	NONE	None
5	None5	DOTTED_LINE	85	FALSE	None	None	None	-7223	15185	4659	NONE	None
6	None6	DOTTED_LINE	88	FALSE	None	None	None	-7812	15197	4604	NONE	None
7	None7	DOTTED_LINE	87	FALSE	None	None	None	-8116	15199	4607	NONE	None
8	None8	DOTTED_LINE	87	FALSE	None	None	None	-8386	15205	4595	NONE	None
9	None9	DOTTED_LINE	82	FALSE	None	None	None	-8699	15233	4610	NONE	None
10	None10	DOTTED_LINE	81	FALSE	None	None	None	-8985	15274	4619	NONE	None
11	None11	DOTTED_LINE	82	FALSE	None	None	None	-9278	15314	4606	NONE	None
12	None12	DOTTED_LINE	77	FALSE	None	None	None	-9542	15360	4592	NONE	None
