ADDDam_BM	ADDMHP_BM	ALv_BM	AR_BM	ASPD	ASPD_BM	ATK_BM	Action	Arm	AtkLayer	AtkLayer_BM	AtkMedium	AtkMetal	AtkSoft	AtkType	BLK_BM	BLOCK	BlkType	Buff	BuffATK	BuffATKKFrq	BuffATKLv	BuffFreq	BuffMidOffset	BuffTopOffset	CON	MON_ALv	MON_AR	MON_ASPD	MON_AtkLayer	MON_BLK	MON_CRT	MON_DAM	MON_DEF	MON_DLv	MON_DR	MON_DefIP	MON_DefLayer	MON_FireIP	MON_HR	MON_IMP	MON_IceIP	MON_KDRank	MON_LgtIP	MON_MHP	MON_MKP	MON_MSPD	MON_PR	MON_PsyIP	MON_RFIRE	MON_RICE	MON_RLGHT	MON_RPSY	MON_RSTAT	MON_Reflection	MonDam	PCDam	CRTATK	CRTDEF	CRT_BM	ClassID	ClassName	ClassType	Count	DBSave	DEFHYB_BM	DEFMAG_BM	DEFMEL_BM	DEFPER_BM	DEFSHO_BM	DEF_BM	DLv_BM	DOT_BM	DR_BM	DamageInfoType	DamageOffset	DefIP_BM	DefLayer	DefLayer_BM	DefType	Drop1ID	Drop1Name	Drop1Per	Drop1Quant	Drop2ID	Drop2Name	Drop2Per	Drop2Quant	Drop3ID	Drop3Name	Drop3Per	Drop3Quant	Drop4ID	Drop4Name	Drop4Per	Drop4Quant	Drop5ID	Drop5Name	Drop5Per	Drop5Quant	Drop6ID	Drop6Name	Drop6Per	Drop6Quant	DropAccFreq	DropCrystalCount	DropCrystalFreq	DropEliteEqpFreq	DropEtcFreq	DropInstFreq	DropNormEqpFreq	DropOldEqpFreq	DropRecipeFreq	EXP	ElemType	EngName	FamilyName	FireIP_BM	Grade	HITDam_BM	HP	HR_BM	HeightOffset1	HeightOffset2	HideInfo	HitOffset	HitProof	Hittable	IMP_BM	IceIP_BM	IsRaidMonster	IsTypeBoss	KDRank	KDownPower	KDownVAngle	KP	KbProof	LODDist	LgtIP_BM	LifeTime	Lv	MAGDam_BM	MELDam_BM	MHPFix	MHP_BM	MKP_BM	MSPD	MSPDFix	MSPD_BM	MSP_BM	MagicDefiance	MartialDefiance	MaterialSet	MaxR	MeleeDefiance	MinR	MinionCondition	MinionCount	MinionID	MinionID2	MinionID3	MinionID4	MinionID5	MobRank	MonBuffATKKFrq	MonClassKey	MonDam_BM	MonValue1	MonValue2	MonValue3	MonValue4	Name	PCDam_BM	PR_BM	PsyIP_BM	RFIRE	RFIRE_BM	RHP	RHP_BM	RICE	RICE_BM	RLGHT	RLGHT_BM	RPSY	RPSY_BM	RSPD	RSP_BM	RSTAT	RSTAT_BM	RaceType	Ratio	Reflection	Reflection_BM	Res	Rotate	SHTDam_BM	SPDBM	STR	Scale	SelectFilter	ShadowScale	Shape	ShootDefiance	ShowName	Size	SizeType	SkillArg1	SkillArg2	SkillArg3	SkillArg4	SkillCondition1	SkillCondition2	SkillCondition3	SkillCondition4	SkillFreq1	SkillFreq2	SkillFreq3	SkillFreq4	SkillID1	SkillID2	SkillID3	SkillID4	SplDam	SplLimit	SplRange	SplType	StartID	State_BM	Tactics	TotAbl	ViewInvi	Visible	WSPD	Wpn	WpnType
0	0	0	0	2448	0	0	0	100	1	0	0	0	0	Splash	0	0	Block	None	none	0	0	0	130	195	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66001	Bedel_Wep	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	156	0	1	0	HARD	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Claude Baudez	None	0	1	0	0	0	0	0	0	130	YES	YES	0	0	TRUE	TRUE	30	112	45	0	YES	2000	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	250	100	1	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166316</>	0	0	0	100	0	0	0	100	0	100	0	100	0	461	0	100	0	Home	1	0	0	100	YES	0	0	1	1	MonAndPC	1	Monster_Wep2	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	7	300	Circle	0	0	MON_VIRON_HARDMELEE	8140	FALSE	YES	461	1	CTYPE
0	0	0	0	1632	0	0	0	100	2	0	0	0	0	Splash	0	0	Block	None	none	0	0	0	130	180	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66002	Bedel_Grace	SHOOT	0	100	0	0	0	0	0	0	0	0	0	None	156	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Grace Berneli	None	0	1	0	0	0	0	0	0	130	YES	YES	0	0	TRUE	TRUE	20	112	45	0	YES	2000	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	1200	100	1	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166317</>	0	0	0	100	0	0	0	100	0	100	0	100	0	517	0	100	0	Home	1	0	0	100	YES	0	0	1	1	MonAndPC	1	Monster_Grace	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	9	200	Circle	0	0	MON_VIRON_SHOOT	4080	TRUE	YES	101	1	ATYPE
0	0	0	0	2074	0	0	0	100	2	0	0	0	0	Splash	0	0	Block	None	none	0	0	0	121	195	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66003	Bedel_MBoma	MAGIC	0	100	0	0	0	0	0	0	0	0	0	None	145	0	2	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	M'Boma	None	0	1	0	0	0	0	0	0	121	YES	YES	0	0	TRUE	TRUE	10	112	45	0	YES	2000	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	1500	100	100	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166318</>	0	0	0	100	0	0	0	100	0	100	0	100	0	562	0	100	0	Home	1	0	0	100	YES	0	0	1	1	MonAndPC	1	Monster_MBoma	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	9	200	Circle	0	0	MON_VIRON_MAGIC	6060	FALSE	YES	562	1	PSY
0	0	0	0	1666	0	0	0	100	1	0	0	0	0	Single	0	0	Block	None	none	0	0	0	120	175	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66004	Bedel_Gracielo	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	144	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Gracielo	None	0	1	0	0	0	0	0	0	120	YES	YES	0	0	TRUE	TRUE	10	112	45	0	YES	2000	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	100	100	1	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166319</>	0	0	0	100	0	0	0	100	0	100	0	100	0	524	0	100	0	Home	1	0	0	100	YES	0	0	1	1	MonAndPC	1	Monster_Gracielo	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_VIRON_MARTIAL	6610	FALSE	YES	524	1	ATYPE
0	0	0	0	2593	0	0	0	100	2	0	0	0	0	Single	0	0	Block	None	none	0	0	0	120	175	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66005	Bedel_rio	MAGIC	0	100	0	0	0	0	0	0	0	0	0	None	144	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Rio	None	0	1	0	0	0	0	250	0	120	YES	YES	0	0	TRUE	TRUE	5	112	45	0	YES	2000	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	900	100	0	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166320</>	0	0	0	100	0	0	0	100	0	100	0	100	0	498	0	100	0	Home	1	0	0	100	YES	0	0	1	1	MonAndPC	1	Monster_rio	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	3	200	Circle	0	0	MON_VIRON_MAGIC	4060	FALSE	YES	498	1	ICE
0	0	0	0	4000	0	0	0	100	1	0	0	0	0	Single	0	0	Block	None	none	0	0	0	120	175	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66006	Bedel_Lisa	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	144	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Lisa	None	0	1	0	0	0	0	250	0	120	YES	YES	0	0	TRUE	TRUE	20	112	45	0	YES	1400	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	150	100	1	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166321</>	0	0	0	100	0	0	0	100	0	100	0	100	0	517	0	100	0	Home	1	0	0	100	YES	0	0	1	1	MonAndPC	1	Monster_Lisa	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_VIRON_ASSASSIN	5100	FALSE	YES	517	1	ATYPE
0	0	0	0	3400	0	0	0	100	2	0	0	0	0	Single	0	0	Block	None	none	0	0	0	120	158	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66007	Bedel_Brunie	SHOOT	0	100	0	0	0	0	0	0	0	0	0	None	144	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Brunie	None	0	1	0	0	0	0	250	0	120	YES	YES	0	0	TRUE	TRUE	10	112	45	0	YES	1400	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	900	100	1	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166322</>	0	0	0	100	0	0	0	100	0	100	0	100	0	517	0	100	0	Home	1	0	0	100	YES	0	0	1	1	MonAndPC	1	Monster_Brunie	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_VIRON_SHOOT	4080	TRUE	YES	517	1	BTYPE
0	0	0	0	2083	0	0	0	100	1	0	0	0	0	Single	0	0	Block	None	none	0	0	0	132	178	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66008	Bedel_Backho	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	158	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Back Ho	None	0	1	0	0	0	0	250	0	132	YES	YES	0	0	TRUE	TRUE	15	112	45	0	YES	2000	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	100	100	1	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166323</>	0	0	0	100	0	0	0	100	0	100	0	100	0	496	0	100	0	Home	1	0	0	100	YES	0	0	1	1.017	MonAndPC	1	Monster_Backho	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_VIRON_MARTIAL	5120	FALSE	YES	127	1	BTYPE
0	0	0	0	1955	0	0	0	100	1	0	0	0	0	Single	0	0	Block	None	none	0	0	0	120	175	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66009	Bedel_Irawan	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	144	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Irawan	None	0	1	0	0	0	0	250	0	120	YES	YES	0	0	TRUE	TRUE	15	112	45	0	YES	2000	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	100	100	1	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166324</>	0	0	0	100	0	0	0	100	0	100	0	100	0	524	0	100	0	Home	1	0	0	100	YES	0	0	1	1	MonAndPC	1	Quest_Irawan	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_VIRON_MARTIAL	5130	FALSE	YES	129	1	ATYPE
0	0	0	0	2210	0	0	0	100	1	0	0	0	0	Splash	0	0	Block	None	none	0	0	0	132	178	100	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	66010	Bedel_Andre	MELEE	0	100	0	0	0	0	0	0	0	0	0	None	158	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Andre Janzur	None	0	1	0	0	0	0	250	0	132	YES	YES	0	0	TRUE	TRUE	20	112	45	0	YES	2000	0	0	100	0	0	0	0	0	500	0	0	0	100	100	None	150	100	1	None	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>166325</>	0	0	0	100	0	0	0	100	0	100	0	100	0	514	0	100	0	Home	1	0	0	100	YES	0	0	1	1.017	MonAndPC	1	Quest_Andre	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	5	250	None	0	0	MON_VIRON_RAPIRE	7120	FALSE	YES	127	1	BTYPE
