AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DblAttach	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncHeal	IncINT	IncLegend	IncMHP	IncMSP	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSAtk	MSAtk_Opt	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MediumBane	MetalBane	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	Option4ID	Option4MaxValue	Option4MinValue	OptionGroup	PCAtk	PCAtk_Opt	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	ReinProtectLv	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	SoftBane	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseAnim	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	9	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	12	0	0	block_buckler.ogg	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_None	<$>13438</>	10000	NoWeapon	None	NO	0	0	FALSE	1	0	0	RH	0	None	0	0	0	0	None	None	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	None	SH	None	None	0	0	FALSE	None	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	None	<$>13438</>	SYS_item_column_red	0	<$>13438</>	ATYPE	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	10000	1.5	None	0	0	0	Weapon	0	None	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	293	0	0	None	0	None	0	None	0	None	0	None	0	atk_elembrc1.ogg	0	0	40	0	0	None	hit_elembrc1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Brac4	<$>44014</>	125900	Royal_Elembrc	ElemBrc	NO	0	0	FALSE	1	0	0	RH	0	<$>213092</>	0	75	3	0	None	EliteEqp	None	drop_bracelet.ogg	Dummy_L_Brace	Dummy_R_Brace	N/A	N/A	Dummy_L_Brace	Dummy_R_Brace	TRUE	0	None	112	Royal Bracelet	SH	None	None	2147483647	0	FALSE	it_w_Royalbraclet	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>44014</>	SYS_item_column_red	0	<$>213094</>	PSY	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_PSY	0	0	0	0	NO	1	None	10000000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141254</>	1	125900	1.5	None	110	10	0	Weapon	0	<$>141319</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	37	None	0	0	0
0	0	0	338	0	0	None	0	None	0	None	0	None	0	None	0	atk_elembrc1.ogg	0	0	40	0	0	None	hit_elembrc1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Book	<$>29680</>	125901	Royal_Diary	Book	NO	0	0	FALSE	1	0	0	RH	0	<$>213092</>	0	75	3	0	None	EliteEqp	None	drop_bracelet.ogg	Bip01 Prop2	Bip01 Prop1	N/A	N/A	N/A	N/A	TRUE	0	None	112	Royal of Magic Diary	SH	None	None	2147483647	0	FALSE	it_w_RoyalBook	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29680</>	SYS_item_column_red	0	<$>209432</>	PSY	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_PSY	0	0	0	0	NO	1	None	10000000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141253</>	1	125901	1.5	None	110	10	0	Weapon	0	<$>193969</>	_NO	None	TRUE	0	None	TRUE	YES	Both	TRUE	FALSE	100	TRUE	37	None	0	0	0
0	0	0	295	0	0	None	0	None	0	None	0	None	0	None	0	atk_icebrc1.ogg	0	0	40	0	0	None	hit_icebrc1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Brac2	<$>29656</>	125902	Royal_Icebrc	IceBrc	NO	0	0	FALSE	1	0	0	RH	0	<$>213092</>	0	75	3	0	None	EliteEqp	None	drop_bracelet.ogg	Dummy_L_Brace	Dummy_R_Brace	N/A	N/A	Dummy_L_Brace	Dummy_R_Brace	TRUE	0	None	112	Illier Ice Bracelet	SH	None	None	2147483647	0	FALSE	it_w_Royalicebracelet	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29656</>	SYS_item_column_red	0	<$>213093</>	ICE	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_ICE	0	0	0	0	NO	1	None	10000000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141254</>	1	125902	1.5	None	110	10	0	Weapon	0	<$>141353</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	37	None	0	0	0
0	-15	0	510	0	0	None	0	None	0	None	0	None	0	None	0	atk_thsword1.ogg	0	0	63	0	0	block_thsword.ogg	hit_thsword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Crescent	<$>29678</>	125903	Royal_Crescent	Crescent	YES	0	0	FALSE	1	0	0	RH	0	<$>213090</>	0	180	75	0	None	EliteEqp	None	drop_thsword.ogg	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_Crescent	TRUE	0	None	112	Illier Crescent	SH	None	None	2147483647	0	FALSE	it_w_royalcrescent	0	0	0	0	0	Weapon	0	0	10	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29678</>	SYS_item_column_red	0	<$>213089</>	CTYPE	1.5	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_MELEE	0	0	0	0	NO	7	None	10000000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141253</>	1	125903	1	None	110	10	0	Weapon	0	<$>141362</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	37	2_3	0	0	0
0	0	0	292	0	0	None	0	None	0	None	0	None	0	None	0	atk_pistol1.ogg	0	0	40	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Pistol	<$>29643</>	125904	Royal_Pistol	Pistol	NO	0	0	FALSE	1	3	0	RH	0	<$>213087</>	0	75	3	0	None	EliteEqp	None	drop_pistol.ogg	Dummy_L_HAND_PISTOL	Dummy_R_HAND_PISTOL	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	10	None	112	Illier Pistol	SH	None	None	2147483647	0	FALSE	it_w_royalpistol	0	0	3	0	0	Weapon	0	0	10	0	0	0	0	0	0	3	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29643</>	SYS_item_column_red	0	<$>213086</>	BTYPE	0	1000	0	0	0	3	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_SHOOT	0	0	0	0	NO	3	None	10000000	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141251</>	1	125904	1	None	110	10	0	Weapon	0	<$>141313</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	37	None	0	0	0
0	-5	0	290	0	0	None	0	None	0	None	0	None	0	None	0	atk_sword1.ogg	0	0	35	0	0	block_sword.ogg	hit_sword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sword	<$>34664</>	125905	Royal_Blade	Sword	NO	0	0	FALSE	1	0	0	RH	0	<$>213092</>	0	160	90	0	None	EliteEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	112	Royal Blade	SH	None	None	2147483647	0	FALSE	it_w_royalsword	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>34664</>	SYS_item_column_red	0	<$>209446</>	BTYPE	1	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_MELEE	0	0	0	0	NO	5	None	10000000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141252</>	1	125905	1.8	None	110	10	0	Weapon	0	<$>141342</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	37	2_3	0	0	0
0	0	0	390	0	0	None	0	None	0	None	0	None	0	None	0	atk_crossbow1.ogg	0	0	53	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Crossbow	<$>29651</>	125906	Royal_Crossbow	CrossBow	NO	0	0	FALSE	1	3	0	RH	0	<$>213096</>	0	90	5	0	None	EliteEqp	None	drop_rifle.ogg	Dummy_L_HAND_RIFLE	Dummy_R_HAND_RIFLE	N/A	N/A	N/A	Dummy_BACK_RIFLE	TRUE	10	None	112	Royal Crossbow	SH	None	None	2147483647	0	FALSE	it_w_RoyalCrossbow	0	0	3	0	0	Weapon	0	0	0	0	0	0	0	0	0	3	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29651</>	SYS_item_column_red	0	<$>209449</>	CTYPE	0	1000	0	0	0	3	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_SHOOT	0	0	0	0	NO	5	None	10000000	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141253</>	1	125906	1	None	110	10	0	Weapon	0	<$>141316</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	37	None	0	0	0
0	0	0	420	0	0	None	0	None	0	None	0	None	0	None	0	atk_rifle1.ogg	0	0	56	0	0	block_knuckle.ogg	hit_sword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Rifle	<$>29644</>	125907	Royal_Rifle	Rifle	NO	0	0	FALSE	1	0	0	RH	0	<$>213092</>	0	90	5	0	None	Weapon	None	drop_rifle.ogg	Dummy_L_HAND_RIFLE	Dummy_R_HAND_RIFLE	N/A	N/A	Dummy_BACK_RIFLE	Dummy_BACK_RIFLE	TRUE	10	None	112	Royal Bayonet	SH	None	None	2147483647	0	FALSE	it_w_royalrifle	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29644</>	SYS_item_column_red	0	<$>209453</>	BTYPE	0	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_SHOOT	0	0	0	0	NO	5	None	10000000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141256</>	1	125907	1	None	110	10	0	Weapon	0	<$>141334</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	37	None	0	0	0
0	-5	0	210	0	0	None	0	None	0	None	0	None	0	None	0	atk_dagger1.ogg	0	0	26	0	0	block_dagger.ogg	hit_dagger1.ogg	0	None	None	0	None	5	0	Weapon	<$>43947</>	Weapon_Dagger	<$>29642</>	125908	Royal_Dagger	Dagger	NO	0	0	FALSE	1	0	0	RH	0	<$>213085</>	0	10	40	0	None	EliteEqp	None	drop_dagger.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_BACK_Dagger_L	Dummy_BACK_Dagger_R	TRUE	0	None	112	Royal Dagger	SH	None	None	2147483647	0	FALSE	it_w_royaldagger	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29642</>	SYS_item_column_red	0	<$>209456</>	ATYPE	0.9	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	VALERON_MELEE	0	0	0	0	NO	3	None	10000000	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	<$>141250</>	1	125908	1	None	110	10	0	Weapon	0	<$>141322</>	_NO	None	TRUE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	37	2_3	0	0	0
