ClassID	ClassName	Condition1	Condition2	Condition3	Condition4	Condition5	Condition6	Condition7	Condition8	Location1	Location2	Location3	Location4	Location5	Location6	Location7	Location8	Map1	Map2	Map3	Map4	Map5	Map6	Map7	Map8	Npc1	Npc2	Npc3	Npc4	Npc5	Npc6	Npc7	Npc8	QuestLv1	QuestLv2	QuestLv3	QuestLv4	QuestLv5	QuestLv6	QuestLv7	QuestLv8	Reward1	Reward2	Reward3	Reward4	Reward5	Reward6	Reward7	Reward8	Scenario	StartMap	StartNpc	Title	TotalStage	Type	WarLocation1	WarLocation2	WarLocation3	WarLocation4	WarLocation5	WarLocation6	WarLocation7	WarLocation8
12320	Quest_12320	<$>101174</>	None	None	None	None	None	None	None	<$>47435</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_MARY	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>43935</>	None	None	None	None	None	None	None	<$>101173</>	dun_tor_dr	None	<$>54217</>	1	Choice	None	None	None	None	None	None	None	None
12617	Quest_12617	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54256</>	None	None	None	None	None	None	None	<$>101175</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54254</>	1	Mission	None	None	None	None	None	None	None	None
12618	Quest_12618	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54259</>	None	None	None	None	None	None	None	<$>101176</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54257</>	1	Mission	None	None	None	None	None	None	None	None
12619	Quest_12619	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54262</>	None	None	None	None	None	None	None	<$>101177</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54260</>	1	Mission	None	None	None	None	None	None	None	None
12620	Quest_12620	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54265</>	None	None	None	None	None	None	None	<$>101178</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54263</>	1	Mission	None	None	None	None	None	None	None	None
12621	Quest_12621	None	None	None	None	None	None	None	None	<$>47427</>	None	None	None	None	None	None	None	dun_tor_dr	None	None	None	None	None	None	None	C1_TOR_TORSCHE	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>54268</>	None	None	None	None	None	None	None	<$>101179</>	dun_tor_dr	C1_TOR_TORSCHE	<$>54266</>	1	Mission	None	None	None	None	None	None	None	None
136030	Quest_86030	<$>55335</>	<$>101180</>	None	None	None	None	None	None	<$>47860</>	<$>47860</>	None	None	None	None	None	None	viron_basic	viron_basic	None	None	None	None	None	None	C1_VIRON_BERRONIFF	C1_VIRON_BERRONIFF	None	None	None	None	None	None	120	120	1	1	1	1	1	1	<$>27187</>	<$>43897</>	None	None	None	None	None	None	<$>55392</>	viron_basic	C1_VIRON_BERRONIFF	<$>55394</>	2	Choice	None	None	None	None	None	None	None	None
133018	Quest_83018	<$>55066</>	None	None	None	None	None	None	None	<$>47860</>	None	None	None	None	None	None	None	viron_basic	None	None	None	None	None	None	None	C1_VIRON_FAHREL	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>43915</>	None	None	None	None	None	None	None	<$>101181</>	viron_basic	C1_VIRON_FAHREL	<$>55221</>	1	Choice	None	None	None	None	None	None	None	None
146019	Quest_146019	None	None	None	None	None	None	None	None	<$>47530</>	None	None	None	None	None	None	None	btl_gig01	None	None	None	None	None	None	None	GIG_LUDIN_SEKHMET	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>101182</>	gig_basic	NPC_LUDIN	<$>55626</>	1	Choice	btl_gig01 8529 -93095	None	None	None	None	None	None	None
148020	Quest_148020	None	None	None	None	None	None	None	None	<$>47860</>	None	None	None	None	None	None	None	viron_basic	None	None	None	None	None	None	None	C1_VIRON_ION	None	None	None	None	None	None	None	120	0	1	1	1	1	1	1	<$>27187</>	<$>27187</>	None	None	None	None	None	None	<$>101183</>	viron_basic	C1_VIRON_ION	<$>55701</>	1	Choice	btl_ktv05 3108 24184	None	None	None	None	None	None	None
900001	Quest_900001	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	fld_reb	None	None	None	None	None	None	None	MIFUYU_EVENT	None	None	None	None	None	None	None	1	1	1	1	1	1	1	1	None	None	None	None	None	None	None	None	None	fld_reb	MIFUYU_EVENT	None	1	Msg	None	None	None	None	None	None	None	None
900002	Quest_900002	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	fld_reb	None	None	None	None	None	None	None	MIFUYU_EVENT	None	None	None	None	None	None	None	1	1	1	1	1	1	1	1	None	None	None	None	None	None	None	None	None	fld_reb	MIFUYU_EVENT	None	1	Msg	None	None	None	None	None	None	None	None
