AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	AutoCheckUse	AutoInspect	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	CoolDown	CoolDownGroup	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	IsConfirmUseItem	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LockWarpUse	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	PreCheckScp	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RecordUsingLog	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	SaveBuff	SaveBurlonPoint	SaveExp	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	TownUsable	Tradable	TxScpType	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	ZoneItem	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32565</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20048	BellemBox_A	Food	0	0	NO	0	FALSE	1	0	None	0	<$>32563</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Bellem's Box	None	None	None	2147483647	0	FALSE	it_e_bellembox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>32562</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_BoxItem_JPN	10000	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32564</>	1	20048	FALSE	FALSE	FALSE	0.3	SCP_USE_ITEM_BoxOpenA	2500	0	None	None	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32565</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20551	RingBox_A	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33288</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Ring Box	None	None	None	140000	0	FALSE	it_e_ringbox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>30416</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_BoxItem_JPN	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	20551	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_RingBellem	1	0	None	None	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>33337</>	0	EXPBuff20_Event	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	20595	ReinForce_Event	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>33332</>	0	0	0	0	None	Etc	None	drop_drug.wav	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Reinforce Potion	None	None	None	2147483647	0	FALSE	it_e_progressiveh	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32567</>	SYS_item_column_yellow	0	<$>33335</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	150	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33336</>	1	20595	FALSE	FALSE	FALSE	2	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	1	3600000
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32565</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20613	XmasRudolph_Present	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33356</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Present for X-mas	None	None	None	2147483647	0	FALSE	it_e_bellembox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33355</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33357</>	1	20613	FALSE	FALSE	FALSE	0.5	SCP_USE_ITEM_XmasRudolphBox	1	0	None	None	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32565</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20615	GiftBox_Nyato	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33362</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Nayto's Present	None	None	None	2147483647	0	FALSE	it_e_fortunebag	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33361</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33357</>	1	20615	FALSE	FALSE	FALSE	0.5	SCP_USE_ITEM_GiftBox_Nyato	1	0	None	None	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	<$>33379</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20623	Constellation_Box	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33378</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Constellation Symbol Box	None	None	None	2147483647	0	FALSE	it_e_bellembox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33377</>	None	0	1000	0	0	FALSE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_BoxItem_JPN	200	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32564</>	1	20623	TRUE	TRUE	TRUE	1	SCP_USE_ITEM_Constellation	50	0	None	None	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	<$>100763</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20634	Xmas_Present_2012_01	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>90216</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Present for X-mas(2012)	None	None	None	2147483647	0	FALSE	it_e_bellembox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>90215</>	None	0	1000	0	0	FALSE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_BoxItem_JPN	1	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>90217</>	1	20634	TRUE	TRUE	TRUE	1	SCP_USE_ITEM_XmasPresent2012_01_JPN	1	0	None	None	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	<$>100763</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20636	Xmas_Present_2012_03	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>90216</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Present for X-mas(2012)	None	None	None	2147483647	0	FALSE	it_e_box1	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>90219</>	None	0	1000	0	0	FALSE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_BoxItem_JPN	1	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>90217</>	1	20636	TRUE	TRUE	TRUE	1	SCP_USE_ITEM_XmasPresent2012_03_JPN	1	0	None	None	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32565</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20731	RingBox_Ev	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33288</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Ring Box for event	None	None	None	2147483647	0	FALSE	it_e_ringbox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>6345</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_BoxItem_JPN	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	20731	FALSE	FALSE	FALSE	0.3	SCP_USE_ITEM_RingBellem	1	0	None	None	_NO	None	TRUE	FALSE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32565</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	20737	GlassesBox_A	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33459</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Glasses Box	None	None	None	2147483647	0	FALSE	it_e_bellembox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>30429</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_BoxItem_JPN	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32564</>	1	20737	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_GlassesBoxOpen	1	0	None	None	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0	0
