AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18001	Glasses_FGT_M	FaceFGT	NO	0	FALSE	1	0	FACE	0	<$>37424</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_fightermale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29278</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18001	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Male	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18002	Glasses_FGT_F	FaceFGT	NO	0	FALSE	1	0	FACE	0	<$>37426</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_fighterfemale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29279</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18002	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Female	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18003	Glasses_WIZ_M	FaceWIZ	NO	0	FALSE	1	0	FACE	0	<$>37427</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_wizardmale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29280</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18003	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Male	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18004	Glasses_WIZ_F	FaceWIZ	NO	0	FALSE	1	0	FACE	0	<$>37428</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_wizardfemale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29281</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18004	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Female	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18005	Glasses_SCT_M	FaceSCT	NO	0	FALSE	1	0	FACE	0	<$>37429</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_scoutmale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29282</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18005	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Male	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18006	Glasses_SCT_F	FaceSCT	NO	0	FALSE	1	0	FACE	0	<$>37430</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_scoutfemale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29283</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18006	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Female	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18007	Glasses_MUS_M	FaceMUS	NO	0	FALSE	1	0	FACE	0	<$>37431</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_musketeermale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29284</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18007	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Male	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18008	Glasses_MUS_F	FaceMUS	NO	0	FALSE	1	0	FACE	0	<$>37432</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_musketeerfemale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29285</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18008	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Female	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18009	Glasses_WAR_M	FaceWAR	NO	0	FALSE	1	0	FACE	0	<$>37433</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_warlockmale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29286</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18009	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Male	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Face	<$>37425</>	18010	Glasses_WAR_F	FaceWAR	NO	0	FALSE	1	0	FACE	0	<$>37434</>	0	0	5	0	None	Manual	None	None	N/A	N/A	N/A	Dummy_H	N/A	N/A	TRUE	0	None	Glasses	FACE	None	None	2147483647	0	FALSE	it_c_warlockfemale_glasses1	0	0	0	Face	0	0	0	0	0	0	None	0	0	0	0	0	0	<$>27297</>	SYS_item_column_red	0	<$>29287</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>37425</>	1	18010	1	None	0	0	None	<$>101022</>	_NO	None	FALSE	0	None	TRUE	Female	TRUE	TRUE	1	FALSE	0	None	0	0	0
