ClassID	ClassName	Comeback	Continuable	Direct	Instance	Layer	MapImage	MapName	MaxAlliance	MaxPlayer	MaxSlotCount	MinPlayer	MissionInfo	MissionResult	MissionRoom	Name	Resurrection	Script	ShowLevel	Tip	ToWin	UniqueRoom
19089	mission_dragon	FALSE	YES	FALSE	mission_instance	31	mission_dragonlair.jpg	mission_dragon	1	12	12	2	miboss	mr30	mwr1a12	<$>2170</>	TRUE	mission_dragon	FALSE	<$>48128</>	<$>98230</>	NO
19117	mission_erc_boss	FALSE	YES	FALSE	mission_instance	35	mission_erc_boss.jpg	mission_erc_boss	1	30	30	1	miboss	mr30	mwr1a30	<$>47785</>	TRUE	mission_erc_boss	FALSE	<$>94827</>	<$>98237</>	NO
19602	mission_sctw01	FALSE	YES	FALSE	mission_instance	30	mission_secrettower01.jpg	mission_sctw01	1	12	12	1	miboss	mr30	mwr1a12	<$>47553</>	TRUE	mission_sctw01	FALSE	<$>48128</>	<$>98248</>	NO
19900	mission_eventreb	FALSE	NO	FALSE	mission_instance	0	reb_basic.jpg	mission_eventreb	1	15	15	1	miboss	mr30	mwr1a30	<$>101082</>	TRUE	mission_eventreb	FALSE	<$>101110</>	<$>101109</>	NO
19901	mission_eventcoim	FALSE	NO	FALSE	mission_instance	0	coim_basic.jpg	mission_eventcoim	1	15	15	1	miboss	mr30	mwr1a30	<$>101083</>	TRUE	mission_eventcoim	FALSE	<$>101110</>	<$>101109</>	NO
19902	mission_eventauch	FALSE	NO	FALSE	mission_instance	0	auch_basic.jpg	mission_eventauch	1	15	15	1	miboss	mr30	mwr1a30	<$>101084</>	TRUE	mission_eventauch	FALSE	<$>101110</>	<$>101109</>	NO
19903	mission_comical_event	FALSE	NO	FALSE	mission_instance	0	coim_basic.jpg	mission_comical_event	1	5	5	1	mi1a10	mr10	mwr1a10	<$>101085</>	TRUE	mission_comical_event	FALSE	<$>101112</>	<$>101111</>	NO
19904	mission_comicalize2event_low	FALSE	NO	FALSE	mission_instance	0	fld_coim.jpg	mission_comicalize2event_low	1	15	15	1	miboss	mr30	mwr1a30	<$>101086</>	TRUE	mission_comicalize2event_low	FALSE	<$>101114</>	<$>101113</>	NO
19905	mission_comicalize2event_mid	FALSE	NO	FALSE	mission_instance	0	fld_coim.jpg	mission_comicalize2event_mid	1	15	15	1	miboss	mr30	mwr1a30	<$>101087</>	TRUE	mission_comicalize2event_mid	FALSE	<$>101114</>	<$>101113</>	NO
19906	mission_comicalize2event_hi	FALSE	NO	FALSE	mission_instance	0	fld_coim.jpg	mission_comicalize2event_hi	1	15	15	1	miboss	mr30	mwr1a30	<$>101088</>	TRUE	mission_comicalize2event_hi	FALSE	<$>101114</>	<$>101113</>	NO
