CheckProperty1	CheckProperty2	CheckProperty3	CheckPropertyDesc1	CheckPropertyDesc2	CheckPropertyDesc3	CheckPropertyValue1	CheckPropertyValue2	CheckPropertyValue3	ClassID	ClassName	DropItem1	DropItem2	DropItem3	DropItemCount1	DropItemCount2	DropItemCount3	DropItemRate1	DropItemRate2	DropItemRate3	DropMonster1	DropMonster2	DropMonster3	ItemCount1	ItemCount2	ItemCount3	MonsterCount1	MonsterCount2	MonsterCount3	Property1	Property2	Property3	Property4	Property5	Property6	PropertyValue1	PropertyValue2	PropertyValue3	PropertyValue4	PropertyValue5	PropertyValue6	QuestName	RewardCommPoint	SaveCount1	SaveCount2	SaveCount3	Stage	TargetItem1	TargetItem2	TargetItem3	TargetMonster1	TargetMonster2	TargetMonster3
None	None	None	None	None	None	0	0	0	110006	Quest_12617_1	None	None	None	0	0	0	0	0	0	None	None	None	600	4	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_12617	0	0	0	0	1	TimePiece_Rose	Abrasive_Impair	None	None	None	None
None	None	None	None	None	None	0	0	0	110007	Quest_12618_1	None	None	None	0	0	0	0	0	0	None	None	None	600	4	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_12618	0	0	0	0	1	TimePiece_Arbremon	Abrasive_Impair	None	None	None	None
None	None	None	None	None	None	0	0	0	110008	Quest_12619_1	None	None	None	0	0	0	0	0	0	None	None	None	600	4	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_12619	0	0	0	0	1	TimePiece_Sauterelle	Abrasive_Impair	None	None	None	None
None	None	None	None	None	None	0	0	0	110009	Quest_12620_1	None	None	None	0	0	0	0	0	0	None	None	None	600	4	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_12620	0	0	0	0	1	TimePiece_Nephthys	Abrasive_Impair	None	None	None	None
None	None	None	None	None	None	0	0	0	110010	Quest_12621_1	None	None	None	0	0	0	0	0	0	None	None	None	600	4	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_12621	0	0	0	0	1	TimePiece_Cortes	Abrasive_Impair	None	None	None	None
None	None	None	None	None	None	0	0	0	110011	Quest_12622_1	None	None	None	0	0	0	0	0	0	None	None	None	600	4	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_12622	0	0	0	0	1	TimePiece_Dw	Abrasive_Impair	None	None	None	None
None	None	None	None	None	None	0	0	0	110012	Quest_12623_1	None	None	None	0	0	0	0	0	0	None	None	None	600	4	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_12623	0	0	0	0	1	TimePiece_Masu	Abrasive_Impair	None	None	None	None
None	None	None	None	None	None	0	0	0	215002	Quest_146019_1	None	None	None	0	0	0	0	0	0	None	None	None	1	1	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_146019	0	0	0	0	1	GrowthStone	Symbol_Sagittarius	None	None	None	None
None	None	None	None	None	None	0	0	0	215104	Quest_148020_1	None	None	None	0	0	0	0	0	0	None	None	None	1	1	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_148020	0	0	0	0	1	GrowthStone	Symbol_Cancer	None	None	None	None
None	None	None	None	None	None	0	0	0	900001	Quest_900001_1	None	None	None	0	0	0	0	0	0	None	None	None	0	0	0	3	15	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_900001	0	1	1	0	1	None	None	None	Monster_Jormongand	Monster_Betelgeuse	None
None	None	None	None	None	None	0	0	0	900002	Quest_900002_1	WillofSolder	None	None	5000	0	0	1	0	0	Mission_skeletontb_mi_ev	None	None	0	0	0	0	0	0	None	None	None	None	None	None	0	0	0	0	0	0	Quest_900002	0	0	0	0	1	None	None	None	None	None	None
