ADDDam_BM	ALv_BM	AR_BM	ASPD	ASPD_BM	ATK_BM	Action	Arm	AtkLayer	AtkLayer_BM	AtkMedium	AtkMetal	AtkSoft	AtkType	BLK_BM	BLOCK	BlkType	Buff	BuffATK	BuffATKKFrq	BuffATKLv	BuffFreq	BuffMidOffset	BuffTopOffset	CON	MON_ALv	MON_AR	MON_ASPD	MON_AtkLayer	MON_BLK	MON_CRT	MON_DAM	MON_DEF	MON_DLv	MON_DR	MON_DefIP	MON_DefLayer	MON_FireIP	MON_HR	MON_IMP	MON_IceIP	MON_KDRank	MON_LgtIP	MON_MHP	MON_MKP	MON_MSPD	MON_PR	MON_PsyIP	MON_RFIRE	MON_RICE	MON_RLGHT	MON_RPSY	MON_RSTAT	MON_Reflection	MonDam	PCDam	CRTATK	CRTDEF	CRT_BM	ClassID	ClassName	ClassType	Corrosion	Count	Curse_BM	DBSave	DEFHYB_BM	DEFMAG_BM	DEFMEL_BM	DEFPER_BM	DEFSHO_BM	DEF_BM	DLv_BM	DOT_BM	DR_BM	DamageOffset	DefIP_BM	DefLayer	DefLayer_BM	DefType	Drop1ID	Drop1Name	Drop1Per	Drop1Quant	Drop2ID	Drop2Name	Drop2Per	Drop2Quant	Drop3ID	Drop3Name	Drop3Per	Drop3Quant	Drop4ID	Drop4Name	Drop4Per	Drop4Quant	Drop5ID	Drop5Name	Drop5Per	Drop5Quant	Drop6ID	Drop6Name	Drop6Per	Drop6Quant	DropAccFreq	DropCrystalCount	DropCrystalFreq	DropEliteEqpFreq	DropEtcFreq	DropInstFreq	DropNormEqpFreq	DropOldEqpFreq	DropRecipeFreq	EXP	ElemType	EngName	FamilyName	FireIP_BM	Grade	HITDam_BM	HP	HR_BM	HeightOffset1	HeightOffset2	HideInfo	HitOffset	HitProof	Hittable	IMP_BM	IceIP_BM	IsRaidMonster	IsTypeBoss	KDRank	KDownPower	KDownVAngle	KP	KbProof	LODDist	LgtIP_BM	LifeTime	Lv	MAGDam_BM	MELDam_BM	MHPFix	MHP_BM	MKP_BM	MSPD	MSPDFix	MSPD_BM	MSP_BM	MagicDefiance	MartialDefiance	MaterialSet	MaxR	MeleeDefiance	Memory_BM	MinR	MinionCondition	MinionCount	MinionID	MinionID2	MinionID3	MinionID4	MinionID5	MobRank	MonBuffATKKFrq	MonClassKey	MonDam_BM	MonValue1	MonValue2	MonValue3	MonValue4	MoonCurse	Name	PCDam_BM	PR_BM	PsyIP_BM	RBlind_BM	RBurning_BM	RFIRE	RFIRE_BM	RFear_BM	RFreeze_BM	RHP	RHP_BM	RICE	RICE_BM	RLGHT	RLGHT_BM	RPSY	RPSY_BM	RParalysis_BM	RPoison_BM	RSPD	RSP_BM	RSTAT	RSTAT_BM	RShock_BM	RStun_BM	RaceType	Ratio	Reflection	Reflection_BM	Res	Reset_BM	Resist_BM	Rotate	SHTDam_BM	SHT_BM	SPDBM	STR	Scale	SelectFilter	ShadowScale	Shape	ShootDefiance	ShowName	Size	SizeType	SkillArg1	SkillArg2	SkillArg3	SkillArg4	SkillCondition1	SkillCondition2	SkillCondition3	SkillCondition4	SkillFreq1	SkillFreq2	SkillFreq3	SkillFreq4	SkillID1	SkillID2	SkillID3	SkillID4	SplDam	SplLimit	SplRange	SplType	StartID	State_BM	Tactics	TotAbl	ViewInvi	Visible	WSPD	Wpn	WpnType
0	0	0	2000	0	0	0	13	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	128	320	39	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	10000	Mission_HoneySpider	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	154	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	16026	1	336	10438	16	48	63	4175	0	4.633	NEUTRAL	Honey Spider	None	0	1	0	0	0	0	250	0	128	NO	YES	0	0	FALSE	FALSE	10	112	45	0	NO	3000	0	0	1	0	0	0	0	0	155	0	0	0	100	100	None	144	100	0	0	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	<$>48547</>	0	0	0	0	0	15	0	0	0	0	0	15	0	15	0	15	0	0	0	259	0	15	0	0	0	Creature	1	0	0	5	0	0	YES	0	0	58	3.8	0.8	PC	1	Mission_HoneySpider	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_PASSIVE	55.8	TRUE	YES	141	30	ATYPE
0	0	0	3003	0	0	0	17	2	0	0	0	0	Single	0	0	None	None	none	0	0	0	63	77	180	SCR_Get_MON_ALv	SCR_Get_MON_SAR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_SDR	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_DefLayer	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_HR	SCR_Get_EXTURRET_IMP	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_KDRank	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	50101	Summon_LadySasha	MAGIC	0	0	0	100	0	0	0	0	0	0	0	0	0	76	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0.747	NEUTRAL	Lady Sasha	None	0	1	0	0	0	0	250	0	63	NO	YES	0	0	FALSE	FALSE	0	112	45	0	NO	800	0	720000	55	0	0	0	0	0	400	0	0	0	100	100	None	715	100	0	45	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	<$>49524</>	0	0	0	0	0	50	0	0	0	0	0	50	0	50	0	0	0	0	0	139	0	0	0	0	0	Golem	1	0	0	5	0	0	YES	0	0	23	20	0.55	MonAndPC	1	Summon_LadySasha	100	YES	S	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_EXPERTDOLL	217	TRUE	YES	104	55	LGHT
0	0	0	2550	0	0	0	14	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	102	132	8	SCR_Get_MON_ALv	SCR_Get_MON_SAR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_SDR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	50110	Summon_Victor	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	122	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1.26	NEUTRAL	Victor	None	0	1	0	0	0	0	250	0	102	NO	YES	0	0	FALSE	FALSE	10	112	45	0	NO	840	0	300000	60	0	0	0	0	0	400	0	0	0	100	100	None	46	100	0	1	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	<$>49403</>	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	341	0	0	0	0	0	Golem	1	0	0	5	0	0	YES	0	0	69	6	0.6	MonAndPC	1	Summon_Victor	100	YES	S	MEDIUM	50	0	0	0	CloseTarget	None	None	None	15	0	0	0	40060	0	0	0	0	0	0	None	0	0	MON_EXPERTDOLL	28	FALSE	YES	171	45	ATYPE
0	0	0	2550	0	0	0	21	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	102	132	650	SCR_Get_MON_ALv	SCR_Get_MON_SAR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_SDR	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_DefLayer	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_HR	SCR_Get_EXTURRET_IMP	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_KDRank	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_EXTURRET_DefIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	50111	Summon_MightyVictor	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	122	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1.26	NEUTRAL	Mighty Victor	None	0	1	0	0	0	0	250	0	102	NO	YES	0	0	FALSE	FALSE	5	112	45	0	NO	840	0	900000	60	0	0	0	0	0	400	0	0	0	100	100	None	100	100	0	1	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	<$>49525</>	0	0	0	0	0	30	0	0	0	1	0	30	0	30	0	0	0	0	0	341	0	0	0	0	0	Golem	1	0	0	5	0	0	YES	0	0	69	50	0.7	MonAndPC	1	Summon_MightyVictor	100	YES	S	MEDIUM	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_EXPERTDOLL	721	TRUE	YES	171	27	CTYPE
0	0	0	1433	0	0	0	37	1	0	0	0	0	Splash	0	0	None	None	none	0	0	0	120	180	1600	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	100210	Monster_Asoka_Quest	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	144	0	1	0	MEDIUM	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	1	NEUTRAL	Asoka	None	0	1	0	0	0	0	250	0	120	YES	YES	0	0	TRUE	TRUE	25	112	30	0	YES	1400	0	0	120	0	0	0	0	0	742	0	0	0	100	100	None	200	100	0	1	None	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	<$>47065</>	0	0	0	0	0	70	0	0	0	0	0	70	0	70	0	70	0	0	0	571	0	80	0	0	0	Human	1	0	0	12	0	0	YES	0	0	0	206.25	1	MonAndPC	1	Monster_Mifuyu	50	YES	M	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	1	3	150	Circle	0	0	MON_AGGRESSIVE	1843.25	FALSE	YES	571	24	ATYPE
0	0	0	2467	0	0	0	12	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	150	200	1	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	111420	Mission_skeletontb_mi_ev	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	180	0	1	0	SOFT	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	NEUTRAL	Skeleton Excutioner	None	0	1	0	0	0	0	250	0	150	NO	YES	0	0	FALSE	FALSE	15	1	45	0	YES	1400	0	0	1	0	0	200	0	0	569	0	0	0	100	100	None	100	100	0	1	None	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	<$>101145</>	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	Home	1	0	0	5	0	0	YES	0	0	0	1	1	PC	1	Mission_skeletontb	100	YES	S	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	32.7	TRUE	YES	517	1	BTYPE
0	0	0	2867	0	0	0	17	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	235	302	320.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	111562	Monster_Elcinos_Elite_JPN	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	282	0	1	0	SOFT	86120	Recipe_RescueSuit_Veteran	10000	1	21317	PonySkin	700	1	21318	OutrawCigar	700	1	21320	ShotOfMarksman	700	1	21322	PeaceSymbol	700	1	21323	MantisHead	700	1	7285	0	0	15000	2	2	73	5463	743	40.631	NEUTRAL	Elcinos Elite	None	0	2	0	0	0	0	250	0	235	NO	YES	0	0	FALSE	FALSE	25	112	45	0	YES	2352	0	0	107	0	0	0	0	0	246	0	0	0	100	100	None	126	100	0	2	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	<$>49053</>	0	0	0	0	0	20	0	0	0	0	0	20	0	20	0	31	0	0	0	961	0	30	0	0	0	Creature	1	0	0	7	0	0	YES	0	0	231	30.3	1.68	PC	1	Monster_Elcinos_Elite	100	YES	S	MEDIUM	2000	0	0	0	CloseTarget	None	None	None	2	0	0	0	40142	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	368.5	FALSE	YES	223	43	CTYPE
0	0	0	2050	0	0	0	16	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	86	130	162.3	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	111882	Monster_Icewolf_Elite_JPN	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	103	0	1	0	SOFT	21214	WolfsFur	16	1	21224	Malachite	16	1	60205	TheGrimWight	10000	1	0	None	0	0	0	None	0	0	21663	Wolfmeat	29	1	18817	0	0	0	1	2	188	14112	1919	21.945	ICE	Snowfield wolf Elite	None	0	2	0	0	0	0	250	0	86	NO	YES	0	0	FALSE	FALSE	10	112	45	0	NO	2500	0	0	106	0	0	0	0	0	139	0	0	0	100	100	None	108	100	0	0	None	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	<$>49110</>	0	0	0	0	0	50	0	0	0	0	0	90	0	-50	0	31	0	0	0	799	0	30	0	0	0	Creature	1	0	0	8	0	0	YES	0	0	371	22.1	4.32	PC	1	Monster_Icewolf_Elite	100	YES	M	SMALL	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVERUN	202.4	FALSE	YES	127	41	ATYPE
0	0	0	2950	0	0	0	17	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	315	342	162.9	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	111902	Monster_SnowfieldSwampmonkey_Elite_JPN	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	378	0	1	0	SOFT	21260	SpoolOfIce	33	1	21218	BlueStone	10	1	21234	MatamorphosisStone	8	1	21213	IceCrystal	7	1	62107	MoonstoneRod_Elite	10000	1	21664	Beet	29	1	17425	0	0	0	1	2	174	13068	1777	22.066	ICE	Snowfield Swamp monkey Elite	None	0	2	0	0	0	0	250	0	315	NO	YES	0	0	FALSE	FALSE	10	112	45	0	NO	2500	0	0	109	0	0	0	0	0	290	0	0	0	100	100	None	360	100	0	2	None	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	<$>49116</>	0	0	0	0	0	50	0	0	0	0	0	90	0	-50	0	31	0	0	0	618	0	31	0	0	0	Creature	1	0	0	8	0	0	YES	0	0	93	22.6	1.8	PC	1	Monster_SnowfieldSwampmonkey_Elite	100	YES	S	LARGE	2	0	0	0	PerNormalAttack	None	None	None	10	0	0	0	40083	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	204.5	FALSE	YES	264	59	ATYPE
0	0	0	2400	0	0	0	19	1	0	0	0	0	Single	0	0	None	None	none	0	0	0	158	238	93.1	SCR_Get_MON_ALv	SCR_Get_MON_AR	SCR_Get_MON_ASPD	SCR_Get_MON_AtkLayer	SCR_Get_MON_BLK	SCR_Get_MON_CRT	SCR_Get_MON_DAM	SCR_Get_MON_DEF	SCR_Get_MON_DLv	SCR_Get_MON_DR	SCR_Get_MON_DefIP	SCR_Get_MON_DefLayer	SCR_Get_MON_FireIP	SCR_Get_MON_HR	SCR_Get_MON_IMP	SCR_Get_MON_IceIP	SCR_Get_MON_KDRank	SCR_Get_MON_LgtIP	SCR_Get_MON_MHP	SCR_Get_MON_MKP	SCR_Get_MON_MSPD	SCR_Get_MON_PR	SCR_Get_MON_PsyIP	SCR_Get_MON_RFIRE	SCR_Get_MON_RICE	SCR_Get_MON_RLGHT	SCR_Get_MON_RPSY	SCR_Get_MON_RSTAT	SCR_Get_MON_Reflection	SCR_Get_MON_MonDam	SCR_Get_MON_PCDam	0	0	0	111942	Monster_SnowfieldBear_Elite_JPN	MELEE	0	0	0	100	0	0	0	0	0	0	0	0	0	190	0	1	0	MEDIUM	21228	TangledFloccus	33	1	21234	MatamorphosisStone	8	1	21213	IceCrystal	7	1	21264	EldoomNail	16	1	11707	ShaftHammer1	30000	1	60407	DemonSlayer	10000	1	17889	0	0	0	1	2	179	13416	1825	13.802	ICE	Snowfileld Bear Elite	None	0	2	0	0	0	0	250	0	158	NO	YES	0	0	FALSE	FALSE	25	112	45	0	NO	1848	0	0	108	0	0	0	0	0	191	0	0	0	100	100	None	198	100	0	1	None	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	<$>49125</>	0	0	0	0	0	50	0	0	0	0	0	90	0	-50	0	31	0	0	0	670	0	30	0	0	0	Creature	1	0	0	8	0	0	YES	0	0	199	18.9	1.32	PC	1	Monster_SnowfieldBear_Elite	100	YES	M	LARGE	0	0	0	0	None	None	None	None	0	0	0	0	0	0	0	0	0	0	0	None	0	0	MON_AGGRESSIVE	132	FALSE	YES	174	36	CTYPE
