ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	MapWarp	Name	PosX	PosY	PosZ	Script	ShopName
3	LOS_BASIC_ANVIL	npc_com_anvil2	137	FALSE	None	None	None	<$>51674</>	7644	-2245	103	LOS_BASIC_ANVIL	None
4	LOS_BASIC_OLDMAN	paoloviaje1	165	FALSE	minimap_reinforce.bmp	<$>64839</>	None	<$>64839</>	7915	-1967	85	LOS_BASIC_OLDMAN	None
5	LOS_BASIC_BOX	npc_btl_auch03_box	271	FALSE	None	None	None	<$>4498</>	-4108	1822	425	LOS_BASIC_BOX	None
6	LOS_BASIC_OUT-LOS_BASIC_IN	EntranceArrow	172	FALSE	minimap_warpIn.bmp	<$>63926</>	INSIDE	<$>63926</>	4740	-1022	78	TR_LOS_BASIC_IN	None
7	C1_LOS_BURLON	dietrich	274	FALSE	minimap_npc.bmp	<$>64840</>	None	<$>64840</>	-3937	1772	422	C1_LOS_BURLON	None
8	WAYPOINT_LOS_BASIC	WAYPOINT_ONROAD	314	FALSE	minimap_waypoint.bmp	<$>64841</>	None	<$>64841</>	5823	145	86	WAYPOINT_LOS_BASIC	None
9	C1_LOS_LOSCARLOS	COIM_FISHb	25	FALSE	minimap_npc.bmp	<$>51813</>	None	<$>51813</>	6657	-1908	80	C1_LOS_LOSCARLOS	<$>51813</>
10	C1_LOS_JOHNNY	COM_JOHNNY	255	FALSE	minimap_npc.bmp	<$>64842</>	None	<$>64842</>	5152	177	45	C1_LOS_JOHNNY	None
11	NPC_MSG_BULON_SEC	NPC_FALLENROCK	281	FALSE	None	None	None	None	4663	461	22	NPC_MSG_BULON_SEC	None
20	TR_MSG_BULON07	TutorialTrigger_Black_3m	0	FALSE	None	None	None	None	6132	-940	66	TR_MSG_BULON07	None
21	TR_MSG_BULON09	TutorialTrigger_Black_3m	0	FALSE	None	None	None	None	5696	-224	75	TR_MSG_BULON09	None
22	TR_MSG_BULON11	TutorialTrigger_Black_3m	0	FALSE	None	None	None	None	6053	-833	68	TR_MSG_BULON11	None
23	TR_MSG_BULON13	TutorialTrigger_Black_3m	0	FALSE	None	None	None	None	6888	-964	107	TR_MSG_BULON13	None
