AccomplishID	AccomplishName	AccomplishPoint	CheckProperty	CheckType	ClassID	ClassName	Desc	IsContinue	RewardItem	Stage	SysMsg	Title	Type
1	LatestMaxCommLv	6	LatestMaxCommLv, 3	CommProp	1	LatestMaxCommLv3	<$>161302</>	TRUE	40701, 1	1	<$>161303</>	<$>161301</>	General
1	LatestMaxCommLv	10	LatestMaxCommLv, 5	CommProp	2	LatestMaxCommLv5	<$>161305</>	TRUE	40702, 1	2	<$>161303</>	<$>161304</>	General
1	LatestMaxCommLv	14	LatestMaxCommLv, 7	CommProp	3	LatestMaxCommLv7	<$>161307</>	TRUE	40703, 1	3	<$>161303</>	<$>161306</>	General
1	LatestMaxCommLv	20	LatestMaxCommLv, 10	CommProp	4	LatestMaxCommLv10	<$>161309</>	TRUE	40704, 1	4	<$>161303</>	<$>161308</>	General
1	LatestMaxCommLv	32	LatestMaxCommLv, 15	CommProp	5	LatestMaxCommLv15	<$>161311</>	TRUE	40705, 1	5	<$>161303</>	<$>161310</>	General
1	LatestMaxCommLv	44	LatestMaxCommLv, 20	CommProp	6	LatestMaxCommLv20	<$>161313</>	TRUE	40706, 1	6	<$>161303</>	<$>161312</>	General
1	LatestMaxCommLv	58	LatestMaxCommLv, 25	CommProp	7	LatestMaxCommLv25	<$>161315</>	TRUE	40707, 1	7	<$>161303</>	<$>161314</>	General
1	LatestMaxCommLv	72	LatestMaxCommLv, 30	CommProp	8	LatestMaxCommLv30	<$>161317</>	TRUE	40708, 1	8	<$>161303</>	<$>161316</>	General
1	LatestMaxCommLv	88	LatestMaxCommLv, 35	CommProp	9	LatestMaxCommLv35	<$>161319</>	TRUE	40709, 1	9	<$>161303</>	<$>161318</>	General
1	LatestMaxCommLv	104	LatestMaxCommLv, 40	CommProp	10	LatestMaxCommLv40	<$>161321</>	TRUE	40710, 1	10	<$>161303</>	<$>161320</>	General
1	LatestMaxCommLv	122	LatestMaxCommLv, 45	CommProp	11	LatestMaxCommLv45	<$>161323</>	TRUE	40711, 1	11	<$>161303</>	<$>161322</>	General
1	LatestMaxCommLv	140	LatestMaxCommLv, 50	CommProp	12	LatestMaxCommLv50	<$>161325</>	TRUE	40712, 1	12	<$>161303</>	<$>161324</>	General
1	LatestMaxCommLv	160	LatestMaxCommLv, 55	CommProp	13	LatestMaxCommLv55	<$>161327</>	TRUE	40713, 1	13	<$>161303</>	<$>161326</>	General
1	LatestMaxCommLv	180	LatestMaxCommLv, 60	CommProp	14	LatestMaxCommLv60	<$>161329</>	TRUE	40714, 1	14	<$>161303</>	<$>161328</>	General
1	LatestMaxCommLv	202	LatestMaxCommLv, 65	CommProp	15	LatestMaxCommLv65	<$>161331</>	TRUE	40715, 1	15	<$>161303</>	<$>161330</>	General
1	LatestMaxCommLv	224	LatestMaxCommLv, 70	CommProp	16	LatestMaxCommLv70	<$>161333</>	TRUE	40716, 1	16	<$>161303</>	<$>161332</>	General
1	LatestMaxCommLv	248	LatestMaxCommLv, 75	CommProp	17	LatestMaxCommLv75	<$>161335</>	TRUE	40717, 1	17	<$>161303</>	<$>161334</>	General
1	LatestMaxCommLv	272	LatestMaxCommLv, 80	CommProp	18	LatestMaxCommLv80	<$>161337</>	TRUE	40718, 1	18	<$>161303</>	<$>161336</>	General
201	CommPlay	10	AP_AttendanceCheck, 1	CommProp	201	Game1	<$>161339</>	TRUE	40776, 1	1	<$>161303</>	<$>161338</>	General
201	CommPlay	70	AP_AttendanceCheck, 7	CommProp	202	Game2	<$>192800</>	TRUE	40777, 1	2	<$>161303</>	<$>161340</>	General
201	CommPlay	300	AP_AttendanceCheck, 30	CommProp	203	Game3	<$>192801</>	TRUE	40778, 1	3	<$>161303</>	<$>161342</>	General
201	CommPlay	900	AP_AttendanceCheck, 90	CommProp	204	Game4	<$>192802</>	TRUE	40779, 1	4	<$>161303</>	<$>161344</>	General
201	CommPlay	1800	AP_AttendanceCheck, 180	CommProp	205	Game5	<$>192803</>	TRUE	40780, 1	5	<$>161303</>	<$>161346</>	General
201	CommPlay	3650	AP_AttendanceCheck, 365	CommProp	206	Game6	<$>192804</>	TRUE	40781, 1	6	<$>161303</>	<$>161348</>	General
201	CommPlay	7300	AP_AttendanceCheck, 730	CommProp	207	Game7	<$>192805</>	TRUE	40781, 2	7	<$>161303</>	<$>161350</>	General
201	CommPlay	10950	AP_AttendanceCheck, 1095	CommProp	208	Game8	<$>192806</>	TRUE	40781, 3	8	<$>161303</>	<$>161352</>	General
