Arbitrary	ClassID	ClassName	GroupName	ItemID	ItemName	ItemTab	LimitCount	LimitDay	hot_item
1	59995	SHOP_MERCENARY_SHOP_TEST_59995	MERCENARY_SHOP_TEST	21828	MercenaryPermission_test	0	0	0	0
1	59993	SHOP_MERCENARY_SHOP_59993	MERCENARY_SHOP	21822	MercenaryPermission	0	0	0	0
1	61001	SHOP_ENCHANTCHIP_SHOP_61001	ENCHANTCHIP_SHOP	21907	CouponLv_1	0	0	0	0
80	61002	SHOP_ENCHANTCHIP_SHOP_61002	ENCHANTCHIP_SHOP	21920	CouponLv_20	0	0	0	0
84	61003	SHOP_ENCHANTCHIP_SHOP_61003	ENCHANTCHIP_SHOP	21921	CouponLv_21	0	0	0	0
1	61004	SHOP_ENCHANTCHIP_SHOP_61004	ENCHANTCHIP_SHOP	210201	Redmercury_30_W100	0	0	0	0
1	61005	SHOP_ENCHANTCHIP_SHOP_61005	ENCHANTCHIP_SHOP	210202	Redmercury_31_W100	0	0	0	0
1	61006	SHOP_ENCHANTCHIP_SHOP_61006	ENCHANTCHIP_SHOP	210203	Redmercury_32_W100	0	0	0	0
1	61007	SHOP_ENCHANTCHIP_SHOP_61007	ENCHANTCHIP_SHOP	210204	Redmercury_33_W100	0	0	0	0
1	61008	SHOP_ENCHANTCHIP_SHOP_61008	ENCHANTCHIP_SHOP	210251	Redmercury_27_A100	0	0	0	0
1	61009	SHOP_ENCHANTCHIP_SHOP_61009	ENCHANTCHIP_SHOP	210252	Redmercury_28_A100	0	0	0	0
1	61010	SHOP_ENCHANTCHIP_SHOP_61010	ENCHANTCHIP_SHOP	210253	Redmercury_29_A100	0	0	0	0
1	61011	SHOP_ENCHANTCHIP_SHOP_61011	ENCHANTCHIP_SHOP	210254	Redmercury_30_A100	0	0	0	0
1	61012	SHOP_ENCHANTCHIP_SHOP_61012	ENCHANTCHIP_SHOP	210255	Redmercury_32_A100	0	0	0	0
1	61500	SHOP_BATTLE_SHOP_61500	BATTLE_SHOP	23262	Battleflag	0	0	0	0
1	61501	SHOP_BATTLE_SHOP_61501	BATTLE_SHOP	23261	Scaninvisible	0	0	0	0
1	61503	SHOP_BATTLE_SHOP_61503	BATTLE_SHOP	189054	Clique_HealingPotion	0	0	0	0
1	61504	SHOP_BATTLE_SHOP_61504	BATTLE_SHOP	189051	ShinyIorn	0	0	0	0
1	61505	SHOP_BATTLE_SHOP_61505	BATTLE_SHOP	189057	CliquePoison	0	0	0	0
1	61506	SHOP_BATTLE_SHOP_61506	BATTLE_SHOP	189058	Clique_Gunpowder2	0	0	0	0
1	61507	SHOP_BATTLE_SHOP_61507	BATTLE_SHOP	189059	Clique_Supply	0	0	0	0
1	61508	SHOP_BATTLE_SHOP_61508	BATTLE_SHOP	23210	IntensifiedHF3	0	0	0	0
1	61509	SHOP_BATTLE_SHOP_61509	BATTLE_SHOP	23121	IntensifiedSF	0	0	0	0
1	61510	SHOP_BATTLE_SHOP_61510	BATTLE_SHOP	23218	Potion_HPUP5000	0	0	0	0
1	61511	SHOP_BATTLE_SHOP_61511	BATTLE_SHOP	23222	Potion_SPUP500	0	0	0	0
1	61512	SHOP_BATTLE_SHOP_61512	BATTLE_SHOP	20003	Mitridart	0	0	0	0
1	61517	SHOP_BATTLE_SHOP_61517	BATTLE_SHOP	21100	RessurrectivePotion	0	0	0	0
1	61518	SHOP_BATTLE_SHOP_61518	BATTLE_SHOP	21113	ToolsetBox	0	0	0	0
1	61519	SHOP_BATTLE_SHOP_61519	BATTLE_SHOP	21114	MagicalOrb	0	0	0	0
1	61520	SHOP_BATTLE_SHOP_61520	BATTLE_SHOP	21115	ElementalOrb	0	0	0	0
1	61521	SHOP_BATTLE_SHOP_61521	BATTLE_SHOP	21613	FireStone	0	0	0	0
1	61522	SHOP_BATTLE_SHOP_61522	BATTLE_SHOP	21614	IceStone	0	0	0	0
1	61523	SHOP_BATTLE_SHOP_61523	BATTLE_SHOP	21615	WindStone	0	0	0	0
1	70200	SHOP_FESO_WCC_ITEMSHOP_70200	FESO_WCC_ITEMSHOP	88295	WareSlot_300_30day	0	0	0	0
1	70201	SHOP_FESO_WCC_ITEMSHOP_70201	FESO_WCC_ITEMSHOP	88296	WareSlot_300_60day	0	0	0	0
1	70202	SHOP_FESO_WCC_ITEMSHOP_70202	FESO_WCC_ITEMSHOP	88297	WareSlot_300_90day	0	0	0	0
1	70203	SHOP_FESO_WCC_ITEMSHOP_70203	FESO_WCC_ITEMSHOP	75318	MoonStone	0	0	0	0
1	70204	SHOP_FESO_WCC_ITEMSHOP_70204	FESO_WCC_ITEMSHOP	75330	GrowthStone	0	0	0	0
1	70205	SHOP_FESO_WCC_ITEMSHOP_70205	FESO_WCC_ITEMSHOP	28007	SteelBulletbox_1day	0	0	0	0
1	70206	SHOP_FESO_WCC_ITEMSHOP_70206	FESO_WCC_ITEMSHOP	28009	FullMetalShellBox_1day	0	0	0	0
1	70207	SHOP_FESO_WCC_ITEMSHOP_70207	FESO_WCC_ITEMSHOP	21375	Pet_Food	0	0	0	0
1	70208	SHOP_FESO_WCC_ITEMSHOP_70208	FESO_WCC_ITEMSHOP	23118	BulletBox_Element	0	0	0	0
1	70209	SHOP_FESO_WCC_ITEMSHOP_70209	FESO_WCC_ITEMSHOP	23119	BulletBox_Psychic	0	0	0	0
1	70210	SHOP_FESO_WCC_ITEMSHOP_70210	FESO_WCC_ITEMSHOP	23122	BulletBox_Metal	0	0	0	0
1	70211	SHOP_FESO_WCC_ITEMSHOP_70211	FESO_WCC_ITEMSHOP	21046	RecallFrScroll	0	0	0	0
1	70212	SHOP_FESO_WCC_ITEMSHOP_70212	FESO_WCC_ITEMSHOP	21425	Pet_Box_Sith	0	0	0	0
1	70213	SHOP_FESO_WCC_ITEMSHOP_70213	FESO_WCC_ITEMSHOP	21422	Pet_Box_Panpan	0	0	0	0
1	70214	SHOP_FESO_WCC_ITEMSHOP_70214	FESO_WCC_ITEMSHOP	21421	Pet_Box_Pigling	0	0	0	0
1	70215	SHOP_FESO_WCC_ITEMSHOP_70215	FESO_WCC_ITEMSHOP	88300	allWarp_Twenty_30days	0	0	0	0
1	70216	SHOP_FESO_WCC_ITEMSHOP_70216	FESO_WCC_ITEMSHOP	20499	BulletBox_Steel	0	0	0	0
1	70217	SHOP_FESO_WCC_ITEMSHOP_70217	FESO_WCC_ITEMSHOP	20500	BulletBox_SteelBolt	0	0	0	0
1	70218	SHOP_FESO_WCC_ITEMSHOP_70218	FESO_WCC_ITEMSHOP	23127	BulletBox_Large	0	0	0	0
1	70219	SHOP_FESO_WCC_ITEMSHOP_70219	FESO_WCC_ITEMSHOP	20716	TriumphFiller_1	0	0	0	0
1	70220	SHOP_FESO_WCC_ITEMSHOP_70220	FESO_WCC_ITEMSHOP	20062	TeleportScroll	0	0	0	0
1	70221	SHOP_FESO_WCC_ITEMSHOP_70221	FESO_WCC_ITEMSHOP	23531	Meele_Ampul_1m	0	0	0	0
1	70222	SHOP_FESO_WCC_ITEMSHOP_70222	FESO_WCC_ITEMSHOP	23532	Shooting_Ampul_1m	0	0	0	0
1	70223	SHOP_FESO_WCC_ITEMSHOP_70223	FESO_WCC_ITEMSHOP	23533	Magic_Ampul_1m	0	0	0	0
1	70224	SHOP_FESO_WCC_ITEMSHOP_70224	FESO_WCC_ITEMSHOP	88441	WareSlot_400_30day	0	0	0	0
1	70225	SHOP_FESO_WCC_ITEMSHOP_70225	FESO_WCC_ITEMSHOP	88442	WareSlot_400_60day	0	0	0	0
1	70226	SHOP_FESO_WCC_ITEMSHOP_70226	FESO_WCC_ITEMSHOP	88443	WareSlot_400_90day	0	0	0	0
1	58103	SHOP_FESO_ITEMSHOPTEST_58103	FESO_ITEMSHOP	75317	SunStone	1	0	0	0
1	58104	SHOP_FESO_ITEMSHOPTEST_58104	FESO_ITEMSHOP	75318	MoonStone	1	0	0	0
1	58105	SHOP_FESO_ITEMSHOPTEST_58105	FESO_ITEMSHOP	75330	GrowthStone	1	0	0	0
1	58106	SHOP_FESO_ITEMSHOPTEST_58106	FESO_ITEMSHOP	20964	WhiteHouse_2	2	0	0	0
1	58107	SHOP_FESO_ITEMSHOPTEST_58107	FESO_ITEMSHOP	23441	Meele_Potion	2	0	0	0
1	58108	SHOP_FESO_ITEMSHOPTEST_58108	FESO_ITEMSHOP	23442	Shooting_Potion	2	0	0	0
1	58109	SHOP_FESO_ITEMSHOPTEST_58109	FESO_ITEMSHOP	23443	Magic_Potion	2	0	0	0
