AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncMHP	IncMSP	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	12	0	0	None	hit_fist1.ogg	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17000	NoHead	None	NO	0	FALSE	1	0	HEAD	0	<$>13438</>	0	10	0	0	None	None	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	NoArmor	HEAD	None	None	0	0	FALSE	it_m_nohead	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	FALSE	<$>13438</>	SYS_item_column_red	0	<$>13438</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	17000	1.6	None	0	0	None	None	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17001	Hat	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38205</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_hat	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29094</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38206</>	1	17001	1.6	None	17	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	8	TRUE	2	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17002	RoundtopHat	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38207</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Roundtop Hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_roundtophat	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29095</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	180	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38208</>	1	17002	1.6	None	55	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	16	TRUE	4	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17003	PanfiloHat	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38209</>	0	10	15	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Panfilo's Hat	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_panfilohat	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29123</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	5760	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38210</>	1	17003	1.6	None	1760	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	44	TRUE	11	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17004	Hawkeyes	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38211</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Hawkeyes	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_hawkeyes	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29124</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	126000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38212</>	1	17004	1.6	None	38500	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	72	TRUE	18	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17005	BlacksmithCap1	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38213</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Blacksmith cap	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_blacksmithcap1	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29125</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	3240	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38214</>	1	17005	1.6	None	990	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	40	TRUE	10	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17006	SnipersCap	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38215</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Sniper's cap	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_sniperscap	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29126</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	9000	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38216</>	1	17006	1.6	None	2750	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	48	TRUE	12	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17007	TargaTurbun	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38217</>	0	10	10	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Targa Turban	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_sharifhat	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29127</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	14400	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38218</>	1	17007	1.6	None	4400	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Male	TRUE	TRUE	52	TRUE	13	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17008	SwordmanHelm	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38219</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Swordman Helm	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_swordmanhelm	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29128</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2160	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38220</>	1	17008	1.6	None	660	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	36	TRUE	9	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Costume	<$>27297</>	Costume_Head	<$>175651</>	17009	TrooperHelm	Hat	NO	0	FALSE	1	0	HEAD	0	<$>38221</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	Trooper Helm	HEAD	equip_clothe.ogg	None	2147483647	0	FALSE	it_m_trooperhelm	0	0	0	Head	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	TRUE	<$>175651</>	SYS_item_column_red	0	<$>29129</>	None	0	1000	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	3240	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>38214</>	1	17009	1.6	None	990	0	None	<$>38093</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	40	TRUE	10	None	0	0	0
