ClassID	Group	ItemClassName	ItemCount	Notice
5	1	HonorCard_M	1	0
10	1	HonorCard_L	1	0
15	1	HonorCard_H	1	0
20	1	HonorCard_G	1	0
25	2	Ancient_Relic_Piece	1	0
30	3	Ancient_Relic	1	0
35	4	Ancient_Relic	1	0
40	5	Ancient_Gold_Relic_Piece	1	0
45	6	Ancient_Gold_Relic	1	0
50	11	LumpOfSliver	1	0
55	21	LumpOfGold	10	0
60	31	LumpOfPlatinum	1	0
65	32	LumpOfPlatinum	2	0
70	33	LumpOfPlatinum	5	0
75	41	GrowthStone	5	0
80	41	LumpOfPlatinum	3	0
85	42	GrowthStone	10	0
90	42	LumpOfPlatinum	6	0
95	43	GrowthStone	15	0
100	43	LumpOfPlatinum	9	0
105	51	GrowthStone	1	0
110	91	Token_Costume	1	0
115	101	MoonStone	5	0
120	111	MoonStone	1	0
125	121	MoonStone	3	0
130	131	ShinyCrystal	5	0
135	141	ShinyCrystal	10	0
140	151	ShinyCrystal	15	0
145	161	ShinyCrystal	20	0
150	171	ShinyCrystal	40	0
155	181	ShinyCrystal	60	0
160	191	ShinyCrystal	80	0
165	201	ShinyCrystal	150	0
170	211	ShinyCrystal	200	0
175	221	ShinyCrystal	300	0
180	231	ShinyCrystal	350	0
185	241	ShinyCrystal	500	0
190	251	ShinyCrystal	600	0
195	261	ShinyCrystal	700	0
200	271	Shiny_Crystal_Box	1	0
205	281	Shiny_Crystal_Box	2	0
210	282	Shiny_Crystal_Box	3	0
215	291	Shiny_Crystal_Box	5	0
220	295	Shiny_Crystal_Box	8	0
225	330	BellemBox_Cash	1	0
230	341	Pet_Food	20	0
235	351	SkelViscountRing	1	0
240	361	Black_Oxide	1	0
245	371	Devil_Dream	1	0
250	381	DragonHeart	1	0
255	391	SymbolOfNaraka	1	0
260	401	SymbolOfNaraka	2	0
265	401	Devil_Dream	2	0
270	421	GreenJewel2	5	0
275	421	BlueJewel2	5	0
280	421	RedJewel2	5	0
285	422	GreenJewel2	10	0
290	422	BlueJewel2	10	0
295	422	RedJewel2	10	0
300	431	RedJewel4	1	0
305	431	BlueJewel4	1	0
310	431	GreenJewel4	1	0
315	441	RedJewel4	2	0
320	441	BlueJewel4	2	0
325	441	GreenJewel4	2	0
330	442	RedJewel4	3	0
335	442	BlueJewel4	3	0
340	442	GreenJewel4	3	0
345	451	BlueJewel5	1	0
350	451	GreenJewel5	1	0
355	451	RedJewel5	1	0
360	461	LuminOre_Green	1	0
365	461	LuminOre_Blue	1	0
370	461	LuminOre_Yellow	1	0
375	461	LuminOre_Red	1	0
380	471	LuminOre_Yellow	2	0
385	471	LuminOre_Red	2	0
390	471	LuminOre_Blue	2	0
395	471	LuminOre_Green	2	0
400	481	LuminOre_Yellow	3	0
405	481	LuminOre_Red	3	0
410	481	LuminOre_Blue	3	0
415	481	LuminOre_Green	3	0
420	491	LuminOre_Yellow	5	0
425	491	LuminOre_Red	5	0
430	491	LuminOre_Blue	5	0
435	491	LuminOre_Green	5	0
440	492	LuminOre_Yellow	6	0
445	492	LuminOre_Red	6	0
450	492	LuminOre_Blue	6	0
455	492	LuminOre_Green	6	0
460	501	LuminOre_Yellow	7	0
465	501	LuminOre_Red	7	0
470	501	LuminOre_Blue	7	0
475	501	LuminOre_Green	7	0
480	511	LuminOre_Yellow	10	0
485	511	LuminOre_Red	10	0
490	511	LuminOre_Blue	10	0
495	511	LuminOre_Green	10	0
500	541	JormongandSkin	1	0
505	551	Recipe_RedJewel4	1	0
510	551	Recipe_BlueJewel4	1	0
515	551	Recipe_GreenJewel4	1	0
520	571	Recipe_DragonHeart	1	0
525	581	Expert_Gloves_Metal	1	0
530	581	Expert_Gloves_Leather	1	0
535	581	Expert_Gloves_Soft	1	0
540	591	Expert_Boots_Metal	1	0
545	591	Expert_Boots_Leather	1	0
550	591	Expert_Boots_Soft	1	0
555	601	Master_Gloves_Metal	1	0
560	601	Master_Gloves_Leather	1	0
565	601	Master_Gloves_Soft	1	0
570	611	Master_Boots_Metal	1	0
575	611	Master_Boots_Leather	1	0
580	611	Master_Boots_Soft	1	0
585	621	Recipe_Veterang_Earring	1	0
590	631	Recipe_Expert_Earring	1	0
595	641	Master_Earring	1	0
600	651	Recipe_ArgusEarring_INT	1	0
605	661	Recipe_ArgusEarring_STR	1	0
610	671	Recipe_AbyssShadow_DEX	1	0
615	681	Recipe_AbyssRevelation_AGI	1	0
620	691	Recipe_RichKing_CHA	1	0
625	701	Belt_ExpertSoft	1	0
