ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	MISSION_HO_SOSO_NPC_01	COM_BOYa2	0	FALSE	None	None	None	-1455	1552	14	MISSION_HO_SOSO_NPC	None
2	MISSION_HO_SOSO_NPC_02	COM_OLDMANa	0	FALSE	None	None	None	-1410	1665	15	MISSION_HO_SOSO_NPC	None
3	MISSION_HO_SOSO_NPC_03	COM_YEGANEH	0	FALSE	None	None	None	-1393	1725	16	MISSION_HO_SOSO_NPC	None
4	MISSION_HO_SOSO_NPC_04	COM_SELDEN	270	FALSE	None	None	None	-909	2003	21	MISSION_HO_SOSO_NPC	None
5	MISSION_HO_SOSO_NPC_05	COM_JOHNNY	0	FALSE	None	None	None	-1101	1935	21	MISSION_HO_SOSO_NPC	None
6	MISSION_HO_SOSO_NPC_06	COM_BOYa1	355	FALSE	None	None	None	-1242	1684	18	MISSION_HO_SOSO_NPC	None
7	MISSION_HO_SOSO_NPC_07	COM_GIRLa1	299	FALSE	None	None	None	-1193	1745	19	MISSION_HO_SOSO_NPC	None
8	MISSION_HO_SOSO_NPC_08	BELLEM_NPC	309	FALSE	None	None	None	-1399	1304	12	MISSION_HO_SOSO_NPC	None
9	MISSION_HO_SOSO_NPC_09	COM_BOYa2	157	FALSE	None	None	None	192	1127	21	MISSION_HO_SOSO_NPC	None
10	MISSION_HO_SOSO_NPC_10	COM_OLDMANa	317	FALSE	None	None	None	-611	2489	21	MISSION_HO_SOSO_NPC	None
11	MISSION_HO_SOSO_NPC_11	COM_JACK	174	FALSE	None	None	None	428	1113	21	MISSION_HO_SOSO_NPC	None
12	MISSION_HO_SOSO_NPC_12	COM_SELDEN	137	FALSE	None	None	None	282	292	21	MISSION_HO_SOSO_NPC	None
13	MISSION_HO_SOSO_NPC_13	COM_JOHNNY	144	FALSE	None	None	None	564	1637	21	MISSION_HO_SOSO_NPC	None
14	MISSION_HO_SOSO_NPC_14	COM_BOYa2	150	FALSE	None	None	None	406	1461	21	MISSION_HO_SOSO_NPC	None
15	MISSION_HO_SOSO_NPC_15	COM_BOYa1	270	FALSE	None	None	None	-603	2683	21	MISSION_HO_SOSO_NPC	None
16	MISSION_HO_SOSO_NPC_16	COM_BOYa1	154	FALSE	None	None	None	358	1168	21	MISSION_HO_SOSO_NPC	None
17	MISSION_HO_SOSO_NPC_17	COM_GIRLa2	286	FALSE	None	None	None	-808	2010	21	MISSION_HO_SOSO_NPC	None
18	MISSION_HO_SOSO_NPC_18	COM_BOYa1	113	FALSE	None	None	None	174	127	21	MISSION_HO_SOSO_NPC	None
19	MISSION_HO_SOSO_NPC_19	COM_BOYa2	293	FALSE	None	None	None	-709	2123	21	MISSION_HO_SOSO_NPC	None
20	MISSION_HO_SOSO_NPC_20	COM_YEGANEH	233	FALSE	None	None	None	385	441	30	MISSION_HO_SOSO_NPC	None
21	MISSION_HO_SOSO_NPC_21	COM_BOYa1	154	FALSE	None	None	None	404	199	30	MISSION_HO_SOSO_NPC	None
22	MISSION_HO_SOSO_NPC_22	COM_GIRLa2	348	FALSE	None	None	None	-1447	179	5	MISSION_HO_SOSO_NPC	None
23	MISSION_HO_SOSO_NPC_23	COM_BOYa1	259	FALSE	None	None	None	365	545	30	MISSION_HO_SOSO_NPC	None
24	MISSION_HO_SOSO_NPC_24	COM_OLDMANa	134	FALSE	None	None	None	260	188	21	MISSION_HO_SOSO_NPC	None
25	MISSION_HO_SOSO_NPC_25	COM_BOYa2	148	FALSE	None	None	None	182	528	21	MISSION_HO_SOSO_NPC	None
26	MISSION_HO_SOSO_NPC_26	COM_GIRLa2	178	FALSE	None	None	None	216	623	21	MISSION_HO_SOSO_NPC	None
27	MISSION_HO_SOSO_NPC_27	COM_BOYa2	336	FALSE	None	None	None	-1316	1411	14	MISSION_HO_SOSO_NPC	None
28	MISSION_HO_SOSO_NPC_28	COM_BOYa1	136	FALSE	None	None	None	215	1027	21	MISSION_HO_SOSO_NPC	None
29	MISSION_HO_SOSO_NPC_29	COM_GIRLa2	185	FALSE	None	None	None	439	1535	21	MISSION_HO_SOSO_NPC	None
30	MISSION_HO_SOSO_NPC_30	COM_GIRLa1	177	FALSE	None	None	None	312	954	21	MISSION_HO_SOSO_NPC	None
31	MISSION_HO_SOSO_NPC_31	COIM_BOYaB	198	FALSE	None	None	None	379	517	30	MISSION_HO_SOSO_NPC	None
