ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	TR_MISSION_YAGENEH01	COIM_GIRLb1	288	FALSE	None	None	None	5451	1904	256	TR_MISSION_TAYLOR	None
2	TR_MISSION_YAGENEH02	REB_COOK	71	FALSE	None	None	None	3512	-563	282	TR_MISSION_TAYLOR	None
3	TR_MISSION_YAGENEH03	REB_GIRLa2	126	FALSE	None	None	None	4987	156	289	TR_MISSION_TAYLOR	None
4	TR_MISSION_YAGENEH04	REB_GIRLa1	116	FALSE	None	None	None	4888	90	290	TR_MISSION_TAYLOR	None
5	TR_MISSION_YAGENEH05	REB_BANK	297	FALSE	None	None	None	5323	1815	252	TR_MISSION_TAYLOR	None
6	TR_MISSION_YAGENEH06	REB_WEP	140	FALSE	None	None	None	6024	895	255	TR_MISSION_TAYLOR	None
7	TR_MISSION_YAGENEH07	REB_SMITH	127	FALSE	None	None	None	5608	593	231	TR_MISSION_TAYLOR	None
8	TR_MISSION_YAGENEH08	REB_PEOP4	119	FALSE	None	None	None	5114	266	256	TR_MISSION_TAYLOR	None
9	TR_MISSION_YAGENEH09	REB_HOUSE	102	FALSE	None	None	None	3793	-583	296	TR_MISSION_TAYLOR	None
10	TR_MISSION_YAGENEH10	COIM_MER	150	FALSE	None	None	None	5751	704	238	TR_MISSION_TAYLOR	None
