ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	MASUNG_ERC	Teleportation2	282	FALSE	None	None	<$>29382</>	-1333	2148	0	MASUNG_ERC	None
2	MASUNG_SED	Teleportation2	282	FALSE	None	None	<$>29379</>	-1927	2104	0	MASUNG_SED	None
3	MASUNG_BAH	Teleportation2	282	FALSE	None	None	<$>29376</>	-2393	2046	0	MASUNG_BAH	None
4	MASUNG_UST	Teleportation2	282	FALSE	None	None	<$>7190</>	-2915	1959	0	MASUNG_UST	None
5	MASUNG_JAQ	Teleportation2	0	FALSE	None	None	<$>7189</>	-3577	1302	0	MASUNG_JAQ	None
6	MASUNG_TOR	Teleportation2	4	FALSE	None	None	<$>7188</>	-3554	591	0	MASUNG_TOR	None
7	MASUNG_POT	Teleportation2	1	FALSE	None	None	<$>7187</>	-3533	-57	0	MASUNG_POT	None
8	BOUNTY_OTH_SHOP	alchemist	152	FALSE	None	None	<$>64832</>	2482	-706	0	BOUNTY_OTH_SHOP	None
9	BOUNTY_ACC_SHOP	com_youngman1	152	FALSE	None	None	<$>64833</>	2141	-962	0	BOUNTY_ACC_SHOP	None
10	BOUNTY_CASH_SHOP	npc_feso_maria	152	FALSE	None	None	<$>214883</>	1908	-1207	0	BOUNTY_CASH_SHOP	None
11	SHOP_AUCH_CITEM	AUCH_ESMERALDA	90	FALSE	None	None	<$>99954</>	1179	-2085	0	SHOP_AUCH_CITEM	None
12	SHOP_MARKET	REB_AUCTION_DESK	90	FALSE	None	None	<$>64453</>	1706	-2040	0	SHOP_MARKET	None
14	MASUNG_TBK	structure_potaeffect	174	FALSE	None	None	<$>29375</>	3625	1539	0	MASUNG_TBK	None
15	MASUNG_SCT	structure_potaeffect	174	FALSE	None	None	<$>29378</>	3552	741	0	MASUNG_SCT	None
16	MASUNG_KTV	structure_potaeffect	176	FALSE	None	None	<$>29381</>	3526	-63	0	MASUNG_KTV	None
17	leonardo_cas	AUCH_LEON	90	FALSE	None	None	<$>10806</>	882	-2116	0	LEO_SERVICE	None
18	MASUNG_CAS01	structure_potaelec	270	FALSE	None	None	<$>96347</>	1516	2207	0	MASUNG_CAS01	None
19	MASUNG_CAS02	structure_potaelec	270	FALSE	None	None	<$>226147</>	2278	2153	0	MASUNG_CAS02	None
20	MASUNG_CAS03	structure_potaelec	270	FALSE	None	None	<$>226148</>	3039	1950	0	MASUNG_CAS03	None
23	INFINITO	WarpGateRaid	90	FALSE	None	None	<$>117909</>	-1229	-1774	0	INFINITO_CHALLENGE	None
