ClassID	ClassName	Comeback	Continuable	Direct	Instance	Layer	MapImage	MapName	MaxAlliance	MaxPlayer	MaxSlotCount	MinPlayer	MissionInfo	MissionResult	MissionRoom	Name	Resurrection	Script	ShowLevel	Tip	ToWin	UniqueRoom
1	mission_hostage	FALSE	NO	FALSE	mission_instance	0	btl_bst01.jpg	mission_hostage	1	10	10	1	mi1a10	mr10	mwr1a10	<$>92928</>	TRUE	mission_hostage	FALSE	<$>92945</>	<$>92944</>	NO
2	mission_bst_comebackhome	FALSE	NO	TRUE	mission_instance	0	mission_fivetwins.jpg	mission_bst_comebackhome	1	1	10	1	mi1a10	mr10	mwr1a102	<$>92929</>	TRUE	mission_bst_comebackhome	FALSE	None	None	NO
3	mission_bst_questioned	FALSE	NO	TRUE	mission_instance	0	mission_fivetwins.jpg	mission_bst_questioned	1	1	10	1	mi1a10	mr10	mwr1a102	<$>92930</>	TRUE	mission_bst_questioned	FALSE	None	None	NO
5	mission_encounter	FALSE	NO	TRUE	mission_instance	0	btl_bst01.jpg	mission_encounter	1	10	10	1	mi1a10	mr10	mwr1a10	<$>92931</>	TRUE	mission_encounter	TRUE	None	None	NO
6	mission_brutal_truth	FALSE	NO	TRUE	mission_instance	0	btl_bst01.jpg	mission_brutal_truth	1	10	10	1	mi1a10	mr10	mwr1a10	<$>92932</>	TRUE	mission_brutal_truth	TRUE	None	None	NO
8	mission_valentine2013	FALSE	NO	TRUE	mission_instance	0	None	mission_valentine2013	1	1	1	1	miboss	mr30	mwr1a30	<$>95095</>	TRUE	mission_valentine2013	FALSE	<$>48128</>	<$>48128</>	NO
9	mission_event_lieday	FALSE	NO	TRUE	mission_instance	0	None	mission_event_lieday	1	1	1	1	miboss	mr10	mwr1a12	<$>99265</>	TRUE	mission_event_lieday	FALSE	<$>48128</>	<$>48128</>	NO
11109	mission_rumblefight	FALSE	NO	FALSE	mission_instance	0	None	mission_rumblefight	1	6	6	1	mi1a10	mr10	mwr1a10	<$>125266</>	TRUE	mission_rumblefight	FALSE	<$>48128</>	<$>117354</>	NO
11110	mission_rumblefight1	FALSE	NO	FALSE	mission_instance	0	None	mission_rumblefight1	1	6	6	1	mi1a10	mr10	mwr1a10	<$>125267</>	TRUE	mission_rumblefight1	FALSE	<$>48128</>	<$>117354</>	NO
11111	mission_liberty	FALSE	NO	FALSE	mission_instance	0	mission_liberty.jpg	mission_liberty	2	15	30	1	mi2a15	mr15	mwr2a15	<$>47557</>	TRUE	mission_liberty	FALSE	<$>48070</>	<$>48069</>	NO
11112	mission_tournament	FALSE	NO	FALSE	mission_instance	0	mission_liberty.jpg	mission_tournament	2	15	30	1	mi2a15	mr15	None	<$>47558</>	TRUE	mission_tournament	FALSE	<$>48128</>	<$>104965</>	NO
11113	mission_farm_magicbean2	FALSE	NO	TRUE	mission_instance	0	mission_alq_treasure.jpg	mission_farm_magicbean2	1	1	10	1	mi1a10	mr10	mwr1a10	<$>163239</>	TRUE	mission_farm_magicbean2	FALSE	<$>48128</>	<$>48128</>	NO
11121	mission_poisonyard	FALSE	NO	FALSE	mission_instance	0	mission_poisonyard.jpg	mission_poisonyard	2	15	30	1	mi2a15	mr15	mwr2a15	<$>47547</>	TRUE	mission_poisonyard	FALSE	<$>48128</>	<$>48072</>	NO
11141	mission_ramiro	FALSE	NO	TRUE	mission_instance	0	mission_ramiro.jpg	mission_ramiro	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47559</>	TRUE	mission_ramiro	FALSE	<$>48075</>	<$>48074</>	NO
11143	mission_arbremon_H	FALSE	NO	FALSE	mission_instance	16	mission_arbremon.jpg	mission_arbremon_H	1	12	12	1	miboss	mr30	mwr1a30	<$>119202</>	TRUE	mission_arbremon_H	FALSE	<$>48128</>	<$>103217</>	NO
11144	mission_bsthero	FALSE	NO	FALSE	mission_instance	0	mission_bsthero.jpg	mission_bsthero	1	12	12	1	miboss	mr30	mwr1a12	<$>119199</>	TRUE	mission_bsthero	FALSE	<$>88797</>	<$>105029</>	NO
11145	mission_darkpriest_H	FALSE	NO	FALSE	mission_instance	0	dun_arm01.jpg	mission_darkpriest_H	1	12	12	3	mi1a10	mr10	mwr1a12	<$>219403</>	TRUE	mission_darkpriest_H	TRUE	<$>117357</>	<$>117356</>	NO
11169	mission_dun_caslucifer01	FALSE	YES	TRUE	mission_instance	2	no_map.jpg	mission_dun_caslucifer01	1	1	1	1	mi1a10	mr10	mwr1a12	<$>133718</>	TRUE	mission_dun_caslucifer01	FALSE	<$>125295</>	<$>125294</>	NO
11180	mission_dun_caslucifer01_p	FALSE	YES	FALSE	mission_instance	3	no_map.jpg	mission_dun_caslucifer01_p	1	3	3	1	mi1a10	mr10	mwr1a12	<$>133719</>	TRUE	mission_dun_caslucifer01_p	FALSE	<$>125295</>	<$>125294</>	NO
11181	mission_dun_caslucifer02	FALSE	YES	FALSE	mission_instance	0	no_map.jpg	mission_dun_caslucifer02	1	1	1	1	mi1a10	mr10	mwr1a12	<$>133124</>	TRUE	mission_dun_caslucifer02	FALSE	<$>125295</>	<$>125294</>	NO
11261	mission_alq_boss_a	FALSE	NO	TRUE	mission_instance	0	mission_alq_boss.jpg	mission_alq_boss_a	1	1	10	1	mi1a10	mr10	mwr1a10	<$>29425</>	TRUE	mission_alq_boss_a	FALSE	<$>103709</>	<$>104966</>	NO
11264	mission_latem	FALSE	NO	TRUE	mission_instance	0	mission_latem.jpg	mission_latem	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13687</>	TRUE	mission_latem	FALSE	<$>48079</>	<$>48078</>	NO
11271	mission_ttr_boss_a	FALSE	NO	TRUE	mission_instance	0	mission_ttr_boss.jpg	mission_ttr_boss_a	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47562</>	TRUE	mission_ttr_boss_a	FALSE	<$>48081</>	<$>104967</>	NO
11272	mission_mayevent	FALSE	NO	TRUE	mission_instance	0	mission_alq_treasure.jpg	mission_mayevent	1	1	10	1	mi1a10	mr10	mwr1a10	<$>129049</>	TRUE	mission_mayevent	FALSE	<$>48128</>	<$>48128</>	NO
11281	mission_ptv_boss_a	FALSE	NO	FALSE	mission_instance	0	mission_ptv_boss.jpg	mission_ptv_boss_a	1	30	30	1	miboss	mr30	mwr1a30	<$>47469</>	TRUE	mission_ptv_boss_a	FALSE	<$>103710</>	<$>104968</>	NO
11291	mission_lostship	FALSE	NO	TRUE	mission_instance	0	mission_lostship.jpg	mission_lostship	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47565</>	TRUE	mission_lostship	FALSE	<$>48086</>	<$>104969</>	NO
11301	mission_quarry	FALSE	NO	TRUE	mission_instance	0	mission_quarry.jpg	mission_quarry	1	1	10	1	mi1a10	mr10	mwr1a10	<$>48087</>	TRUE	mission_quarry	FALSE	<$>48089</>	<$>48088</>	NO
11311	mission_rebwepshop	FALSE	NO	TRUE	mission_instance	0	mission_wepshop.jpg	mission_rebwepshop	1	1	10	1	mi1a10	mr10	mwr1a10	<$>48090</>	TRUE	mission_rebwepshop	FALSE	<$>48092</>	<$>48091</>	NO
11312	mission_grace	FALSE	NO	TRUE	mission_instance	0	mission_wepshop.jpg	mission_grace	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13164</>	TRUE	mission_grace	FALSE	<$>48094</>	<$>48093</>	NO
11313	mission_palace_NM	FALSE	YES	FALSE	mission_instance	37	mission_palace.jpg	mission_palace_NM	1	3	3	1	miboss	mr10	mwr1a12	<$>143884</>	TRUE	mission_palace_NM	FALSE	<$>97255</>	<$>104995</>	NO
11321	mission_versus	TRUE	NO	FALSE	mission_instance	0	mission_versus.jpg	mission_versus	2	1	2	1	None	mr10	mwr2a1	<$>47569</>	TRUE	mission_versus	FALSE	<$>48096</>	<$>104970</>	NO
11322	mission_yageneh	FALSE	NO	TRUE	mission_instance	0	mission_yeganeh.jpg	mission_yageneh	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47570</>	TRUE	mission_yageneh	FALSE	<$>48098</>	<$>48097</>	NO
11323	mission_triple	FALSE	NO	FALSE	mission_instance	0	mission_versus.jpg	mission_triple	2	3	6	1	mi2a15	mr10	mwr2a3	<$>47571</>	TRUE	mission_triple	FALSE	<$>48099</>	<$>104970</>	NO
11342	mission_mboma	FALSE	NO	TRUE	mission_instance	0	mission_mboma.jpg	mission_mboma	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47573</>	TRUE	mission_mboma	FALSE	<$>48101</>	<$>48100</>	NO
11343	mission_jose	FALSE	NO	TRUE	mission_instance	0	mission_jose.jpg	mission_jose	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13055</>	TRUE	mission_jose	FALSE	<$>48103</>	<$>48102</>	NO
11344	mission_npc	FALSE	NO	TRUE	mission_instance	0	mission_npc.jpg	mission_npc	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47574</>	TRUE	mission_npc	FALSE	<$>48105</>	<$>48104</>	NO
11345	mission_jose_mboma	FALSE	NO	TRUE	mission_instance	0	mission_jose.jpg	mission_jose_mboma	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13056</>	TRUE	mission_jose_mboma	FALSE	<$>48106</>	<$>48102</>	NO
11346	mission_framed_mboma	FALSE	NO	TRUE	mission_instance	0	mission_find_keep.jpg	mission_framed_mboma	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47576</>	TRUE	mission_framed_mboma	FALSE	<$>48108</>	<$>48107</>	NO
11351	mission_hellvally	FALSE	NO	FALSE	mission_instance	0	mission_hellvally.jpg	mission_hellvally	1	30	30	1	miboss	mr30	mwr1a30	<$>47577</>	TRUE	mission_hellvally	FALSE	<$>48110</>	<$>48109</>	NO
11361	mission_jaq_boss_b	FALSE	NO	FALSE	mission_instance	0	mission_jaq_boss.jpg	mission_jaq_boss_b	1	30	30	1	mi1a10	mr10	mwr1a30	<$>8318</>	TRUE	mission_jaq_boss_b	FALSE	<$>103711</>	<$>48111</>	NO
11371	mission_fld_reb	FALSE	NO	TRUE	mission_instance	0	mission_fld_reb.jpg	mission_fld_reb	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47338</>	TRUE	mission_fld_reb	FALSE	<$>103712</>	<$>48113</>	NO
11381	mission_fld_alq	FALSE	NO	TRUE	mission_instance	0	mission_fld_alq.jpg	mission_fld_alq	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47348</>	TRUE	mission_fld_alq	FALSE	<$>48116</>	<$>104971</>	NO
11401	mission_fld_coim	FALSE	NO	TRUE	mission_instance	0	mission_fld_coim.jpg	mission_fld_coim	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47350</>	TRUE	mission_fld_coim	FALSE	<$>103713</>	<$>48117</>	NO
11461	mission_lovidic	FALSE	NO	TRUE	mission_instance	0	mission_lovidic.jpg	mission_lovidic	1	1	10	1	mi1a10	mr10	mwr1a10	<$>13005</>	TRUE	mission_lovidic	FALSE	<$>48120</>	<$>48119</>	NO
11471	mission_ramiro_trap	FALSE	NO	TRUE	mission_instance	0	mission_ramiro_trap.jpg	mission_ramiro_trap	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47584</>	TRUE	mission_ramiro_trap	FALSE	<$>48122</>	<$>48121</>	NO
11481	mission_taylor	FALSE	NO	TRUE	mission_instance	0	mission_taylor.jpg	mission_taylor	1	1	10	1	mi1a10	mr10	mwr1a10	<$>97251</>	TRUE	mission_taylor	FALSE	<$>48124</>	<$>48123</>	NO
11482	mission_andre_rematch	FALSE	NO	TRUE	mission_instance	0	mission_taylor.jpg	mission_andre_rematch	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47585</>	TRUE	mission_andre_rematch	FALSE	<$>48125</>	<$>48123</>	NO
11491	mission_cow01	FALSE	NO	TRUE	mission_instance	0	mission_cow01.jpg	mission_cow01	1	1	10	1	mi1a10	mr10	mwr1a10	<$>14112</>	TRUE	mission_cow01	FALSE	<$>103714</>	<$>48126</>	NO
11501	mission_ttr_treasure_a	FALSE	NO	TRUE	mission_instance	0	mission_ttr_treasure.jpg	mission_ttr_treasure_a	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47587</>	TRUE	mission_ttr_treasure_a	FALSE	<$>103715</>	<$>48128</>	NO
11511	mission_alq_treasure_a	FALSE	NO	TRUE	mission_instance	0	mission_alq_treasure.jpg	mission_alq_treasure_a	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47588</>	TRUE	mission_alq_treasure_a	FALSE	<$>103715</>	<$>48128</>	NO
11512	mission_jaq_treasure	FALSE	NO	TRUE	mission_instance	0	mission_jaq_treasure.jpg	mission_jaq_treasure	1	1	10	1	mi1a10	mr10	mwr1a10	<$>48130</>	TRUE	mission_jaq_treasure	FALSE	<$>103715</>	<$>48128</>	NO
11516	mission_tor_dr1	FALSE	NO	TRUE	mission_instance	0	mission_tor_dr1.jpg	mission_tor_dr1	1	1	10	1	mi1a10	mr10	mwr1a10	<$>14313</>	TRUE	mission_tor_dr1	FALSE	<$>48132</>	<$>48131</>	NO
11517	mission_tor_dr2	FALSE	NO	TRUE	mission_instance	0	mission_tor_dr2.jpg	mission_tor_dr2	1	1	10	1	None	mr10	mwr1a10	<$>47590</>	TRUE	mission_tor_dr2	FALSE	<$>48134</>	<$>48133</>	NO
11518	mission_tor_dr3	FALSE	NO	TRUE	mission_instance	0	mission_tor_dr2.jpg	mission_tor_dr3	1	1	10	1	None	mr10	mwr1a10	<$>47591</>	TRUE	mission_tor_dr3	FALSE	<$>48134</>	<$>48133</>	NO
11519	mission_dun_tor01	FALSE	NO	TRUE	mission_instance	0	mission_dun_tor01.jpg	mission_dun_tor01	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47592</>	TRUE	mission_dun_tor01	FALSE	<$>48132</>	<$>48135</>	NO
11520	mission_dun_tor02	FALSE	NO	TRUE	mission_instance	0	mission_dun_tor01.jpg	mission_dun_tor02	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47593</>	TRUE	mission_dun_tor02	FALSE	<$>48132</>	<$>48136</>	NO
11531	mission_tor_boss_b	TRUE	NO	FALSE	mission_instance	0	mission_tor_boss_b.jpg	mission_tor_boss_b	1	30	30	1	miboss	mr30	mwr1a30	<$>47437</>	TRUE	mission_tor_boss_b	FALSE	dummy	dummy	NO
11543	mission_combat	FALSE	NO	TRUE	mission_instance	0	mission_combat.jpg	mission_combat	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47594</>	TRUE	mission_combat	FALSE	<$>48138</>	<$>104972</>	NO
11544	mission_battle_hundred	FALSE	NO	TRUE	mission_instance	0	mission_combat.jpg	mission_battle_hundred	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47596</>	TRUE	mission_battle_hundred	FALSE	<$>48140</>	<$>104973</>	NO
11545	mission_five_follower	FALSE	NO	TRUE	mission_instance	0	mission_combat.jpg	mission_five_follower	1	1	10	1	mi1a10	mr10	mwr1a10	<$>47597</>	TRUE	mission_five_follower	FALSE	<$>48142</>	<$>104974</>	NO
