ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
13	TR_MISSION_MBOMA01	COIM_SOLM	252	FALSE	None	None	None	-7008	5940	292	TR_MISSION_TAYLOR	None
14	TR_MISSION_MBOMA02	REB_GUNS	293	FALSE	None	None	None	-8515	5690	322	TR_MISSION_TAYLOR	None
15	TR_MISSION_MBOMA03	COIM_BOYa	181	FALSE	None	None	None	-6566	4318	349	TR_MISSION_TAYLOR	None
16	TR_MISSION_MBOMA04	COIM_GIRLb1	68	FALSE	None	None	None	-8186	2588	318	TR_MISSION_TAYLOR	None
17	TR_MISSION_MBOMA05	REB_MANa	79	FALSE	None	None	None	-8061	2621	321	TR_MISSION_TAYLOR	None
18	TR_MISSION_MBOMA06	COIM_WOMAN3	286	FALSE	None	None	None	-8673	5661	322	TR_MISSION_TAYLOR	None
19	TR_MISSION_MBOMA07	COIM_WOMAN4	167	FALSE	None	None	None	-6484	4233	342	TR_MISSION_TAYLOR	None
20	TR_MISSION_MBOMA08	COIM_WEP	259	FALSE	None	None	None	-7553	6069	290	TR_MISSION_TAYLOR	None
21	TR_MISSION_MBOMA09	COIM_MAN3	274	FALSE	None	None	None	-7821	6095	291	TR_MISSION_TAYLOR	None
22	TR_MISSION_MBOMA10	COIM_ITEM	250	FALSE	None	None	None	-7272	6003	291	TR_MISSION_TAYLOR	None
23	TR_MISSION_MBOMA11	COIM_FISHb	140	FALSE	None	None	None	-6833	2962	326	TR_MISSION_TAYLOR	None
24	TR_MISSION_MBOMA12	COIM_FISHa	141	FALSE	None	None	None	-6958	2915	326	TR_MISSION_TAYLOR	None
