ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	DOTTED_LINE1	DOTTED_LINE	298	FALSE	None	None	None	10118	-52060	-24966	TR_MISSION_TAYLOR	None
2	DOTTED_LINE2	DOTTED_LINE	296	FALSE	None	None	None	9855	-52191	-25009	TR_MISSION_TAYLOR	None
3	DOTTED_LINE3	DOTTED_LINE	298	FALSE	None	None	None	9596	-52333	-25054	TR_MISSION_TAYLOR	None
4	DOTTED_LINE4	DOTTED_LINE	67	FALSE	None	None	None	9772	-60125	-24939	TR_MISSION_TAYLOR	None
5	DOTTED_LINE5	DOTTED_LINE	71	FALSE	None	None	None	9203	-59929	-24939	TR_MISSION_TAYLOR	None
6	DOTTED_LINE6	DOTTED_LINE	68	FALSE	None	None	None	8911	-59817	-24940	TR_MISSION_TAYLOR	None
7	DOTTED_LINE7	DOTTED_LINE	71	FALSE	None	None	None	8638	-59722	-24940	TR_MISSION_TAYLOR	None
8	DOTTED_LINE8	DOTTED_LINE	71	FALSE	None	None	None	7800	-59492	-24938	TR_MISSION_TAYLOR	None
9	DOTTED_LINE9	DOTTED_LINE	74	FALSE	None	None	None	8078	-59564	-24939	TR_MISSION_TAYLOR	None
10	DOTTED_LINE10	DOTTED_LINE	73	FALSE	None	None	None	8363	-59638	-24940	TR_MISSION_TAYLOR	None
11	DOTTED_LINE11	DOTTED_LINE	71	FALSE	None	None	None	9489	-60025	-24939	TR_MISSION_TAYLOR	None
