ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	pub_newsoldier1	npc_bristia_bar_newsoldier8	43	FALSE	None	None	None	1551	2354	78	BST_PUB_IGNORE	None
2	pub_newsoldier2	npc_bristia_bar_newsoldier9	222	FALSE	None	None	None	1861	2360	78	BST_PUB_IGNORE	None
3	pub_newsoldier3	npc_bristia_bar_newsoldier4	224	FALSE	None	None	None	1797	1783	78	BST_PUB_DRUNKEN	None
4	pub_newsoldier4	npc_bristia_bar_newsoldier5	232	FALSE	None	None	None	1689	1793	78	BST_PUB_DRUNKEN	None
5	pub_newsoldier5	npc_bristia_bar_newsoldier1	97	FALSE	None	None	None	-538	501	20	BST_PUB_LOVE1	None
6	pub_newsoldier6	npc_bristia_bar_newsoldier2	106	FALSE	None	None	None	64	671	20	BST_PUB_CRY	None
7	pub_newsoldier7	npc_bristia_bar_newsoldier3	88	FALSE	None	None	None	228	719	19	BST_PUB_LOVE2	None
8	pub_newsoldier8	npc_bristia_bar_newsoldier4	313	FALSE	None	None	None	2024	180	59	BST_PUB_WANTGIRL	None
9	pub_newsoldier9	npc_bristia_bar_newsoldier8	174	FALSE	None	None	None	2278	29	59	BST_PUB_WANTGIRL	None
10	pub_newsoldier10	npc_bristia_bar_newsoldier9	227	FALSE	None	None	None	2287	265	59	BST_PUB_WANTGIRL	None
11	pub_newsoldier11	npc_bristia_bar_newsoldier8	182	FALSE	None	None	None	1650	41	59	BST_PUB_HATEKESS	None
12	pub_newsoldier12	npc_bristia_bar_newsoldier7	280	FALSE	None	None	None	1656	277	59	BST_PUB_HATEKESS	None
13	pub_newsoldier13	npc_bristia_bar_newsoldier1	92	FALSE	None	None	None	535	756	19	BST_PUB_CRY	None
14	pub_newsoldier14	npc_bristia_bar_newsoldier9	142	FALSE	None	None	None	1770	1528	78	BST_PUB_DRUNKEN	None
15	pub_soldier1	npc_bristia_bar_infant1	87	FALSE	None	None	None	-867	520	19	BST_PUB_CRY	None
16	pub_soldier2	npc_bristia_bar_infant2	66	FALSE	None	None	None	-1326	661	20	BST_PUB_CRY	None
17	pub_soldier3	npc_bristia_bar_infant3	357	FALSE	None	None	None	-770	-766	0	BST_PUB_CRY	None
18	pub_soldier4	npc_bristia_bar_infant4	88	FALSE	None	None	None	216	-579	0	BST_PUB_IGNORE	None
19	pub_soldier5	npc_bristia_bar_infant3	276	FALSE	None	None	None	11	-361	0	BST_PUB_IGNORE	None
20	pub_soldier6	npc_bristia_bar_infant4	249	FALSE	None	None	None	-168	-1207	28	BST_PUB_DRUNKEN	None
21	pub_soldier7	npc_bristia_bar_infant3	78	FALSE	None	None	None	-99	-1439	28	BST_PUB_DRUNKEN	None
22	pub_soldier8	br_scene15_4	77	FALSE	None	None	None	-163	-1468	28	BST_PUB_DRUNKEN	None
23	pub_girl1	npc_bargirl	192	FALSE	None	None	<$>89590</>	520	319	0	BST_PUB_GIRL1	None
24	pub_girl2	npc_bargirl	283	FALSE	None	None	<$>89591</>	-693	700	19	BST_PUB_GIRL2	None
25	pub_girl3	npc_bargirl2	310	FALSE	None	None	<$>89592</>	-244	-1209	28	BST_PUB_GIRL3	None
26	pub_pianist	npc_bristia_bar_pianoman	270	FALSE	None	None	<$>89593</>	2740	1043	79	BST_PUB_PIANOMAN	None
27	C1_BST_HEYRAN	npc_hairan_quest	287	FALSE	None	<$>89594</>	<$>89594</>	-107	547	19	C1_BST_HEYRAN	None
