AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	TransferOptItem	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Rod	<$>139231</>	900001	Transfer_ControlofOphiuchus	Rod	NO	0	FALSE	1	0	None	0	<$>139228</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - The Control of Ophiuchus	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139226</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	PSY	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900001	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13426 125623	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Tool	<$>139234</>	900002	Transfer_StarLightHammer	Tool	NO	0	FALSE	1	0	None	0	<$>139233</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Heavenly Craft	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139232</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ETC	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900002	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13430 125624	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Controller	<$>139237</>	900003	Transfer_StarController	Controller	NO	0	FALSE	1	0	None	0	<$>139236</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Heavenly Marionette	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139235</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ETC	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900003	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13433 125625	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Pendant	<$>139240</>	900004	Transfer_StarPendent	Pendant	NO	0	FALSE	1	0	None	0	<$>139239</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Heavenly Locket	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_blue	0	<$>139238</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ETC	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900004	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13436 125626	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Rapier	<$>139243</>	900005	Transfer_PurityOfAldebarn	Rapier	NO	0	FALSE	1	0	None	0	<$>139242</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Purity of Aldebaran	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139241</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	MELEE	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900005	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13300 125600	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Dagger	<$>139246</>	900006	Transfer_ImpulseOfReAlgedi	Dagger	NO	0	FALSE	1	0	None	0	<$>139245</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Impulse of Algedi	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139244</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	MELEE	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900006	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13301 125601	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_THSword	<$>139249</>	900007	Transfer_PassionOfRegulus	THSword	NO	0	FALSE	1	0	None	0	<$>139248</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Passion of Regulus	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139247</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	MELEE	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900007	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13302 125602	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Sword	<$>139252</>	900008	Transfer_ShrewdOfAltair	Sword	NO	0	FALSE	1	0	None	0	<$>139251</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Shrewd of Altair	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139250</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	MELEE	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900008	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13303 125603	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Rifle	<$>139255</>	900009	Transfer_TempestOfAquarius	Rifle	NO	0	FALSE	1	0	None	0	<$>139254</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Tempest of Aquarius	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139253</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	SHOOT	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900009	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13304 125604	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Transfer	<$>139227</>	Transfer_Lute	<$>139258</>	900010	Transfer_CriticismOfSpica	Lute	NO	0	FALSE	1	0	None	0	<$>139257</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	104	Enchant Scroll - Criticism of Spica	None	None	None	2147483647	0	FALSE	it_e_scrollmap	0	0	0	TransferWeapon	0	0	0	0	0	0	it_e_transferoptscroll33	0	0	0	0	0	0	TRUE	<$>139227</>	SYS_item_column_yellow	0	<$>139256</>	None	0	500	0	0	No	0	0	0	1	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	PSY	0	NO	1	None	900000	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>139229</>	1	900010	1	None	1	0	None	<$>139230</>	_NO	None	TRUE	13305 125605	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	33	None	0	0	0
