AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncHeal	IncINT	IncMHP	IncMSP	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	Option4ID	Option4MaxValue	Option4MinValue	OptionGroup	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28000	NoAssist	None	NO	0	FALSE	1	0	0	ASSIST	0	None	0	0	0	0	None	None	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	None	ASSIST	None	None	0	0	FALSE	None	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>13438</>	SYS_item_column_red	0	<$>13438</>	None	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28000	1	None	0	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28001	pistolbulletbox_1day	Pistol	NO	0	FALSE	1	0	0	ASSIST	0	<$>32077</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable pistol bullet box (1day)	ASSIST	None	None	100000	0	FALSE	it_e_pistolbullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>30323</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28001	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21116	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28002	riflebulletbox_1day	Rifle	NO	0	FALSE	1	0	0	ASSIST	0	<$>32078</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable rifle bullet box (1day)	ASSIST	None	None	80000	0	FALSE	it_e_riflebullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>30324</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28002	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21117	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28003	buckshotbox_1day	Buckshot	NO	0	FALSE	1	0	0	ASSIST	0	<$>32079</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable buckshot box (1day)	ASSIST	None	None	100000	0	FALSE	it_e_buckshot	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>30325</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28003	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21118	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28004	heavyshellbox_1day	Heavyshell	NO	0	FALSE	1	0	0	ASSIST	0	<$>32080</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable heavy shell box (1day)	ASSIST	None	None	2147483647	0	FALSE	it_e_heavyshell	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>30326</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28004	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21119	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28005	boltbox_1day	Bolt	NO	0	FALSE	1	0	0	ASSIST	0	<$>32081</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable bolt box (1day)	ASSIST	None	None	2147483647	0	FALSE	it_e_needlebullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>30327</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28005	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21297	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28006	Gunpowderboltbox_1day	Gunpowderbolt	NO	0	FALSE	1	0	0	ASSIST	0	<$>32082</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Gunpowder bolt box (1day)	ASSIST	None	None	2147483647	0	FALSE	it_e_needlebullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	FALSE	<$>35101</>	SYS_item_column_blue	0	<$>30328</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28006	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21377	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28007	SteelBulletbox_1day	Steelbullet	NO	0	FALSE	1	0	0	ASSIST	0	<$>32083</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Steel Bullet box (1day)	ASSIST	None	None	300000	0	FALSE	it_e_riflebullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	TRUE	<$>35101</>	SYS_item_column_blue	0	<$>30329</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28007	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21419	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28008	SteelBoltbox_1day	SteelBolt	NO	0	FALSE	1	0	0	ASSIST	0	<$>32084</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Steel Bolt box (1day)	ASSIST	None	None	300000	0	FALSE	it_e_needlebullet	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	TRUE	<$>35101</>	SYS_item_column_blue	0	<$>30330</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28008	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21456	0
0	0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	0	None	None	0	None	None	0	None	0	0	Etc	<$>27429</>	Etc_Ammo	<$>35101</>	28009	FullMetalShellBox_1day	Fullmetalshell	NO	0	FALSE	1	0	0	ASSIST	0	<$>32085</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Portable Full Metal Shell Box (1day)	ASSIST	None	None	300000	0	FALSE	it_e_buckshot	0	0	0	0	0	Assist	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	TRUE	<$>35101</>	SYS_item_column_blue	0	<$>30331</>	None	0	500	0	0	0	0	No	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	None	0	0	NO	1	None	2147483647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	28009	1	None	1	0	None	None	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	FALSE	0	None	0	21443	0
