ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	BTL_LOS02_PUGIPAN_01	npc_well_golden_sign	308	FALSE	None	None	<$>64563</>	5835	-3210	2922	BTL_LOS02_PUGIPAN_01	None
2	BTL_LOS02_PUGIPAN_02	npc_well_golden_sign	286	FALSE	None	None	<$>64563</>	11966	-8630	2831	BTL_LOS02_PUGIPAN_02	None
3	LOS02_START	TutorialTrigger_Black_3m	0	FALSE	None	None	<$>64564</>	15451	-10160	2299	LOS02_START	None
4	DOTTED_LINE15	DOTTED_LINE3	72	FALSE	None	None	<$>51614</>	11661	-12810	2405	DOTTED_LINE	None
5	DOTTED_LINE14	DOTTED_LINE3	183	FALSE	None	None	<$>51614</>	15533	-10620	2328	DOTTED_LINE	None
6	DOTTED_LINE13	DOTTED_LINE3	214	FALSE	None	None	<$>51614</>	15220	-9672	2288	DOTTED_LINE	None
7	DOTTED_LINE12	DOTTED_LINE3	228	FALSE	None	None	<$>51614</>	14649	-9006	2299	DOTTED_LINE	None
8	DOTTED_LINE11	DOTTED_LINE3	160	FALSE	None	None	<$>51614</>	15186	-12671	2441	DOTTED_LINE	None
9	DOTTED_LINE10	DOTTED_LINE3	171	FALSE	None	None	<$>51614</>	15426	-11682	2412	DOTTED_LINE	None
10	DOTTED_LINE9	DOTTED_LINE3	72	FALSE	None	None	<$>51614</>	12638	-13093	2412	DOTTED_LINE	None
11	DOTTED_LINE8	DOTTED_LINE3	104	FALSE	None	None	<$>51614</>	14512	-13416	2400	DOTTED_LINE	None
12	DOTTED_LINE7	DOTTED_LINE3	73	FALSE	None	None	<$>51614</>	13554	-13366	2448	DOTTED_LINE	None
13	DOTTED_LINE6	DOTTED_LINE3	319	FALSE	None	None	<$>51614</>	-1070	1849	2832	DOTTED_LINE	None
14	DOTTED_LINE5	DOTTED_LINE3	136	FALSE	None	None	<$>51614</>	388	649	2838	DOTTED_LINE	None
15	DOTTED_LINE4	DOTTED_LINE3	133	FALSE	None	None	<$>51614</>	847	1150	2833	DOTTED_LINE	None
16	DOTTED_LINE3	DOTTED_LINE3	317	FALSE	None	None	<$>51614</>	-597	2371	2838	DOTTED_LINE	None
17	DOTTED_LINE2	DOTTED_LINE3	319	FALSE	None	None	<$>51614</>	1993	-770	2835	DOTTED_LINE	None
18	DOTTED_LINE1	DOTTED_LINE3	318	FALSE	None	None	<$>51614</>	2395	-300	2823	DOTTED_LINE	None
