AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	AutoCheckUse	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LockWarpUse	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RecordUsingLog	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	SaveBuff	SaveBurlonPoint	SaveExp	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	TownUsable	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20101	Manual_BackGuard	Etc	NO	0	FALSE	1	0	None	0	<$>43650</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Back-guard	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43649</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	1350	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109807</>	1	20101	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20102	Manual_HighGuard	Etc	NO	0	FALSE	1	0	None	0	<$>43655</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for High-guard	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43654</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	1350	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109808</>	1	20102	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20103	Manual_HackandSlash	Etc	NO	0	FALSE	1	0	None	0	<$>43659</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Hack and Slash	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43658</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	1350	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109808</>	1	20103	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20104	Manual_EpeeGarde	Etc	NO	0	FALSE	1	0	None	0	<$>43662</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Epee garde	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43661</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	5400	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109808</>	1	20104	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20105	Manual_SabreGarde	Etc	NO	0	FALSE	1	0	None	0	<$>43665</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Sabre garde	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43664</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	5400	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109808</>	1	20105	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20106	Manual_MaingaucheGarde	Etc	NO	0	FALSE	1	0	None	0	<$>43668</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Main-gauche garde	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43667</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	10800	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109809</>	1	20106	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20107	Manual_MiddleGuard	Etc	NO	0	FALSE	1	0	None	0	<$>43672</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Middle-guard	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43671</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	1350	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109808</>	1	20107	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20108	Manual_TwinBlades	Etc	NO	0	FALSE	1	0	None	0	<$>43675</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Twin blades	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43674</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2700	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109809</>	1	20108	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20109	Manual_PlowGuard	Etc	NO	0	FALSE	1	0	None	0	<$>43678</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Plow-guard	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43677</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	2700	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109808</>	1	20109	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Consume	<$>65865</>	Consume_Stance	<$>43653</>	20110	Manual_RoofGuard	Etc	NO	0	FALSE	1	0	None	0	<$>43680</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Exercisebook for Roof-guard	None	None	None	2147483647	0	FALSE	it_e_stancemanual	0	0	0	Scroll	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>136663</>	SYS_item_column_blue	0	<$>43679</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	3600	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>109808</>	1	20110	FALSE	FALSE	FALSE	1	None	1	0	None	<$>139220</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	0	None	0	0	0
