ClassID	ClassName	ClassType	Direction	Hide	IconType	MapName	Name	PosX	PosY	PosZ	Script	ShopName
1	DEMONIAC_BOX_NORMAL_1	TreasureChest_Red	181	FALSE	None	None	<$>2295</>	4649	24979	0	DEMONIAC_BOX_NORMAL	None
2	DEMONIAC_BOX_NORMAL_2	TreasureChest_Red	267	FALSE	None	None	<$>2295</>	-3088	27488	1000	DEMONIAC_BOX_NORMAL	None
3	DEMONIAC_BOX_NORMAL_3	TreasureChest_Red	88	FALSE	None	None	<$>2295</>	-6567	9852	1000	DEMONIAC_BOX_NORMAL	None
4	DEMONIAC_BOX_NORMAL_4	TreasureChest_Red	0	FALSE	None	None	<$>2295</>	-474	17015	1000	DEMONIAC_BOX_NORMAL	None
5	DEMONIAC_BOX_NORMAL_5	TreasureChest_Red	182	FALSE	None	None	<$>2295</>	3981	506	1000	DEMONIAC_BOX_NORMAL	None
6	DEMONIAC_BOX_NORMAL_6	TreasureChest_Red	89	FALSE	None	None	<$>2295</>	-20567	-18076	0	DEMONIAC_BOX_NORMAL	None
7	DEMONIAC_BOX_NORMAL_7	TreasureChest_Red	181	FALSE	None	None	<$>2295</>	-10252	-12075	0	DEMONIAC_BOX_NORMAL	None
8	DEMONIAC_BOX_NORMAL_8	TreasureChest_Red	184	FALSE	None	None	<$>2295</>	7459	-12998	0	DEMONIAC_BOX_NORMAL	None
9	DEMONIAC_BOX_NORMAL_9	TreasureChest_Red	181	FALSE	None	None	<$>2295</>	7979	-21006	0	DEMONIAC_BOX_NORMAL	None
10	DEMONIAC_BOX_NORMAL_10	TreasureChest_Red	179	FALSE	None	None	<$>2295</>	-426	-35026	0	DEMONIAC_BOX_NORMAL	None
11	DEMONIAC_BOX_NORMAL_11	TreasureChest_Red	0	FALSE	None	None	<$>2295</>	-12688	-31074	0	DEMONIAC_BOX_NORMAL	None
12	DEMONIAC_BOX_NORMAL_12	TreasureChest_Red	0	FALSE	None	None	<$>2295</>	-33689	-35052	0	DEMONIAC_BOX_NORMAL	None
13	DEMONIAC_BOX_NORMAL_13	TreasureChest_Red	270	FALSE	None	None	<$>2295</>	-49411	-29594	53	DEMONIAC_BOX_NORMAL	None
