AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	AutoCheckUse	AutoInspect	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	CoolDown	CoolDownGroup	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	InfoView	IsConfirmUseItem	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LockWarpUse	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	PreCheckScp	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RecordUsingLog	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	SaveBuff	SaveBurlonPoint	SaveExp	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	TownUsable	Tradable	TxScpType	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	ZoneItem	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32637</>	0	PHealth_02	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20625	ProgHealthFiller_02	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32635</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Intensified Progressive Health-filler	None	None	None	2147483647	0	FALSE	it_e_progressiveh	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>33384</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	9720	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33385</>	1	20625	FALSE	FALSE	FALSE	1.5	SCP_USE_ITEM_TeamAddBuff	1980	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32640</>	0	PSoul_02	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20626	ProgSoulFiller_02	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32638</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Intensified Progressive Soul-filler	None	None	None	2147483647	0	FALSE	it_e_progressives	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>33386</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	8100	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33387</>	1	20626	FALSE	FALSE	FALSE	1.5	SCP_USE_ITEM_TeamAddBuff	1650	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32429</>	0	None	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20000	HealingAmpul	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32426</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Healing ampul	None	None	None	2147483647	0	FALSE	it_e_healingampul	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>32424</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_HPPotion	59	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32427</>	1	20000	FALSE	FALSE	FALSE	3	SCP_USE_ITEM_HPUP	7	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	180	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32429</>	0	None	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20068	HealingAmpul0	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32426</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Healing ampul	None	None	None	2147483647	0	FALSE	it_e_healingampul	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>32424</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_HPPotion	59	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32427</>	1	20068	FALSE	FALSE	FALSE	3	SCP_USE_ITEM_HPUP	0	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	180	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32429</>	0	None	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20001	HealingPotion	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32426</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Healing potion	None	None	None	2147483647	0	FALSE	it_e_healingpotion	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>32430</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_HPPotion	304	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32431</>	1	20001	FALSE	FALSE	FALSE	3	SCP_USE_ITEM_HPUP	41	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	750	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32429</>	0	None	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20906	HealingLiquor2	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32426</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Healing liquor	None	None	None	2147483647	0	FALSE	it_e_healingliquor	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>32448</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_HPPotion	680	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32449</>	1	20007	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_HPUP	123	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	1200	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32429</>	0	None	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20007	HealingLiquor	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32426</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Healing liquor	None	None	None	2147483647	0	FALSE	it_e_healingliquor	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>32448</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_HPPotion	680	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32449</>	1	20007	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_HPUP	83	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	1200	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32429</>	0	None	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20908	HealthFiller2	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32426</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Health-filler	None	None	None	2147483647	0	FALSE	it_e_healthfiller	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>32450</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_HPPotion	1620	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32451</>	1	20008	FALSE	FALSE	FALSE	1.25	SCP_USE_ITEM_HPUP	413	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	2500	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32429</>	0	None	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	20008	HealthFiller	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32426</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Health-filler	None	None	None	2147483647	0	FALSE	it_e_healthfiller	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>32450</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_HPPotion	1620	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32451</>	1	20008	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_HPUP	275	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	2500	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32429</>	0	None	0	Consume	<$>65865</>	Consume_Drug	<$>32425</>	23120	IntensifiedHF	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>32426</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Intensified Health-filler	None	None	None	2147483647	0	FALSE	it_e_healthfiller	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	TRUE	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>32665</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_HPPotion	4320	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32666</>	1	23120	FALSE	FALSE	FALSE	1.25	SCP_USE_ITEM_HPUP	1320	0	None	<$>32428</>	_NO	None	TRUE	TRUE	None	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	5000	0
