AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_LEA	Dummy_N_LH	Dummy_N_RH	Dummy_REA	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncAGI_Opt	IncCHA	IncCHA_Opt	IncCON	IncCON_Opt	IncDEX	IncDEX_Opt	IncINT	IncINT_Opt	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	IncSTR_Opt	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PCAtk	PCDef	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
2	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	15	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>34865</>	46026	Armonia_Earring	Ear	NO	0	FALSE	1	20	EAR	15	<$>140309</>	15	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	112	Armonia Earring	EAR	None	None	2147483647	0	FALSE	it_m_stratadevilbeltearring	0	20	15	Ear	0	0	15	20	0	20	it_a_armEarring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34865</>	SYS_item_column_red	0	<$>117053</>	None	0	1000	0	20	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ARM_EAR	0	0	0	NO	1	None	1000000	4	0	20	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>116943</>	1	46026	2	None	150000	0	0	None	<$>34868</>	_NO	None	TRUE	15	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>34865</>	46015	Expert_Earring	Ear	NO	0	FALSE	1	0	EAR	0	<$>34898</>	0	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	100	Artisan's Earring	EAR	None	None	2147483647	0	FALSE	it_a_goldearring	0	0	0	Ear	0	0	0	0	0	0	it_a_expertearring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34865</>	SYS_item_column_red	0	<$>21035</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	EAR2	0	0	0	NO	1	None	10000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32310</>	1	46015	2	None	150000	0	0	None	<$>34868</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>34865</>	46017	Devil_Earring	Ear	NO	0	FALSE	1	12	EAR	0	<$>107662</>	0	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	108	Strata Devil Earring	EAR	None	None	2147483647	0	FALSE	it_m_stratadevilbeltearring	0	12	0	Ear	0	5	0	12	0	12	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34865</>	SYS_item_column_red	0	<$>34901</>	None	0	1000	0	12	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGNEDEAR	0	0	0	NO	1	None	1000000	3	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32347</>	1	46017	2	None	150000	1	0	None	<$>34868</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
3	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	25	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>34865</>	46027	Zodiac_Earring	Ear	NO	0	FALSE	1	30	EAR	25	<$>179356</>	25	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	116	Zodiac Earring	EAR	None	None	2147483647	0	FALSE	it_m_stratadevilbeltearring	0	30	25	Ear	0	0	25	25	0	30	it_a_ZodiacEarring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34865</>	SYS_item_column_red	0	<$>179355</>	None	0	1000	0	30	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	JPN_NEWEAR	0	0	0	NO	1	None	900000	4	0	30	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>43478</>	1	46027	2	None	165000	0	0	None	<$>34868</>	_NO	None	TRUE	25	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>34865</>	46032	Bristia_Earring	Ear	NO	0	FALSE	1	10	EAR	0	<$>107663</>	0	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	104	Bristia_Earring	EAR	None	None	2147483647	0	FALSE	it_a_argushope	0	10	0	Ear	0	0	0	10	0	10	it_a_bristiaearring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34865</>	SYS_item_column_red	0	<$>104790</>	None	0	1000	0	10	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	EAR3	0	0	0	NO	1	None	1000000	2	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	46032	2	None	150000	2	0	None	<$>34868</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	15	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>34865</>	46033	Bahamar_Earring	Ear	NO	0	FALSE	1	20	EAR	15	<$>108368</>	15	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	108	Bahamar Earring	EAR	None	None	2147483647	0	FALSE	it_a_argushope	0	20	15	Ear	0	5	15	20	0	20	it_a_fastcasterelt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34865</>	SYS_item_column_red	0	<$>108367</>	None	0	1000	0	20	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGNEDEAR	0	0	0	NO	1	None	1000000	4	0	20	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>116943</>	1	46033	2	None	150000	0	0	None	<$>34868</>	_NO	None	TRUE	15	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
1	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	15	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>34865</>	46034	Tyrant_Earring	Ear	NO	0	FALSE	1	20	EAR	15	<$>112508</>	15	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	108	Tyrant Earring	EAR	None	None	2147483647	0	FALSE	it_a_argushope	0	20	15	Ear	0	0	15	20	0	20	it_a_fastcasterold	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34865</>	SYS_item_column_red	0	<$>113836</>	None	0	1000	0	20	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGNEDEAR	0	0	0	NO	1	None	1000000	4	0	20	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>116943</>	1	46034	2	None	150000	0	0	None	<$>34868</>	_NO	None	TRUE	15	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>34865</>	46042	Experimental_Magic_Earring	Ear	NO	0	FALSE	1	5	EAR	0	<$>134570</>	0	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	104	Experimental Magic Earring	EAR	None	None	2147483647	0	FALSE	it_a_goldearring	0	5	0	Ear	0	0	0	5	0	5	it_a_masterearring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>34865</>	SYS_item_column_red	0	<$>133612</>	None	0	1000	0	5	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	EAR3	0	0	0	NO	1	None	27000000	2	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	46042	2	None	1100000	0	0	None	<$>34868</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
4	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	50	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>27300</>	46044	Valeron_Earring	Ear	NO	0	FALSE	1	60	EAR	50	<$>202802</>	50	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	504	Valeron Earring	EAR	None	None	2147483647	0	FALSE	it_m_stratadevilbeltearring	0	60	50	Ear	0	0	50	35	0	60	it_a_ileEarring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>27300</>	SYS_item_column_red	0	<$>202801</>	None	0	1000	0	60	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	JPN_NEWEAR	0	0	0	NO	1	None	900000	4	0	60	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154676</>	1	46044	2	None	165000	0	0	None	<$>185669</>	_NO	None	TRUE	50	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
4	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	0	50	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ear	<$>27300</>	46045	Divine_Earring	Ear	NO	0	FALSE	1	45	EAR	50	<$>210460</>	50	0	20	0	None	Acc	None	drop_bracelet.ogg	N/A	N/A	N/A	N/A	Dummy_ear1	N/A	N/A	Dummy_ear2	TRUE	0	None	504	Divine Earring	EAR	None	None	2147483647	0	FALSE	it_a_argushope	0	45	50	Ear	0	0	50	50	0	45	it_m_divineearring	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>27300</>	SYS_item_column_red	0	<$>210459</>	None	0	1000	0	45	No	0	0	0	0	1	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	JPN_NEWEAR	0	0	0	NO	1	None	900000	4	0	45	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154676</>	1	46045	2	None	1	0	0	None	<$>185669</>	_NO	None	TRUE	50	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
