AR	ASPD	ASPD_Opt	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	EvationSkill_BM	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HP_Opt	HR	HumanBane	IMP	IMP_Opt	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MHP2_Opt	MHP_Opt	MKP	MSP	MSPD	MSPD_Opt	MSP_Opt	MSP_Opt2	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PCAtk	PCDef	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	3	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots3	<$>32376</>	19518	Expert_Boots_Metal	MBoots	NO	10	FALSE	1	0	BOOTS	0	<$>91115</>	0	10	0	0	None	NormEqp	None	drop_metalarmor2.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Artisan's Grieves	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_chainboots	0	0	0	Boots	0	0	0	0	1	0	0	0	it_m_expertgrieves	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>32396</>	None	0	1000	0	0	No	0	0	0	0	0	0.98	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BOOTSM1	0	0	0	0	NO	1	None	10000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	19518	1.6	None	25000	0	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	2	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots2	<$>32372</>	19519	Expert_Boots_Leather	LBoots	NO	7	FALSE	1	0	BOOTS	0	<$>91116</>	0	10	0	0	None	NormEqp	None	drop_leather.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Artisan's Leather Boots	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_leatherboots	0	0	0	Boots	0	0	0	0	1	0	0	0	it_m_expertleatherboots	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>32398</>	None	0	1000	0	0	No	0	0	0	0	0	1	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BOOTSL1	0	0	0	0	NO	1	None	10000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32314</>	1	19519	1.6	None	25000	0	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots1	<$>32365</>	19520	Expert_Boots_Soft	Boots	NO	4	FALSE	1	0	BOOTS	0	<$>91117</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Artisan's Shoes	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_shoes	0	0	0	Boots	0	0	0	0	1	0	0	0	it_m_expertshoes	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>32400</>	None	0	1000	0	0	No	0	0	0	0	0	1	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BOOTSS1	0	0	0	0	NO	1	None	10000000	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32310</>	1	19520	1.6	None	25000	0	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots1	<$>32365</>	19525	Armonia_Boots	Boots	NO	18	FALSE	1	0	BOOTS	0	<$>116945</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	112	Armonia Boots	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_stratadevilboots	0	0	0	Boots	0	0	0	0	12	0	0	0	it_a_armBoots	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>116944</>	None	0	1000	0	0	No	0	0	0	0	0	1.1	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ARM_BOOT	0	0	0	0	NO	1	None	100000	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>116943</>	1	19525	1.6	None	25000	0	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots1	<$>32365</>	19526	Zodiac_Boots	Boots	NO	20	FALSE	1	0	BOOTS	0	<$>179261</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	116	Zodiac Boots	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_stratadevilboots	0	0	0	Boots	0	0	0	0	25	0	0	0	it_m_ZodiacBoots	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>179260</>	None	0	1000	0	0	No	0	0	0	0	0	1.1	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ARM_BOOT	0	0	0	0	NO	1	None	90000	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32347</>	1	19526	1.6	None	27500	7	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots1	<$>32365</>	19538	Bahamar_Boots	Boots	NO	13	FALSE	1	0	BOOTS	0	<$>110738</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	108	Bahamar Boots	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_demonhuntergrieves	0	0	0	Boots	0	0	0	0	5	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>110737</>	None	0	1000	0	0	No	0	0	0	0	0	1	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGENDBOOT	0	0	0	0	NO	1	None	100000	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>116943</>	1	19538	1.6	None	25000	0	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots1	<$>32365</>	19540	Tyrant_Boots	Boots	NO	15	FALSE	1	0	BOOTS	0	<$>120088</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	108	Tyrant Boots	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_pioneerwalker	0	0	0	Boots	0	0	0	0	5	0	0	0	None	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>120087</>	None	0	1000	0	0	No	0	0	0	0	0	1.1	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	LEGENDBOOT	0	0	0	0	NO	1	None	100000	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>116943</>	1	19540	1.6	None	25000	0	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots1	<$>32365</>	19541	Experimental_Magic_Boots	Boots	NO	6	FALSE	1	0	BOOTS	0	<$>156105</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	104	Experimental Magic Boots	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_shoes	0	0	0	Boots	0	0	0	0	2	0	0	0	it_m_mastershoes	0	0	0	0	0	0	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>133611</>	None	0	1000	0	0	No	0	0	0	0	0	1	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	BOOTSS2	0	0	0	0	NO	1	None	30000000	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32333</>	1	19541	1.6	None	1000000	0	0	None	<$>32368</>	_NO	None	FALSE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots1	<$>32365</>	19553	Valeron_Boots	Boots	NO	20	FALSE	1	0	BOOTS	0	<$>202622</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	504	Valeron Boots	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_stratadevilboots	0	0	0	Boots	0	0	0	0	50	0	0	0	it_a_ileBoots	0	0	0	0	0	25000	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>202621</>	None	0	1000	0	0	No	0	0	0	0	0	1.2	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	VALELON_BOOT	0	0	0	0	NO	1	None	90000	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154676</>	1	19553	1.6	None	27500	0	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	1	0	None	None	0	None	None	0	None	0	Armor	<$>31452</>	Armor_Boots1	<$>32365</>	19556	Divine_Boots	Boots	NO	20	FALSE	1	0	BOOTS	0	<$>210421</>	0	10	0	0	None	NormEqp	None	drop_clothe.ogg	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	504	Divine Boots	BOOTS	equip_clothe.ogg	0	None	2147483647	0	FALSE	it_m_shoes	0	0	0	Boots	0	0	0	0	55	0	0	0	it_m_divineboots	0	0	0	0	0	20000	0	0	0	0	TRUE	<$>32365</>	SYS_item_column_red	0	<$>210420</>	None	0	1000	0	0	No	0	0	0	0	0	1.15	0	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	VALELON_BOOT	0	0	0	0	NO	1	None	90000	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>154676</>	1	19556	1.6	None	27500	0	0	None	<$>32368</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
