AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCHA_Opt	IncCON	IncDEX	IncDEX_Opt	IncINT	IncINT_Opt	IncMHP	IncMHP_Opt	IncMSP	IncMSP_Opt	IncSTR	IncSTR_Opt	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSP_Opt	MaterialSet	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	0	R 10111	1	R 10391	1	R 50000	1	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16009	Ring_DeepStraight_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41407</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	1	Deep-straight +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	1	<$>41406</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	400	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32360</>	1	16009	1	None	100	0	None	<$>41408</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0
0	0	0	0	R 10113	1	R 10143	1	R 10393	1	R 50001	1	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16010	Ring_Earthtremor_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41410</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	12	Earthtremor +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	3	<$>41409</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	1200	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41411</>	1	16010	1	None	300	0	None	<$>41408</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	12	TRUE	3	None	0	0	0
0	0	0	0	R 10114	1	R 10394	1	R 50002	1	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16011	Ring_PentaTrain_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41413</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	16	Penta-train +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	4	<$>41412</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	1600	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41414</>	1	16011	1	None	400	0	None	<$>41408</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	16	TRUE	4	None	0	0	0
0	0	0	0	R 10115	1	R 10395	1	R 50003	1	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16012	Ring_Vortexlash_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41416</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	20	Vortexlash +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	5	<$>41415</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	2000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41417</>	1	16012	1	None	500	0	None	<$>41408</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	20	TRUE	5	None	0	0	0
0	0	0	0	R 10312	1	R 10332	1	R 10804	1	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16032	Ring_CrescentMoon_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41475</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	20	Crescent moon +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	5	<$>41474</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	2000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>41417</>	1	16032	1	None	500	0	None	<$>41476</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	20	TRUE	5	None	0	0	0
0	0	0	0	R 10341	1	R 10821	1	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16232	Ring_Triskelion_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41927</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Triskelion +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>41926</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34877</>	1	16232	1	None	2500	0	None	<$>41928</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	R 10342	1	R 10822	1	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16233	Ring_SaberCharge_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41930</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Saber charge +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>41929</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34877</>	1	16233	1	None	2500	0	None	<$>41928</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	R 10344	1	R 10824	1	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16234	Ring_SuspenseViolation_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41932</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Suspense violation +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>41931</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34877</>	1	16234	1	None	2500	0	None	<$>41928</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	R 10345	1	R 10825	1	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16235	Ring_TearingAlternate_1	Ring	NO	0	FALSE	1	0	RING	0	<$>41934</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Tearing alternate +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>41933</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34877</>	1	16235	1	None	2500	0	None	<$>41928</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	25	None	0	0	0
0	0	0	0	R 10272	1	None	0	None	0	None	0	None	0	None	0	0	0	0	None	None	0	None	None	0	None	0	Acc	<$>34864</>	Acc_Ring	<$>41380</>	16292	Ring_VampiricObsession_1	Ring	NO	0	FALSE	1	0	RING	0	<$>42065</>	0	0	0	0	None	Acc	None	drop_bracelet.wav	N/A	N/A	N/A	N/A	N/A	N/A	TRUE	0	None	100	Arme bullet +1	RING	None	2147483647	0	FALSE	it_a_ring1	0	0	0	Ring	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TRUE	<$>41380</>	SYS_item_column_red	0	<$>42064</>	None	0	1000	0	0	No	0	0	0	0	1	0	None	0	0	1	0	0	0	0	0	0	0	0	0	0	RING	0	NO	1	None	10000	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>34877</>	1	16292	1	None	2500	0	None	<$>42066</>	_NO	None	TRUE	0	None	TRUE	Both	TRUE	TRUE	100	TRUE	16	None	0	0	0
