AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlessType	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DblAttach	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	ExtentionSocketGroup	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncHeal	IncINT	IncLegend	IncMHP	IncMSP	IncSTR	InfoView	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSAtk	MSAtk_Opt	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxExtentionSocket	MaxR	MaxSocketCount	MaxStack	MediumBane	MetalBane	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	Option4ID	Option4MaxValue	Option4MinValue	OptionGroup	PCAtk	PCAtk_Opt	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	ReinProtectLv	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	SoftBane	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseAnim	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	211	0	0	None	0	None	0	None	0	None	0	None	0	atk_sword1.ogg	0	0	32	0	0	0	block_sword.ogg	hit_sword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sword	<$>34664</>	5001	AncientSword_Impair	Sword	NO	0	0	FALSE	1	0	0	RH	0	<$>45924</>	0	160	90	0	None	OldEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	Impair Ancient sword	SH	None	None	2147483647	0	FALSE	it_w_arondight	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	-10	FALSE	<$>34664</>	SYS_item_column_red	0	<$>45923</>	BTYPE	1	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	5	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5001	1.5	None	200000	0	0	Weapon	0	<$>45268</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	31	3_1	0	0	0
0	0	0	211	0	0	None	0	None	0	None	0	None	0	None	0	atk_sword1.ogg	0	0	32	0	0	0	block_sword.ogg	hit_sword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sword	<$>34664</>	5002	AncientSword	Sword	NO	0	0	FALSE	1	0	0	RH	0	<$>45926</>	0	160	90	0	None	OldEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	Ancient sword	SH	None	None	2147483647	0	FALSE	it_w_arondight	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>34664</>	SYS_item_column_red	0	<$>45925</>	BTYPE	1	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	5	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5002	1.5	None	200000	0	0	Weapon	0	<$>45268</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	FALSE	100	TRUE	31	3_1	0	0	0
0	0	0	178	0	0	None	0	None	0	None	0	None	0	None	0	atk_rapier1.ogg	0	0	27	0	0	0	block_rapier.ogg	hit_rapier1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Rapier	<$>29638</>	5011	AncientRapier_Impair	Rapier	NO	0	0	FALSE	1	0	0	RH	0	<$>45928</>	0	-160	95	0	None	OldEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	Impair Ancient rapier	SH	None	None	2147483647	0	FALSE	it_w_calabrone	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	-10	FALSE	<$>29638</>	SYS_item_column_red	0	<$>45927</>	BTYPE	0.8	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	5	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5011	1.5	None	200000	0	0	Weapon	0	<$>45297</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	1_2	0	0	0
0	0	0	178	0	0	None	0	None	0	None	0	None	0	None	0	atk_rapier1.ogg	0	0	27	0	0	0	block_rapier.ogg	hit_rapier1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Rapier	<$>29638</>	5012	AncientRapier	Rapier	NO	0	0	FALSE	1	0	0	RH	0	<$>45930</>	0	-160	95	0	None	OldEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	Ancient rapier	SH	None	None	2147483647	0	FALSE	it_w_calabrone	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29638</>	SYS_item_column_red	0	<$>45929</>	BTYPE	0.8	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	5	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5012	1.5	None	200000	0	0	Weapon	0	<$>45297</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	1_2	0	0	0
0	0	0	257	0	0	None	0	None	0	None	0	None	0	None	0	atk_sabre1.ogg	0	0	39	0	0	0	block_sabre.ogg	hit_sabre1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sabre	<$>29639</>	5021	AncientSabre_Impair	Sabre	NO	0	0	FALSE	1	0	0	RH	0	<$>45932</>	0	-160	95	0	None	OldEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	Impair Ancient sabre	SH	None	None	2147483647	0	FALSE	it_w_bloodyedge	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	-10	FALSE	<$>29639</>	SYS_item_column_red	0	<$>45931</>	ATYPE	0.9	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	5	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5021	1.15	None	200000	0	0	Weapon	0	<$>45280</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	4_3	0	0	0
0	0	0	257	0	0	None	0	None	0	None	0	None	0	None	0	atk_sabre1.ogg	0	0	39	0	0	0	block_sabre.ogg	hit_sabre1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sabre	<$>29639</>	5022	AncientSabre	Sabre	NO	0	0	FALSE	1	0	0	RH	0	<$>45934</>	0	-160	95	0	None	OldEqp	None	drop_sword.ogg	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	Ancient sabre	SH	None	None	2147483647	0	FALSE	it_w_bloodyedge	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29639</>	SYS_item_column_red	0	<$>45933</>	ATYPE	0.9	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	5	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5022	1.15	None	200000	0	0	Weapon	0	<$>45280</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	4_3	0	0	0
0	-15	0	392	0	0	None	0	None	0	None	0	None	0	None	0	atk_thsword1.ogg	0	0	55	0	0	0	block_thsword.ogg	hit_thsword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_THSword	<$>29640</>	5031	AncientTHSword_Impair	THSword	YES	0	0	FALSE	1	0	0	RH	0	<$>45936</>	0	180	75	0	None	OldEqp	None	drop_thsword.ogg	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_THS	TRUE	0	None	104	Impair Ancient slayer	SH	None	None	2147483647	0	FALSE	it_w_yeganehsword	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	-10	FALSE	<$>29640</>	SYS_item_column_red	0	<$>45935</>	CTYPE	2.5	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	7	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5031	1	None	200000	0	0	Weapon	0	<$>45278</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	3_2	0	0	0
0	-15	0	392	0	0	None	0	None	0	None	0	None	0	None	0	atk_thsword1.ogg	0	0	55	0	0	0	block_thsword.ogg	hit_thsword1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_THSword	<$>29640</>	5032	AncientTHSword	THSword	YES	0	0	FALSE	1	0	0	RH	0	<$>45938</>	0	180	75	0	None	OldEqp	None	drop_thsword.ogg	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_THS	TRUE	0	None	104	Ancient slayer	SH	None	None	2147483647	0	FALSE	it_w_yeganehsword	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29640</>	SYS_item_column_red	0	<$>45937</>	CTYPE	2.5	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	7	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5032	1	None	200000	0	0	Weapon	0	<$>45278</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	3_2	0	0	0
0	0	0	297	0	0	None	0	None	0	None	0	None	0	None	0	atk_polearm1.ogg	0	0	45	0	0	0	block_polearm.ogg	hit_polearm1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Polearm	<$>29641</>	5041	AncientPolearm_Impair	Polearm	YES	0	0	FALSE	1	0	0	RH	0	<$>45940</>	0	5	-50	0	None	OldEqp	None	drop_polearm.ogg	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_POL	TRUE	0	None	104	Impair Ancient slayer	SH	None	None	2147483647	0	FALSE	it_w_muertebalada	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	-10	FALSE	<$>29641</>	SYS_item_column_red	0	<$>45939</>	CTYPE	1.2	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	3	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5041	1	None	200000	0	0	Weapon	0	<$>45290</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	3_4	0	0	0
0	0	0	297	0	0	None	0	None	0	None	0	None	0	None	0	atk_polearm1.ogg	0	0	45	0	0	0	block_polearm.ogg	hit_polearm1.ogg	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Polearm	<$>29641</>	5042	AncientPolearm	Polearm	YES	0	0	FALSE	1	0	0	RH	0	<$>45942</>	0	5	-50	0	None	OldEqp	None	drop_polearm.ogg	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_POL	TRUE	0	None	104	Ancient slayer	SH	None	None	2147483647	0	FALSE	it_w_muertebalada	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	FALSE	<$>29641</>	SYS_item_column_red	0	<$>45941</>	CTYPE	1.2	1000	0	0	0	0	No	0	0	0	0	0	0	1	0	0	None	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELEE3	0	0	0	0	NO	3	None	1000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>31900</>	1	5042	1	None	200000	0	0	Weapon	0	<$>45290</>	_NO	None	FALSE	0	None	TRUE	NO	Both	TRUE	TRUE	100	TRUE	31	3_4	0	0	0
