AiRange	AutoCheck	AutoDuel	BgName	BgmPlayList	ChangeChannel	Channel	ChaseLimit	ClassID	ClassName	CliqueWar	ColBan	ColGenX	ColGenY	ColGenZ	ColonyEXP	ColonyX	ColonyY	ColonyZ	Continent	DefGenPosX	DefGenPosY	DefGenPosZ	Desc	DropItem1Freq	DropItem1ID	DropItem2Freq	DropItem2ID	DropItem3Freq	DropItem3ID	DropItem4Freq	DropItem4ID	DropItem5Freq	DropItem5ID	DropItem6Freq	DropItem6ID	DropItem7Freq	DropItem7ID	EnablePK	EngName	FlagCount	GetRestart	HeldWepn	HideEnemyPhrase	Info	ItemGroup	ItemPriorityTime	ItemViewDist	LeaveTime	LoadingImg	LockWarp	LockWarpCommLV	LockWarpSaveId	MapTitleFont1	MapTitleFont2	MinimapFile	MinimapLength	MinimapOffsetX	MinimapOffsetY	Mission	MonCache	MonViewDist	MonsterDropBlock	Name	NewPVPRule	NoMIC	Note	PartyBuff	PartyWar	PcCache	PcViewDist	RecallRequestAble	RecallTakeAble	RewardEXPBM	RewardItemBM	SaveWarp	Thumbnail	TokName	TriggerViewDist	Tutorial	Type	UseAIAnyWhere	UseGlobalDrop	UseInitScp	UseItemCoolDown	UseReturnScroll	UseTeleportScroll	UserShop	ViewMiddleRange	ViewRange	WarGroup	WayPointX	WayPointY	WayPointZ	WorldMapName	ZoneItem	ZoneScript	vsMon	vsPC
2500	TRUE	TRUE	fld_ttr	Tetra_Field	TRUE	3	5	203	fld_ttr	FALSE	0	0	0	0	1	2509	1234	1168	GranadoEspada	-2943	-730	123	<$>47344</>	1000	21806	120	21907	0	0	0	0	0	0	0	0	0	0	FALSE	Tetra Great Ruins	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_ttr.jpg	54300	-1611.144	-1878.93	FALSE	TRUE	3200	FALSE	<$>47344</>	0	0	<$>47343</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_fld_ttr.jpg	fld_ttr	6000	FALSE	PARTYWAR	NO	1	0	1	FALSE	TRUE	TRUE	4000	6000	0	2148	382	1185	fld_ttr_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	fld_ptv	Porto_Bello_Field	TRUE	3	5	204	fld_ptv	FALSE	0	0	0	0	1	-3395	-2811	935	GranadoEspada	-9903	5880	931	<$>47346</>	30000	21909	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Porto Bello	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_ptv.jpg	24750	-4869.381	-245.637	FALSE	TRUE	3200	FALSE	<$>47346</>	0	0	<$>47345</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_fld_ptv.jpg	fld_ptv	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-3395	-2811	935	fld_ptv_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	fld_alq	Al_Quelt_Moreza_Field	TRUE	3	5	207	fld_alq	FALSE	0	0	0	0	1	268	7903	148	GranadoEspada	467	101	138	<$>47348</>	1300	21811	50	21907	0	0	0	0	0	0	0	0	0	0	FALSE	Al Quelt Moreza	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	fld_alq.jpg	39900	2150.694	-5639.388	FALSE	TRUE	3200	FALSE	<$>47348</>	0	0	<$>47347</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_fld_alq.jpg	fld_alq	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	378	7637	149	fld_alq_btn	None	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb01	Battle_Field_1	TRUE	3	5	501	btl_reb01	FALSE	0	0	0	0	1	-10524	11553	-2411	GranadoEspada	-10524	11553	-2411	<$>47355</>	1300	21816	50	21907	0	0	0	0	0	0	0	0	0	0	FALSE	Reboldoeux Stone Pit	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb01.jpg	46250	-2490.607	2983.309	FALSE	TRUE	3200	FALSE	<$>47355</>	0	0	<$>47354</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_reb01.jpg	btl_reb01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-10524	11553	-2411	btl_reb01_btn	btl_reb01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ttr01	Battle_Field_2	TRUE	3	5	502	btl_ttr01	FALSE	214	5353	23141	-4502	0	5197	23584	-4502	GranadoEspada	1127	292	-4416	<$>28801</>	1000	21806	120	21907	15000	21620	0	0	0	0	0	0	0	0	FALSE	Tetra Hill	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ttr01.jpg	65800	13581.137	10084.845	FALSE	TRUE	3200	FALSE	<$>28801</>	0	0	<$>47356</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_ttr01.jpg	btl_ttr01	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	1127	292	-4416	btl_ttr01_btn	btl_ttr01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_alq01	Battle_Field_2	TRUE	3	5	503	btl_alq01	FALSE	0	0	0	0	1	-3872	-6847	1685	GranadoEspada	-3237	-7275	1685	<$>47358</>	1000	21811	80	21907	0	0	0	0	0	0	0	0	0	0	FALSE	Cathari Falls	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_alq01.jpg	49600	-2310.328	465.594	FALSE	TRUE	3200	FALSE	<$>47358</>	0	0	<$>47357</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_alq01.jpg	btl_alq01	6000	FALSE	PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-3237	-7275	1685	btl_alq01_btn	btl_alq01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ttr02	Battle_Field_2	TRUE	3	5	504	btl_ttr02	FALSE	214	1529	-8135	1357	0	1382	-7110	1357	GranadoEspada	-263	1419	-584	<$>28802</>	1000	21816	80	21907	0	0	0	0	0	0	0	0	0	0	FALSE	King's Garden	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ttr02.jpg	86500	578.416	3378.835	FALSE	TRUE	3200	FALSE	<$>28802</>	0	0	<$>47359</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_ttr02.jpg	btl_ttr02	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-33585	-9547	1414	btl_ttr02_btn	btl_ttr02	None	TRUE	FALSE
2500	TRUE	FALSE	btl_coim01	Battle_Field_3	TRUE	3	5	505	btl_coim01	FALSE	214	9251	-801	-3061	0	9407	-463	-3081	GranadoEspada	-8327	7371	-3619	<$>28787</>	30000	21908	300	21806	0	0	0	0	0	0	0	0	0	0	FALSE	Jezebel Glen	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_coim01.jpg	45000	-1310.116	-858.948	FALSE	TRUE	3200	FALSE	<$>28787</>	0	0	<$>47360</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_coim01.jpg	btl_coim01	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-8327	7371	-3619	btl_coim01_btn	btl_coim01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb02	Battle_Field_1	TRUE	3	5	506	btl_reb02	FALSE	202	2385	8409	-6631	0	2587	8062	-6631	GranadoEspada	981	18692	-5704	<$>28795</>	2700	21807	0	0	6000	21617	6000	21618	6000	21619	0	0	0	0	FALSE	Tributary to the Bonavista	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb02.jpg	69200	-2051.486	2543.016	FALSE	TRUE	3200	FALSE	<$>28795</>	0	0	<$>47361</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_reb02.jpg	btl_reb02	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-13588	-23993	-8298	btl_reb02_btn	btl_reb02	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb03	Battle_Field_1	TRUE	3	5	507	btl_reb03	FALSE	202	27107	16241	-1221	0	27346	15971	-1221	GranadoEspada	4139	-7140	-2401	<$>28796</>	2700	21812	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	Rion Prairie	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb03.jpg	49600	11099.26	4929.015	FALSE	TRUE	3200	FALSE	<$>28796</>	0	0	<$>47362</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_reb03.jpg	btl_reb03	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	13258	1595	-2185	btl_reb03_btn	btl_reb03	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb04	Battle_Field_1	TRUE	3	5	508	btl_reb04	FALSE	202	-10304	32885	5128	0	-10653	33172	5128	GranadoEspada	-6375	175	4928	<$>28797</>	1300	21811	50	21907	0	0	0	0	0	0	0	0	0	0	FALSE	Ferruccio Junction	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb04.jpg	111000	1751.517	-1132.054	FALSE	TRUE	3200	FALSE	<$>28797</>	0	0	<$>47363</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_reb04.jpg	btl_reb04	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-5462	763	4949	btl_reb04_btn	btl_reb04	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ptv01	Battle_Field_3	TRUE	3	5	509	btl_ptv01	FALSE	214	12453	-87457	4044	0	12037	-87601	4044	GranadoEspada	14446	-86372	4054	<$>28793</>	30000	21911	3300	21817	10000	21620	0	0	0	0	0	0	0	0	FALSE	Porto Bello, A deserted quay	1	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ptv01.jpg	171600	4000	-63293.32	FALSE	TRUE	3200	FALSE	<$>28793</>	0	0	<$>47364</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_ptv01.jpg	btl_ptv01	6000	FALSE	COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	14446	-86372	4054	btl_ptv01_btn	btl_ptv01	None	TRUE	FALSE
2500	TRUE	FALSE	btl_ttr03	Battle_Field_2	TRUE	3	5	510	btl_ttr03	FALSE	214	-12254	35556	7521	0	-12254	35556	7521	GranadoEspada	-37839	23580	3807	<$>28803</>	1000	21204	1000	21207	1000	21206	0	0	0	0	0	0	0	0	FALSE	Topolo Durga	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_ttr03.jpg	129932.047	-16064.148	28785.754	FALSE	TRUE	3200	FALSE	<$>28803</>	0	0	<$>47365</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_ttr03.jpg	btl_ttr03	6000	FALSE	NEW_COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-37839	23580	3807	btl_ttr03_btn	btl_ttr03	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb05	Battle_Field_8	TRUE	3	5	1165	btl_reb05	FALSE	202	23788	7549	4225	0	24019	8027	4225	GranadoEspada	2700	15826	3043	<$>28798</>	15000	21808	1000	21617	0	0	0	0	0	0	0	0	0	0	FALSE	Lago Celeste	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb05.jpg	72800	16000	6100	FALSE	TRUE	3200	FALSE	<$>28798</>	0	0	<$>47373</>	TRUE	TRUE	TRUE	3000	TRUE	TRUE	1.8	1	TRUE	thumb_btl_reb05.jpg	btl_reb05	6000	FALSE	NEW_COLONYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	2700	15826	3043	btl_reb05_btn	btl_reb05	None	TRUE	FALSE
2500	TRUE	FALSE	btl_reb06	Javier_Field	TRUE	3	5	1166	btl_reb06	FALSE	0	0	0	0	1	0	0	0	GranadoEspada	-19771	-15829	487	<$>47375</>	2700	21807	150	75362	300	21608	0	0	0	0	0	0	0	0	FALSE	Veags Javier	3	None	TRUE	0	None	None	30000	6000	0	None	FALSE	0	0	white_38_ol	white_22_ol	btl_reb06.jpg	63500	-28000	-23300	FALSE	TRUE	3200	FALSE	<$>47375</>	0	0	<$>47374</>	TRUE	FALSE	TRUE	3000	TRUE	TRUE	1	1	TRUE	thumb_btl_reb06.jpg	btl_reb06	6000	FALSE	NEW_PARTYWAR	NO	1	0	1	TRUE	TRUE	TRUE	4000	6000	0	-19771	-15829	487	btl_reb06_btn	btl_reb06	None	TRUE	FALSE
