AR	ASPD	ATK	AddATK	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	AutoCheckUse	AutoInspect	BLK	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	CoolDown	CoolDownGroup	DBLHand	DEF	DeadDrop	DefEA	DefIP	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EngName	EqpType	EquipSound	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireIP	GolemBane	GroupName	HPDrain	HR	HumanBane	IMP	IceATK	IceIP	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncINT	IncSTR	IsConfirmUseItem	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LgtIP	LockWarpUse	LogoutSave	MHP	MKP	MSP	MSPD	MaterialSet	MaxR	MaxSocketCount	MaxStack	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	OptionGroup	PR	Pair	ParticleCount	ParticleName	PreCheckScp	Price	PromotionLv	PsyATK	PsyIP	RFIRE	RHP	RICE	RLGHT	RPSY	RSP	RSTAT	Rank	RecordUsingLog	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	SaveBuff	SaveBurlonPoint	SaveExp	Scale	ScpType	SellPrice	ShldDR	SocketRef	Spec	Suffix	TargetHitEffect	TownUsable	Tradable	UndeadBane	UniqueBone	Unstack	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	ZoneItem	arg1	arg2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>32547</>	0	None	0	Etc	<$>29982</>	Etc_EXPCard	<$>32515</>	20043	EXPCard_Master	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>32553</>	0	0	0	0	None	Etc	None	drop_etcitem.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	EXP Card Master	None	None	2147483647	0	FALSE	it_e_charactercard	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32460</>	SYS_item_column_yellow	0	<$>32552</>	None	0	1000	0	0	TRUE	No	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_MasterExpCard	40	2	0	0	0	0	0	0	0	0	0	6	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	1	20043	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_MasterAddExp	10	0	None	<$>88349</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	100	FALSE	1	None	0	0	120	2
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	None	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	20085	KatovicSoup1	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>32660</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Katovic soup	None	None	300000	0	FALSE	it_e_soup	0	0	0	Etc	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32567</>	SYS_item_column_yellow	0	<$>32659</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	400	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>32661</>	1	20085	FALSE	FALSE	FALSE	2	None	100	0	None	None	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	0	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	Sprint_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	20618	Red_Candy_Whiteday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Red Lollipop	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>33370</>	None	0	1000	0	0	FALSE	No	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	20618	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	50	0	None	<$>32428</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	10	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	IncASPD_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	20619	Pink_Candy_Whiteday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Pink Lollipop	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>33373</>	None	0	1000	0	0	FALSE	No	0	0	0	1	it_e_candy_pink	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	20619	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	50	0	None	<$>32428</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	AddDEF_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	20620	Blue_Candy_Whiteday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Blue Lollipop	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>33374</>	None	0	1000	0	0	FALSE	No	0	0	0	1	it_e_candy_blue	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	20620	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	50	0	None	<$>32428</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	IncATK_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	20621	BlackCandy_Wday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Black Lollipop	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>33375</>	None	0	1000	0	0	FALSE	No	0	0	0	1	it_e_candy_black	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	20621	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	50	0	None	<$>32428</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	FALSE	TRUE	0	0	0	0	None	None	0	None	None	0	AddMspd_WhiteDay	0	Etc	<$>29982</>	Etc_Food	<$>32567</>	20622	Rainbow_Candy_Wday	Food	0	0	NO	0	FALSE	1	0	None	0	<$>33371</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	A Rainbow Lollipop	None	None	2147483647	0	FALSE	it_e_candy	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	None	<$>32567</>	SYS_item_column_yellow	0	<$>33376</>	None	0	1000	0	0	FALSE	No	0	0	0	1	it_e_candy_rainbow	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Spinel	200	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33372</>	1	20622	TRUE	TRUE	TRUE	2	SCP_USE_ITEM_TeamAddBuff	50	0	None	<$>32428</>	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	1	0
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	<$>33723</>	0	None	0	Etc	<$>29982</>	Etc_Etc	<$>27429</>	23126	BulletBox_Ancient	Etc	0	0	NO	0	FALSE	1	0	None	0	<$>33721</>	0	0	0	0	None	Etc	None	None	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Portable Ancient Star Orb	None	None	15000	0	FALSE	it_e_bellembox	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>27429</>	SYS_item_column_yellow	0	<$>33720</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	PreCheck_Bulletbox	2147483647	0	0	0	0	0	0	0	0	0	0	1	TRUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33722</>	1	23126	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_BulletBoxOpen	150000	0	None	None	_NO	None	TRUE	FALSE	0	None	FALSE	Both	TRUE	TRUE	1	FALSE	1	None	0	0	21175	1000
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	Creature_ATK	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	23287	Creature_ATK	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>33645</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Creature Tribe Ampul	None	None	50000	0	FALSE	it_e_raceportion1	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>30462</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33988</>	1	23287	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32428</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	5	10
0	0	0	0	None	0	None	0	None	0	None	0	None	0	None	TRUE	TRUE	0	0	0	0	None	None	0	None	None	0	Golem_ATK	0	Etc	<$>29982</>	Etc_Drug	<$>32425</>	23288	Golem_ATK	Drug	0	0	NO	0	FALSE	1	0	None	0	<$>33647</>	0	0	0	0	None	Etc	None	drop_drug.ogg	N/A	N/A	N/A	N/A	N/A	N/A	FALSE	0	None	Golem Tribe Ampul	None	None	50000	0	FALSE	it_e_raceportion2	0	0	0	Consume	0	0	0	0	0	0	None	0	0	0	0	0	0	FALSE	<$>32425</>	SYS_item_column_yellow	0	<$>30463</>	None	0	1000	0	0	TRUE	Yes	0	0	0	1	None	0	0	32767	0	0	0	0	0	0	0	0	0	0	None	0	NO	1	None	None	2147483647	0	0	0	0	0	0	0	0	0	0	1	FALSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>33989</>	1	23288	FALSE	FALSE	FALSE	1	SCP_USE_ITEM_TeamAddBuff	1	0	None	<$>32428</>	_NO	None	TRUE	TRUE	0	None	FALSE	Both	TRUE	TRUE	1	TRUE	1	None	0	0	5	10
