AR	ASPD	ASPD_Opt	ATK	AddATK	AddATK_Opt	AddSkl1ID	AddSkl1Lv	AddSkl2ID	AddSkl2Lv	AddSkl3ID	AddSkl3Lv	AddSkl4ID	AddSkl4Lv	AddSkl5ID	AddSkl5Lv	AtkSound	BLK	BLK_Opt	BaseATK	BaseDEF	BeastBane	BlkSound	BlowSound	BrLv	Buff	BuffDesc	BuffFreq	BuffName	CRT	CRT_Opt	Category1	Category1Name	Category2	Category2Name	ClassID	ClassName	ClassType	DBLHand	DEF	DblAttach	DeadDrop	DefEA	DefIP	DefIP_Opt	DefaultEqpSlot	DemonBane	Desc	DinoBane	DropAngle	DropOffset	DropRareFreq	DropReinforceType	DropRule	DropSocketType	DropSound	Dummy_A_LH	Dummy_A_RH	Dummy_B	Dummy_F	Dummy_N_LH	Dummy_N_RH	EQUP	EffectLength	EmitterName	EnchantLv	EngName	EqpType	EquipSound	FesoPrice	FesoSellPrice	FesoVenderable	FileName	FireATK	FireATK_Opt	FireIP	FireIP_Opt	GolemBane	GroupName	HPDrain	HPDrain_Opt	HR	HR_Opt	HumanBane	IMP	IMP_Opt	IceATK	IceATK_Opt	IceIP	IceIP_Opt	ImgName	IncAGI	IncCHA	IncCON	IncDEX	IncHeal	IncINT	IncLegend	IncMHP	IncMSP	IncSTR	ItemClass	ItemIndicator	ItemLv	ItemName	ItemType	KDRank	LODDist	LghtATK	LghtATK_Opt	LghtIP_Opt	LgtIP	LogoutSave	MHP	MHP_Opt	MKP	MSP	MSPD	MSPD_Opt	MSP_Opt	MaterialSet	MaxR	MaxSocketCount	MaxStack	MediumBane	MetalBane	MinR	Option1ID	Option1MaxValue	Option1MinValue	Option2ID	Option2MaxValue	Option2MinValue	Option3ID	Option3MaxValue	Option3MinValue	Option4ID	Option4MaxValue	Option4MinValue	OptionGroup	PR	PR_Opt	Pair	ParticleCount	ParticleName	Price	PromotionLv	PsyATK	PsyATK_Opt	PsyIP	PsyIP_Opt	RFIRE	RFIRE_Opt	RHP	RHP_Opt	RICE	RICE_Opt	RLGHT	RLGHT_Opt	RPSY	RPSY_Opt	RSP	RSTAT	RSTAT_Opt	Rank	RedFIRE	RedICE	RedLGHT	RedMAG	RedMEL	RedPSY	RedSHT	RendBlind	RendBurning	RendFear	RendFreeze	RendPoison	RendShock	RendStun	ReqToolTip	SaleEA	SaleID	Scale	ScpType	SellPrice	SetItemGroup	ShldDR	SocketRef	SoftBane	Spec	Suffix	TargetHitEffect	Tradable	UndeadBane	UniqueBone	Unstack	UseAnim	UseGender	UseGravity	UseInverse	UseLv	Venderable	WLv	WeaponTail	Weight	arg1	arg2
0	0	0	337	0	0	None	0	None	0	None	0	None	0	None	0	atk_crossbow1.wav	0	0	53	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Crossbow	<$>29651</>	13323	Tarot_TheFool	CrossBow	NO	0	0	FALSE	1	0	0	RH	0	<$>45203</>	0	90	5	0	None	EliteEqp	None	drop_rifle.wav	Dummy_L_HAND_RIFLE	Dummy_R_HAND_RIFLE	N/A	N/A	N/A	Dummy_BACK_RIFLE	TRUE	10	None	104	EL LOCO	SH	None	2147483647	0	FALSE	it_w_thefool	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>29651</>	SYS_item_column_red	0	<$>45202</>	CTYPE	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	25001	30	30	25002	30	30	25011	1	1	0	0	0	SHOOT	0	0	NO	5	None	1040000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45204</>	1	13323	2	None	150000	0	0	Weapon	0	<$>45205</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	100	TRUE	30	None	0	0	0
0	0	0	281	0	0	None	0	None	0	None	0	None	0	None	0	atk_rod1.wav	0	0	44	0	0	None	hit_rod1.wav	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Staff	<$>29653</>	13324	Tarot_TheMagician	Staff	YES	0	0	FALSE	1	0	0	RH	0	<$>45207</>	0	-30	50	0	None	EliteEqp	None	drop_staff.wav	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_R_HAND	TRUE	10	None	104	EL MAGO	SH	None	2147483647	0	FALSE	it_w_themagician	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>29653</>	SYS_item_column_red	0	<$>45206</>	PSY	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	14001	30	30	14002	30	30	14006	1	1	0	0	0	PSY	0	0	NO	7	None	1440000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45208</>	1	13324	1	None	150000	0	0	Weapon	0	<$>45209</>	_ROD	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	100	TRUE	30	None	0	0	0
0	0	0	239	0	0	None	0	None	0	None	0	None	0	None	0	atk_sword1.wav	0	0	37	0	0	block_sword.wav	hit_sword1.wav	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Blunt	<$>29659</>	13325	Tarot_TheHighPriestess	Blunt	NO	0	0	FALSE	1	0	0	RH	0	<$>45207</>	0	160	90	0	None	EliteEqp	None	drop_sword.wav	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	LA SUMA SACERDOTISA	SH	None	2147483647	0	FALSE	it_w_thehighpriestess	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>29659</>	SYS_item_column_red	0	<$>45210</>	CTYPE	0.5	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	12001	30	30	12002	30	30	12010	1	1	0	0	0	MELEE	0	0	NO	5	None	1440000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45211</>	1	13325	1	None	150000	0	0	Weapon	0	<$>45212</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	FALSE	100	TRUE	30	None	0	0	0
0	0	0	359	0	0	None	0	None	0	None	0	None	0	None	0	atk_rifle1.wav	0	0	56	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Rifle	<$>29644</>	13326	Tarot_TheEmpress	Rifle	YES	0	0	FALSE	1	0	0	RH	0	<$>45207</>	0	90	5	0	None	EliteEqp	None	drop_rifle.wav	N/A	Dummy_R_HAND_RIFLE	N/A	N/A	N/A	Dummy_BACK_RIFLE	TRUE	10	None	104	LA EMPERATRIZ	SH	None	2147483647	0	FALSE	it_w_justicerifle	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>29644</>	SYS_item_column_red	0	<$>45213</>	BTYPE	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	13001	30	30	13002	30	30	13011	1	1	0	0	0	SHOOT	0	0	NO	5	None	2080000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45214</>	1	13326	1.2	None	150000	0	0	Weapon	0	<$>45215</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	100	TRUE	30	None	0	0	0
0	0	0	225	0	0	None	0	None	0	None	0	None	0	None	0	atk_sword1.wav	0	0	35	0	0	block_sword.wav	hit_sword1.wav	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sword	<$>34664</>	13327	Tarot_TheEmperor	Sword	NO	0	0	FALSE	1	0	0	RH	0	<$>45207</>	0	160	90	0	None	EliteEqp	None	drop_sword.wav	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	LA EMPERADOR	SH	None	2147483647	0	FALSE	it_w_theemperor	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>34664</>	SYS_item_column_red	0	<$>45216</>	BTYPE	1	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	12001	30	30	12002	30	30	12010	1	1	0	0	0	MELEE	0	0	NO	5	None	1120000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45211</>	1	13327	1	None	150000	0	0	Weapon	0	<$>45217</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	FALSE	100	TRUE	30	None	0	0	0
0	0	0	246	0	0	None	0	None	0	None	0	None	0	None	0	None	0	0	39	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Lute	<$>29650</>	13328	Tarot_TheHierophant	Lute	YES	0	0	FALSE	1	0	0	RH	0	<$>45207</>	0	-30	50	0	None	EliteEqp	None	drop_rifle.wav	N/A	Dummy_L_HAND_MUTE	N/A	N/A	N/A	Dummy_LUTE	TRUE	10	None	104	EL SUMO SACERDOTE	SH	None	2147483647	0	FALSE	it_w_thehierophant	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>29650</>	SYS_item_column_red	0	<$>45218</>	PSY	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	14001	30	30	14002	30	30	14006	1	1	0	0	0	PSY	0	0	NO	5	None	1040000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45204</>	1	13328	1	None	150000	0	0	Weapon	0	<$>45219</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	100	TRUE	30	None	0	0	0
0	0	0	246	0	0	None	0	None	0	None	0	None	0	None	0	atk_shotgun1.wav	0	0	39	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Shotgun	<$>29645</>	13329	Tarot_TheLovers	Shotgun	YES	0	0	FALSE	1	0	0	RH	0	<$>45207</>	0	95	5	0	None	EliteEqp	None	drop_rifle.wav	N/A	Dummy_R_HAND_RIFLE	N/A	N/A	N/A	Dummy_BACK_RIFLE	TRUE	10	None	104	LOS ENAMORADOS	SH	None	2147483647	0	FALSE	it_w_thelovers	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>29645</>	SYS_item_column_red	0	<$>45220</>	ATYPE	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	13001	30	30	13002	30	30	13011	1	1	0	0	0	SHOOT	0	0	NO	5	None	2000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45204</>	1	13329	1	None	150000	0	0	Weapon	0	<$>45221</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	100	TRUE	30	None	0	0	0
0	0	0	485	0	0	None	0	None	0	None	0	None	0	None	0	atk_cannon1.wav	0	0	76	0	0	None	None	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Cannon	<$>44609</>	13330	Tarot_TheChariot	Cannon	YES	0	0	FALSE	1	0	0	RH	0	<$>45207</>	0	90	-8	0	None	EliteEqp	None	drop_cannon.wav	N/A	Dummy_CANNON	N/A	N/A	N/A	N/A	TRUE	10	None	104	EL CARRO	SH	None	2147483647	0	FALSE	it_w_thechariot	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>44609</>	SYS_item_column_red	0	<$>45222</>	CTYPE	0	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	13001	30	30	13002	30	30	13011	1	1	0	0	0	SHOOT	0	0	NO	5	None	2000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45204</>	1	13330	1	None	150000	0	0	Weapon	0	<$>45223</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	100	TRUE	30	None	0	0	0
0	-15	0	418	0	0	None	0	None	0	None	0	None	0	None	0	atk_thsword1.wav	0	0	61	0	0	block_thsword.wav	hit_thsword1.wav	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_THSword	<$>29640</>	13331	Tarot_Strenght	THSword	YES	0	0	FALSE	1	0	0	RH	0	<$>45225</>	0	180	75	0	None	EliteEqp	None	drop_thsword.wav	N/A	Dummy_R_HAND	N/A	N/A	N/A	Dummy_BACK_THS	TRUE	0	None	104	LA JUSTICIA	SH	None	2147483647	0	FALSE	it_w_strenght	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>29640</>	SYS_item_column_red	0	<$>45224</>	CTYPE	1.4	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	12001	30	30	12002	30	30	12010	1	1	0	0	0	MELEE	0	0	NO	7	None	1440000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45211</>	1	13331	1	None	150000	0	0	Weapon	0	<$>45226</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	100	TRUE	30	None	0	0	0
0	0	0	274	0	0	None	0	None	0	None	0	None	0	None	0	atk_sabre1.wav	0	0	43	0	0	block_sabre.wav	hit_sabre1.wav	0	None	None	0	None	0	0	Weapon	<$>43947</>	Weapon_Sabre	<$>29639</>	13332	Tarot_TheHermit	Sabre	NO	0	0	FALSE	1	0	0	RH	0	<$>45207</>	0	180	75	0	None	EliteEqp	None	drop_sword.wav	Dummy_L_HAND	Dummy_R_HAND	N/A	N/A	Dummy_R_PELVIS	Dummy_L_PELVIS	TRUE	0	None	104	EL ERMITANO	SH	None	2147483647	0	FALSE	it_w_thehermit	0	0	0	0	0	Weapon	0	0	0	0	0	0	0	0	0	0	0	None	0	0	0	0	0	0	0	0	0	0	<$>29639</>	SYS_item_column_red	0	<$>45227</>	ATYPE	0.9	1000	0	0	0	0	No	0	0	0	0	1	0	0	None	0	3	1	0	0	0	12001	30	30	12002	30	30	12010	1	1	0	0	0	MELEE	0	0	NO	5	None	2000000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<$>45211</>	1	13332	1	None	150000	0	0	Weapon	0	<$>45228</>	_NO	None	TRUE	0	None	TRUE	None	Both	TRUE	TRUE	100	TRUE	30	None	0	0	0
